row_heading,row_number,preceding_quarter_trend_summary,year_on_year_quarter_trend_summary,current_quarter_value,preceding_quarter_value,prev_year_same_quarter_value,preceding_year_trend_summary,current_year_value,preceding_year_value,unit,page,section,reporting_period,date_of_presentation
Expense,5,,,8313.0,,,,,,$MM,5,Financial Results,Q2_2023,2023-07-14
Credit costs,6,,,1862.0,,,,,,$MM,5,Financial Results,Q2_2023,2023-07-14
Net income,7,,,5306.0,,,,,,$MM,5,Financial Results,Q2_2023,2023-07-14
Average equity,1,,,54.3,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
ROE,2,,,38.0,,,,,,%,5,Financial Results,Q2_2023,2023-07-14
Overhead ratio,3,,,48.0,,,,,,%,5,Financial Results,Q2_2023,2023-07-14
Average loans,4,,,518.3,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Average deposits,5,,,1157.3,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Active mobile customers,6,,,52.0,,,,,,millions,5,Financial Results,Q2_2023,2023-07-14
Debit & credit card sales volume,7,,,424.0,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Business Banking average loans,8,,,19.6,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Client investment assets (EOP),9,,,892.9,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Home Lending Average loans,10,,,229.6,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Card Services average loans,11,,,187.0,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Card Services sales volume,12,,,294.0,,,,,,$B,5,Financial Results,Q2_2023,2023-07-14
Revenue,1,"Decreased by $1,081M from 1Q23.",Increased by $516M from 2Q22.,12519.0,,,,,,$MM,6,Financial Results,Q2_2023,2023-07-14
Total Banking,2,Increased by $21M from 1Q23.,Increased by $964M from 2Q22.,4244.0,,,,,,$MM,6,Financial Results,Q2_2023,2023-07-14
Total Markets & Securities Services,3,"Decreased by $1,102M from 1Q23.",Decreased by $448M from 2Q22.,8275.0,,,,,,$MM,6,Financial Results,Q2_2023,2023-07-14
Expense,4,Decreased by $589M from 1Q23.,Increased by $84M from 2Q22.,6894.0,,,,,,$MM,6,Financial Results,Q2_2023,2023-07-14
Credit costs,5,Decreased by $20M from 1Q23.,Decreased by $21M from 2Q22.,38.0,,,,,,$MM,6,Financial Results,Q2_2023,2023-07-14
Net income,6,Decreased by $329M from 1Q23.,Increased by $375M from 2Q22.,4092.0,,,,,,$MM,6,Financial Results,Q2_2023,2023-07-14
Equity,1,Remained flat at $108.0B compared to 1Q23.,Increased from $103.0B in 2Q22.,108.0,108.0,103.0,,,,$B,6,Financial Results,Q2_2023,2023-07-14
ROE,2,Decreased from 16% in 1Q23.,Increased from 14% in 2Q22.,15.0,16.0,14.0,,,,%,6,Financial Results,Q2_2023,2023-07-14
Overhead ratio,3,Remained flat at 55% compared to 1Q23.,Decreased from 57% in 2Q22.,55.0,55.0,57.0,,,,%,6,Financial Results,Q2_2023,2023-07-14
Average loans,4,Decreased from $228.1B in 1Q23.,Increased from $218.0B in 2Q22.,227.3,228.1,218.0,,,,$B,6,Financial Results,Q2_2023,2023-07-14
Average client deposits,5,Increased from $633.7B in 1Q23.,Decreased from $722.4B in 2Q22.,647.5,633.7,722.4,,,,$B,6,Financial Results,Q2_2023,2023-07-14
Assets under custody,6,Increased from $29.7T in 1Q23.,Increased from $28.6T in 2Q22.,30.4,29.7,28.6,,,,$T,6,Financial Results,Q2_2023,2023-07-14
Revenue,1,,,3988.0,,,,,,$MM,7,Financial Results,Q2_2023,2023-07-14
Expense,2,,,1300.0,,,,,,$MM,7,Financial Results,Q2_2023,2023-07-14
Credit costs,3,,,1097.0,,,,,,$MM,7,Financial Results,Q2_2023,2023-07-14
Net income,4,,,1208.0,,,,,,$MM,7,Financial Results,Q2_2023,2023-07-14
Average equity,1,,,29.5,,,,,,$B,7,Financial Results,Q2_2023,2023-07-14
ROE,2,,,16.0,,,,,,%,7,Financial Results,Q2_2023,2023-07-14
Overhead ratio,3,,,33.0,,,,,,%,7,Financial Results,Q2_2023,2023-07-14
Average loans,4,,,270.8,,,,,,$B,7,Financial Results,Q2_2023,2023-07-14
Average client deposits,5,,,275.2,,,,,,$B,7,Financial Results,Q2_2023,2023-07-14
Allowance for loan losses,6,,,4.7,,,,,,$B,7,Financial Results,Q2_2023,2023-07-14
Revenue,1,,,4943.0,,,,,,$MM,8,Financial Results,Q2_2023,2023-07-14
Expense,2,,,3163.0,,,,,,$MM,8,Financial Results,Q2_2023,2023-07-14
Credit costs,3,,,145.0,,,,,,$MM,8,Financial Results,Q2_2023,2023-07-14
Net income,4,,,1226.0,,,,,,$MM,8,Financial Results,Q2_2023,2023-07-14
Average equity,1,,,16.7,,,,,,$B,8,Financial Results,Q2_2023,2023-07-14
ROE,2,,,29.0,,,,,,%,8,Financial Results,Q2_2023,2023-07-14
Assets under management ('AUM'),3,,,3188.0,,,,,,$B,8,Financial Results,Q2_2023,2023-07-14
Client assets,4,,,4558.0,,,,,,$B,8,Financial Results,Q2_2023,2023-07-14
Average loans,5,,,219.5,,,,,,$B,8,Financial Results,Q2_2023,2023-07-14
Average deposits,6,,,211.9,,,,,,$B,8,Financial Results,Q2_2023,2023-07-14
Revenue,1,,,3718.0,,,,,,$MM,9,Financial Results,Q2_2023,2023-07-14
Net interest income,2,,,1738.0,,,,,,$MM,9,Financial Results,Q2_2023,2023-07-14
Noninterest revenue,3,,,1980.0,,,,,,$MM,9,Financial Results,Q2_2023,2023-07-14
Expense,4,,,1152.0,,,,,,$MM,9,Financial Results,Q2_2023,2023-07-14
Credit costs,5,,,-243.0,,,,,,$MM,9,Financial Results,Q2_2023,2023-07-14
Net income/(loss),6,,,2640.0,,,,,,$MM,9,Financial Results,Q2_2023,2023-07-14
