bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Third,GLENN SCHORR,OTHER,"Okay. Thanks for all that, Mark. Just one quickie On your partnership with Apollo, very
interesting and in line with a lot of other things we've seen. Curious on how you thought about going with
one specific partner versus a group and then more importantly, are there other parts of the franchise that
could benefit with stronger ties to private markets, I'm thinking specifically in the asset-backed world.
Appreciate it. Thank you.",72,7,11,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"So we're delighted to partner with Apollo because what this does is it's uniting our
comprehensive banking reach and expertise together and it's enabling us to offer our clients more innovative
and tailored financing solutions. There will be some other partners involved in this as well. Mubadala is
another participant in this.
And when we look at this, it's very, very beneficial for our clients. We're always looking at how we can best
serve our clients, give them the most options and this platform enhances corporate and sponsor clients
access to the private lending capital pool at real scale in $25 billion is a very sizable partnership here and it
provides funding certainty and strategic transactions.
It's exclusive for LBOs, non-investment grade in the US. The US is obviously the bulk of the private credit
market, it’s the behemoth globally. It would be great to see that market developing in Europe and it wouldn't
surprise me to see us doing more partnerships and other pieces going forward.",167,7,12,0.6,general_discussion
Citigroup,Third,OPERATOR,MODERATOR,"Our next question will come from Ebrahim Poonawala with Bank of America. Your line is now
open. Please go ahead.",20,7,13,0.6,qa_session
Citigroup,Third,EBRAHIM POONAWALA,OTHER,"Good morning. I guess maybe, Mark, for you, like looking at slide 7 on NII, and
maybe we can break it down into Markets and ex-Markets. In the ex-Markets NII, $11.96 billion this quarter,
based on what you've said, the back book repricing, deposit flex, is it safe to conclude that the ex-Markets
NII bottomed in 2Q 2024? And I noticed the securities yield actually went lower, 7 bps quarter-over-quarter.
So was there something one-off that impacted the yield this quarter relative to the expectations you outlined
earlier?",88,7,14,0.6,opening_remarks
Citigroup,Third,MARK MASON,OTHER,"So when you look at slide 7, you got a couple of things playing through. So your point around
the low number, the low print, $11.46 billion in the second quarter, that really is a combination relative to first
quarter of FX translation, some seasonally lower card balances, and lower interest payments in Argentina
playing through that sequential 1Q to 2Q.
The third quarter, as I mentioned earlier, is really a by-product of volumes on the lending side and spreads,
deposit spreads in Services and Wealth and I think that I've already given kind of the guide for the fourth
quarter where that is likely to be flat. But I think it's important to just remind everyone of the headwinds and
tailwinds that play through this NII line. And from a tailwind point of view, I would expect to see continued
volume from loans, USPB in particular but also Services and we're talking ex-Markets, so Services. I'd also
expect to see continued benefit from the reinvestment of securities at higher yields and then we're actively
managing beta as it relates to with our clients and if you think about kind of what we saw in the uptick of
rates, we're actively managing that on the down tick as it relates to our institutional clients.
I think the other point here is let's not forget that our interest rate sensitivity skews more towards non-US
and so a lot of what we think about and talk about tends to be how US rates move and the betas around that.
We're still going to have a bit of beta catch-up outside of the US and so that's one of the headwinds there as
well as the Legacy Franchise exits.
So you've got this long-winded way of saying, I do expect flat into the fourth quarter. I'm not going to give
guidance for 2025. But what I will say is to keep the growth momentum to get to our medium-term targets,
that's 4% to 5% of a CAGR and that's going to be a combination of NII and NIR but skewing NIR. And I want
to point that out because the third quarter and the year-to-date numbers that you see in our performance
Copyright © 2024 Citigroup Inc. 7",375,7,15,0.6,guidance
Citigroup,Third,EBRAHIM POONAWALA,OTHER,"That's helpful. And agreed on the fee momentum. Just one quick on the Wealth
segment. We've seen a considerable progress year-to-date in terms of going from zero ROE to about 8.5%
RoTCE, significant operating leverage. I think I heard Jane say that momentum should continue. Is it fair to
assume that RoTCE remains, like Wealth remains a positive story as we think about how Citi's ROE continues
to improve from here as we get towards the target? Any color on the Wealth side would be helpful. Thank
you.",88,8,16,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"Yes, I agree with you. I think we're all very pleased to see the progress on the strategy we laid
out at Investor Day. The Wealth target we have in the medium term is 15% to 20% and with that a 25% to
30% operating margin and we're making steady progress there. I think the first piece was putting the pieces
of the global wealth organization together and now we're focused on positioning for growth and reshaping
the business to deliver the returns that we all expect.
A very important part of that is shifting our mix by growing investments. We had 24% growth in client
investment assets this quarter. I would call that a good start to realizing the potential that we have here. And
at the same time, Andy continues to right-size our expense base and drive productivity. Our advisor
productivity increased over 50% in Citigold North America. So a number of different areas that he's focused
on so that we can continue to grow the investment space including some important new talent that we've
been bringing in that I'm sure you've noticed.",185,8,17,0.6,guidance
Citigroup,Third,OPERATOR,MODERATOR,"Our next question will come from Mike Mayo with Wells Fargo. Your line is now open. Please go
ahead.",19,8,18,0.6,qa_session
Citigroup,Third,MIKE MAYO,OTHER,"Hi. What assurance can you give that Citi can both meet its 2026 expense guide, the $51 billion
to $53 billion and I note the year-to-date run rate implies $54 billion. So getting from that $54 billion run
rate down to the $51 billion to $53 billion by 2026 and meet its regulatory targets. In other words, assurance
that Citi can both walk and chew gum at the same time. And I guess I'd highlight as you know, on October 2
Senator Warren asked the OCC to impose growth restrictions because Citi is ""too big to manage."" I would
assume you don't agree with that, but still the question that a lot of people have is what assurances can you
give that an asset cap won't happen at Citigroup? Thanks.",130,8,19,0.6,opening_remarks
Citigroup,Third,MARK MASON,OTHER,"Thanks, Mike. So why don't I start with your expense question and I'm sure Jane will chime
in on some of the other parts of your question. So, look, we put out medium term targets of $51 billion to $53
billion in 2026, revenue dependent, of course, and that's consistent with the target we gave of less than 60%
efficiency ratio. And we've got a target this year as you know on the high end of $53.8 billion [ex-FDIC special
assessment and Civil Money Penalties]. And so we've got to get from $53.8 billion down to $51 billion to $53
billion by 2026. I'm not giving guidance for 2025 but you can expect that that will likely glide down to that
number.
What's driving the reduction? So we've talked before about $1.5 billion in savings largely related to the
restructuring and driving down headcount reduction associated with that. We talked about another $500
million to $1 billion related to expense reductions from eliminating stranded cost as we continue to exit.
We're out of nine of these consumer countries already. And we talk about starting to see efficiencies and
benefits from the investments and the transformation and technology towards the end of 2026. And those
are the three drivers that are important for us to continue to realize between now and 2026.
Will there be headwinds? Yes. There will be, the transformation is a multiyear process. We're also investing
in risk controls and regulatory spend to support improving our operations. Of course, there will be headwinds
but there will also be things that we shift away from. There will be tailwinds associated with it. Jane
mentioned some of the productivity efforts that both Andy as well as Vis are pushing on. You look across
these businesses and you see positive operating leverage across the board. So that means that Andy Morton
Copyright © 2024 Citigroup Inc. 8",316,8,20,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"And, Mike, let me pick up on part of the second part of the question in terms of the progress
on the transformation. As you know, and as Mark's talked to you about, the transformation reverses historic
underinvestment in Citi's infrastructure. It enhances our risk and control environment. And it's a strategic
overhaul as we've talked about that goes well beyond the consent order to simplify and to strengthen Citi to
the benefit of all of the stakeholders we have.
We are already a very different Citi today. We've made enormous change over the past three years,
dramatically simpler business model, significant org change so we align our structure to that model. We now
have a flatter organization with greater accountability and as Mark talked about through the investments in
our transformation, we're focused on simplifying our operational model, modernizing our infrastructure risk
and controls and all of that reduces risk as we go.
We're well on the way in executing the transformation plans. We've made meaningful progress as was
acknowledged publicly by one of our regulators and it's a wide range book of work. We've made significant
strides in areas such as risk management, compliance and accountability and that's well beyond the big
bodies of work about consolidating our platforms. So we had 1,250 retired since 2022 as Mark mentioned.
Other areas of progress, enhance our stress testing capabilities, they're faster, more frequent, more precise
assessments. We put in place new target operating models for wholesale credit risk, enterprise risk, price risk
firm wide. A huge body of work reducing risk and high risk processes such as payments and Markets through
systemic preventative controls. We've been implementing the XiNG platform, this is the strategic cloud
solution for market risk analytics. Values trades on demand and at scale. And we've embedded risk and
controls into our performance management framework and tied that to compensation for the full firm. So
these are just giving you a flavor of these big body of work that we are executing and getting done.
I was very pleased that we closed the FRB, AML/BSA consent order particularly given heightened risk and
scrutiny in this area. That is the third consent order we've closed since 2021 and we've been very transparent.
Where there are areas in which our execution is delayed against our original timelines as is the case with our
data work. We take a step back, determine what we need to change in those areas and get back on track and
make relevant tech and people investments. So I feel very confident about the strategy we've laid out for the
firm, the deliberate path we're on, the huge progress we've already made, and that we will continue making
with determination and with clarity going forward.",461,9,21,0.6,qa_session
Citigroup,Third,MIKE MAYO,OTHER,"So, just one follow-up. When, and you do have the amended consent order that's not new
anymore, but is this a problem with your dealing with clients or is this an issue with giving the regulators the
information that they need? And just again, you don't, just to confirm, you don't have an asset cap now, is it
fair to assume that you don't expect an asset cap any time soon or could you have an asset cap and we don't
even know about that? Thanks.",86,9,22,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"We don't have any problems dealing with our clients, quite the opposite. We're a source of
strength for our clients in terms of the provision of their payments businesses, their trading businesses, their
consumer credit businesses, all across the board. So I would say quite the opposite. We are a source of
tremendous strength for them and you see that in the results of this quarter which were very pleasing across
the board in every single one of our businesses.
We are working closely with our regulators. We incorporate their feedback as well as our own lessons learned.
If we fall behind in an element of the consent orders but do understand the breadth of the consent order
work as I laid out and the meaningful progress we're making across multiple areas, and when we fall behind
in an area we increase the investments needed and look at any lessons learned in the approach and address
it. So I feel very comfortable.",162,9,23,0.6,general_discussion
Citigroup,Third,MARK MASON,OTHER,"So again, we don't have – we're not talking about issues as it relates to client information,
Copyright © 2024 Citigroup Inc. 9",23,9,24,0.6,general_discussion
Citigroup,Third,OPERATOR,MODERATOR,"Our next question will come from Jim Mitchell with Seaport Global. Your line is now open. Please
go ahead.",19,10,25,0.6,qa_session
Citigroup,Third,JIM MITCHELL,OTHER,"Hey, good morning. Mark, consensus expectations, and it's just another expense question in
a different way. But consensus has you not hitting your revenue growth targets and you're certainly free to
disagree and I think that's fine. But they also have your expenses at the high end of your $51 billion to $53
billion range in 2026. I guess, does that make sense or do you feel confident that if revenues do sort of
disappoint your targets that you could come in at the – you should or can come in at the lower end of that
range to help get to your RoTCE target.",105,10,26,0.6,opening_remarks
Citigroup,Third,MARK MASON,OTHER,"Yeah. So, let's take it in pieces. So I think – the first thing is that, I think Jane and I have been
very consistent with trying to give guidance on full year performance for the past couple years and we've
largely actually delivered on that guidance. If you look at the top line growth since Investor Day, it's largely
consistent with what we talked about in the medium term. If you look at the expense guidance that we've
given, largely consistent with that including this year. Even as I look at the $80 billion to $81 billion revenue
guidance we gave for the year, and you look at the $60.6 billion that we've done year-to-date, and you think
about what we have to deliver in order to hit that target, that is achievable particularly when you remember
that we had a large Argentina devaluation last year. That fee momentum required in the fourth quarter is very
achievable and we believe that we will obviously hit the high end of the [expense] range for 2024.
As I think about that outer year period and the guidance that we gave there, look, you all want proof points
before you actually believe that we can deliver on that medium term target. I'm pointing you to proof points.
I'm hopeful that as you see those proof points through 2024, full year and each of the quarters, that you will
start to believe in that revenue momentum that's required in the medium term. The fee revenue is a very good
indicator. What we delivered this year and this quarter is a very good indicator of the momentum we should
see across these businesses in the next couple years.
I also hope that you would then see that as we deliver on the expense target that we have a path to continuing
to deliver on the medium-term expense target, the drivers of which I mentioned earlier. Yes, if revenues come
in short of the target that we've set for ourselves, you would naturally expect for the volume and transaction
related expenses and compensation expenses to come down in a commensurate way with that revenue
decline and you would also expect that we would look to see if there are other productivity opportunities that
we can tease out in order to still deliver on that operating efficiency target that we've set for ourselves.",397,10,27,0.6,financial_results
