bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,First,JANE FRASER,OTHER,"Thank you, Mike, for the question. The simplification that we've just gone through, it is what
we said it is. It is the most consequential set of changes, not only to the organization model that we have but
how we run the bank. It's aligned the structure with the strategy. It's simplified the bank. It's eliminated
needless complexity. It's created greater transparency into the five businesses and their performance as you
can see. It's increased accountability. And very simply, it's just easier for our people to focus on our clients,
but also getting things done and the execution that we have ahead of us.
So maybe if I try and bring this a bit more alive, the first thing we did was we elevated the five businesses and
that eliminated the ICG and PBWM layer, and we brought all the elements that the businesses needed to run
end-to-end under the direct management of those five business heads, an example being operations. It's
enabled transparency, greater accountability, and this end-to-end and total P&L focus, so focus on the
bottom line and the returns driving growth, expense discipline, etcetera.
We also right-placed businesses to align with the strategy, so Banking all being under one umbrella, the
Investment Bank, the Corporate Bank, Commercial Bank, really helping us drive synergies there. Putting F&S
and Securitization into Markets, so that we have a unified spread product there, also beginning to see the
benefits of that this quarter.
So that's an example in the businesses, but I do want to highlight a couple of other areas around this change.
Copyright © 2024 Citigroup Inc. 7",269,7,11,0.6,opening_remarks
Citigroup,First,OPERATOR,MODERATOR,Our next question is from Glenn Schorr at Evercore. Your line is open. Please go ahead.,16,8,12,0.6,qa_session
Citigroup,First,GLENN SCHORR,OTHER,"Thanks very much. So I think it shows how much you've helped us see the simpler
organization. I think people have totally bought into the expense story, so a lot of credit to you guys. I think
where I, personally, and others still have questions on is on the revenue side and getting to those 4% to 5%
medium-term targets.
So, could you take us just conceptually where we're going to where you think you'll drive that growth from,
from this baseline where we're at now? And if you want, you can totally use my second question in there and
tell us what good things you're doing inside the Investment Banking line.",112,8,13,0.6,opening_remarks
Citigroup,First,JANE FRASER,OTHER,"You snuck that one in, Glenn. So I'll kick off with some of this, pass it to Mark and then I'll
come back to Banking. So look, we are laser-focused on the growth and improving the returns of these
businesses to where they should and will be in the medium term, and it's not just the growth story, but let
me anchor it in those medium-term return targets.
In Services, we want to continue around the mid-20s in RoTCE. Banking should be getting to around 15%.
Markets 10% to 13%, so we'd like to see it at the higher end of that range. USPB getting that back to the mid-
teens and then moving on to the high-teens in the medium term. And then lastly, as Andy and Mark have
talked about, getting Wealth to a 15% to 20% return in the medium term, but the goal is to the mid-20s in
Copyright © 2024 Citigroup Inc. 8",158,8,14,0.6,general_discussion
Citigroup,First,MARK MASON,OTHER,"Sure. And good morning, Glenn, and we appreciate the acknowledgment around the
expenses. As you know, we've been quite focused on that and working hard to ensure that we deliver on what
we say we're going to do there.
I'd point on the revenue line, I'd first point to, if you look back, since Investor Day, we've in fact been able to
deliver on the guidance that we've given for the medium term, so that 4% to 5% top line growth. And, yes, it
was a different rate environment, but that growth that we delivered over the past couple of years has been a
mix of both revenue and underlying business strength.
As you think about the guidance we talked about for this year, we talked about the NII ex-Markets being
down modestly. And so what that means is that the momentum and the growth that we expect is going to
come from the non-interest revenue. And I think this quarter is a good example of where and how that's likely
to play through, so the revenue top line being up 3-plus percent, but when you look through each of the
businesses, and if you look on each of the pages where we disclose the revenue, you can see the underlying
NIR growth in the bottom left hand corner of each of those pages, that's coming through as well. So Services
up 14% with growth in both TTS, between cross-border, clearing, commercial cards, but also and Securities
Services, right, with the growth that we're seeing from continued momentum in assets under custody. We
expect that trend to continue with existing clients and new clients as well as how we do more with our
commercial market commercial middle market business, excuse me. So NIR growth there.
The Investment Banking piece is the other driver of fees. We're seeing that wallet start to rebound. We're part
of that rebound. The announced transactions, we're part of those in sectors that we've been investing in.
We're bringing in new talent to help us realize and experience that.
And even in Wealth, where we're not pleased with the top line performance this quarter of down 4%. When
you look through that, we do have good underlying NIR1 growth in the quarter in Wealth and that's up 11%
year-over-year and it's in the area that Andy and the team is leaning in on which is investments and not just
in one region, but across all the regions.
And then finally, the USPB piece which is showing good NIR1 growth as well, so the long and short of it is that
the 4% growth that's implied in $80 billion to $81 billion is going to be continued momentum, largely in fees,
helping us to deliver for our clients and make continued progress towards that medium-term target.",469,9,15,0.6,opening_remarks
Citigroup,First,JANE FRASER,OTHER,"So let me pick up, I'm sure Jenn Landis will give us the evil eye for sneaking in a second
question there, Glenn, but let me pick up on Banking and what's going on there. So we have a very clear
strategy that we've been executing over the last couple of years, really to lay the foundation for growth in
Banking.
North America is our key priority. It's the biggest contributor to the global IB wallet. Tech, healthcare and
industrials are likely to constitute over 50% of the fee wallet going forward. So we have better aligned our
resources to position the franchise for this. Defending areas of traditional strength in industrials and the like,
energy, whilst investing in high-growth sectors such as healthcare and technology with some strong talent.
Copyright © 2024 Citigroup Inc. 9",136,9,16,0.6,qa_session
Citigroup,First,OPERATOR,MODERATOR,Our next question is from Betsy Graseck at Morgan Stanley. Your line is open. Please go ahead.,17,10,17,0.6,qa_session
Citigroup,First,BETSY GRASECK,OTHER,"Hi. Good morning or yes, we're almost pinging into the afternoon here.",12,10,18,0.6,opening_remarks
Citigroup,First,BETSY GRASECK,OTHER,"I guess a couple of questions. Well, so I know we talked through the Institutional
Securities business already on moving that expense ratio a little bit. Could we dig in a little bit on the Wealth
side, because the expense ratio there is running a little higher, and so, it'd be useful just to understand the
pace or speed or timeframe when we should expect to see that start to inflect.",71,10,19,0.6,guidance
Citigroup,First,JANE FRASER,OTHER,"Yes, absolutely. And some of it, just as a reminder, the actions that we've been taking on org
simplification and that Andy has also been taking in the Wealth business. We will work through notice
periods in the coming weeks. And so, you'll start you'll see the impact coming through in our head count
numbers, and in Wealth, in the expense base next quarter. Look, as Mark said in his opening and Andy has
been talking about, this should be a sort of up to a 30% pre-tax margin business.
Andy is focused on rationalizing the expense base. He's also, as Mark said, turning on the growth engine. He's
enhancing our platforms and capabilities to elevate the client experience. The heart of the opportunity for us
lies with our existing clients. They are an extraordinary client base, but they're underpenetrated. So, a lot of
the operating efficiency is frankly going to be is going to come on the revenue side here. That said, Andy's
taken a number of pretty decisive moves this quarter on the expense side.
Mark, let me toss it over to you.",185,10,20,0.6,financial_results
Citigroup,First,MARK MASON,OTHER,"Yes. I mean, look, I think that the quarter expenses that you see of growth of 3% is not yet
reflective of the work that Andy has been steadfast at. There is still some investment in there in technology
Copyright © 2024 Citigroup Inc. 10",45,10,21,0.6,general_discussion
Citigroup,First,OPERATOR,MODERATOR,Our next question is from Jim Mitchell at Seaport Global. Your line is open. Please go ahead.,17,11,22,0.6,qa_session
Citigroup,First,JIM MITCHELL,OTHER,"Okay. Good morning. Jane and Mark, I very much appreciate the comments on your growth
opportunities and driving growth. But revenues are often dictated by the macro that is a little bit out of your
control. So, can you talk a little bit about the flexibility on the expenses? You have a range in 2026 of $51
billion to $53 billion. So, if revenues are coming in below the targets, is it, I guess, A, fair to assume you'd be
at the very low-end of that range or is and I think there is some revenue growth built in there. So, is there
some flexibility to the downside to try to get to your targets in a tougher revenue environment? Thanks.",121,11,23,0.6,opening_remarks
Citigroup,First,MARK MASON,OTHER,"Yeah. Look, the top line growth, as you've heard us say, is a CAGR of 4% to 5%. We've put
that target out there of $51 billion to $53 billion as a range of what we're working towards. We've given you a
good sense of how we expect to get there with the $2 billion to $2.5 billion reduction by then. We've already
signaled $1.5 billion that's in front of us.
The reality is that if there's softness in revenues, that's why we have a range, obviously, the volume-related
expenses would come down with any softness in revenue. And depending on the drivers of why that revenue
is softening, we'd look at the investments that we're making across the business and make sure that those
are appropriately calibrated for where we are in the cycle and what we're seeing on the top line.
With that said, we've got to continue to invest in the Transformation. We're not going to compromise that.
That's going to be something that we have to spend on to ensure we continue to get right. But that's kind of
how the dynamic works. There's a top we've got a mix of businesses that I think we've demonstrated
resiliency around if you think about the past couple of years, and we expect for those to continue to drive
some top line momentum. But we've got levers in case they don't.",233,11,24,0.6,financial_results
Citigroup,First,OPERATOR,MODERATOR,"Our next question is from Ebrahim Poonawala at Bank of America. Your line is open. Please go
ahead.",18,11,25,0.6,qa_session
Citigroup,First,EBRAHIM POONAWALA,OTHER,"Thank you. I guess just one question, Mark, around capital. So, you talked about
$13 billion over the reg minimum. Like you could easily be doing 2x the buyback you did in one quarter, if not
more. I know you don't like to talk about out-quarters, but give us a sense of the case this quarter. Should
we expect the pace of buybacks to increase? And if you could provide additional color as we think about the
rest of the year would be greatly appreciated. Thank you.",87,11,26,0.6,opening_remarks
Citigroup,First,MARK MASON,OTHER,"Sure. Look, you know and I've said it repeatedly, Jane has said it repeatedly, given where we
trade, we think buying back is smart and we'd like to do as much as we possibly can and as much as makes
Copyright © 2024 Citigroup Inc. 11",46,11,27,0.6,general_discussion
Citigroup,First,OPERATOR,MODERATOR,Our next question is from Erika Najarian at UBS. Please unmute your line and ask your question.,17,12,28,0.6,qa_session
Citigroup,First,ERIKA NAJARIAN,OTHER,"Hi. Good afternoon. So, clearly, the theme of this that's emerging on the Q&A is a healthy
skepticism about the revenue targets in line with the in light of the expense declines, which is not really us
analysts, we're sort of a little bit parroting what we're hearing from long-only investors that haven't yet
jumped into the stock. So, to that end, I guess I'm going to ask Ebrahim's question differently, and then ask
a question about card late fees.
How are you balancing clearly, your valuation would demand that the buybacks be ramped up from $500
million. But growing revenues at a 4% to 5% CAGR would mean potentially some capital plowed back into
the business. I guess how are you balancing that, especially given that the demand for buyback is louder at
Citi than any other money center peer? And could you give us a sense of what card late fees are and how that
would impact the $80 billion to $81 billion for the year if we do get an earlier implementation than October?",177,12,29,0.6,opening_remarks
Citigroup,First,MARK MASON,OTHER,"Yeah. Thank you, Erika. On the first part of the question, I'd just remind you and everyone
else that we're playing for the long-term here, right. So, we have set some medium-term targets. Obviously,
Jane has recasted the vision and the strategy. I think we're making very good progress against that, but we're
playing for the long-term. And what that means is that we have to continue to invest in the franchise.
It's why I've given you a range around the expenses, at least in part. It's why I've continued to stress the
importance of protecting the Transformation and risk and control spend. And it's why I started the answer
to Ebrahim's question by saying that we want to be sure that we can match the client demand out there,
where the returns to do so makes sense. And so, we are having to balance kind of the use of capital and other
resources against that longer term strategic objective and utilize it where it makes sense and generates good
returns against the idea of returning that to shareholders.
And so, we'll continue to do that. It's an everyday assessment. It's an everyday discussion with the teams.
Frankly, it's why things like the revenue sharing has been put in place to intensify the discussion around the
clients that we're using balance sheet with and ensuring that we're driving broader revenues across the
platform. And so, that's kind of how we're operating in terms of making that trade-off on a regular basis, in
addition to obviously the broader regulatory environment that we're in.
In terms of the second part of your question around late fees, we haven't disclosed kind of the dollar amount
of the late fees. What I would say is that we did and have factored that into the $80 billion to $81 billion. And
the only thing I'd add to that is it did kind of it's being implemented a bit earlier than what we had assumed.
But again, it's inside of the range of the guidance that I've given you for top line revenue for the year.",350,12,30,0.6,opening_remarks
Citigroup,First,JANE FRASER,OTHER,"s a reminder, 85% of our two card portfolios are prime, and in CRS, where you
tend to see some of the lower income households, we do have that the economics of the fee change will be
shared with our partners in CRS. So, we want our customers to pay on time. We have a number of
Copyright © 2024 Citigroup Inc. 12",63,12,31,0.6,financial_results
Citigroup,First,OPERATOR,MODERATOR,"Our next question is from John McDonald at Autonomous Research. Your line is open. Please go
ahead.",17,13,32,0.6,qa_session
Citigroup,First,JOHN MCDONALD,OTHER,"Thanks. Mark, I was hoping you'd give a little more color on how you're feeling about the
credit card charge-offs. You maintained the outlook for the year. You mentioned the higher end on Retail
Services. Do you still feel like you'll see a peak this year? And what kind of metrics are you looking at in terms
of delinquency formation and seasoning to inform that view that you might see the peak in card charge-offs
this year?",77,13,33,0.6,opening_remarks
