bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Second,GLENN SCHORR,OTHER,"So, I'm very curious on the whole revenue to RWA topic, especially with some of the
changes coming in. So maybe you could give a little more color on -- let's take, for instance, the further
reduction in subscription credit facilities. I think I read somewhere that was like an $80 billion book down to
$20 billion. You can correct that if that's wrong. But just usually, those things are big important clients that
have relationship lending, things attached to them. So, I'm curious on how you balance the capital benefit,
the clear capital benefit, versus client impact and how you think about that? Are there other blocks of
business that are in motion right now?",116,8,11,0.6,financial_results
Citigroup,Second,MARK MASON,OTHER,"Thanks Glenn and good morning, and thanks for the question. Look, a couple of points on
that. One is we've been very focused on the revenue to RWA metric in our Markets business in the ICG more
broadly as well. And we've made considerable progress on that. And that's important because how we use
the balance sheet and ensuring that we're optimizing the use of the balance sheet contributes to how we
improve returns over time.
You're right to point out the subscription facility, credit facility, lending that we do. We brought that down
pretty significantly. The numbers you highlight are a lot higher than the portfolio. But what's important here
is that as we look at that, we look at a couple of things. So, one, the nature of relationship and whether clients
are taking advantage of the breadth of what we have to offer. Two, the profitability and returns associated
with the product to the extent that it is in a broader relationship, and where those returns are low, subpar,
and the prospect for doing more has proven to be fruitless, we take it down. And that's what we've done with
a large part of that book, just as we juxtapose it against other opportunities to use balance sheet where
clients are taking advantage of the broader franchise and therefore, are generating higher returns.
And we're going to continue to do that. We've done that to drive the revenue to RWA metric. We've done it
selectively on pieces of the portfolio like SCF. We've also looked at our broader corporate lending portfolio
and where those promises for higher relationship returns aren't manifesting themselves, we've not renewed
those loans. And as we think about pending regulatory changes, proactively making these efforts becomes
critically important. When I look back on the activity that we've done over the past couple of years, we've
reduced RWA by approximately $120 billion over the last 2 years, and about 75% of that is predominantly
driven by balance sheet optimization and looking at client activity that has low margin business. And so, this
is important for us to do and to keep doing.",358,8,12,0.6,opening_remarks
Citigroup,Second,GLENN SCHORR,OTHER,"I appreciate that, Mark. Maybe just a quick follow-up. On NII, I asked this last quarter too.
And your first half annualized ex-Markets is running about $1.5 billion ahead of the guide. Is that just
Copyright © 2023 Citigroup Inc. 8",41,8,13,0.6,qa_session
Citigroup,Second,MARK MASON,OTHER,"Thanks, Glenn. We did take guidance up to slightly above $46 billion from the $45 billion. I
guess there are a couple of things ex-Markets, of course. There are a couple of things to think
about in terms of headwinds and tailwinds that play through there. One is you've heard me mention before
that we've reached terminal betas in the U.S. Two, deposit volumes and the shift mix as we see consumers
kind of move into higher-returning type, higher-yielding type products. And three, really the wind-downs
and the exits and the reduction that they will play out in terms of NII. So those are kind of 3 headwinds as we
think about the forecast and the balance of year. There are obviously some potential tailwinds that play to
the other side, including rate movements in non-U.S. dollar as well as Card volume growth. And as we look
at those headwinds and tailwinds, our current read is to take it up, but $46 billion or slightly above that feels
like the right level in the context of total revenues at $78 billion to $79 billion.",184,9,14,0.6,opening_remarks
Citigroup,Second,OPERATOR,MODERATOR,And our next question comes from Jim Mitchell with Seaport Global Securities.,12,9,15,0.6,qa_session
Citigroup,Second,JIM MITCHELL,OTHER,"Maybe just getting on the expense side. You're keeping Mexico until 2025 now at the earliest.
So that will be on the books longer. How do we think about that bend the curve discussion? And maybe
specifically, you can help us think about bending the curve for the non-legacy businesses. Do we start to see
is the fourth quarter just a slowing or quarterly decline? Is it a year-over-year kind of a discussion? I just want
to make sure I understand the whole bend the curve notion and how to think about that.",93,9,16,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"Thank you. Let me take that. I'd say a couple of things. So, one, I'd reiterate the expense
guidance that we've given for the full year. So that's the roughly $54 billion ex-divestitures, or the impact of
divestitures, ex-any impact from FDIC special assessment. Two, as we think about bending the curve, I look
into 2024 and we're looking to bring the absolute expense dollars down from Q3 to Q4. So that bending of
the curve will occur. It will occur despite having Mexico still part of the franchise. And obviously still having
Mexico impacts the magnitude of the bend, but it will bend Q3 to Q4.
And then beyond that and through the medium term, we will see the curve continue to bend. Again, Mexico
impacts the magnitude of the bend, but we're very, very focused on bringing our costs down and bending
that curve. And you've heard us reference the aspects or the elements of our business that help contribute
to that, not the least of which are the exits, one of which is Mexico, and you referenced the timing there, but
also the benefits from investments that we've been making in transformation and risk controls and shifting
from manual processes to technology-enabled ones.
And then the final one is around simplifying our organization. And you heard in Jane's prepared remarks, as
we continue to make progress on these exits, it opens up the opportunity for us to lean more heavily into that
simplification. So, we are focused on not only the guidance, but the bending of the curve as you point out
and looking forward to delivering that and taking actions to ensure we do.",278,9,17,0.6,opening_remarks
Citigroup,Second,JIM MITCHELL,OTHER,"So just as a follow-up, is the way to think about sort of 2025 and beyond as you get through
a lot the automation on the sort of the non-legacy businesses and start to get much more efficient there. Is
there an absolute expense decline story in the core business? Or is that more that you need the top line
growth to get the improved returns?",66,9,18,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"Again, it's going to be a combination of continuing to bend the curve and bring our expenses
down. Obviously, we've given you guidance on operating efficiency of less than 60%, which will be some of
that top line growth, but it's the combination of the two.",46,9,19,0.6,guidance
Citigroup,Second,OPERATOR,MODERATOR,"And our next question comes from Betsy Graseck with Morgan Stanley.
Copyright © 2023 Citigroup Inc. 9",17,9,20,0.6,qa_session
Citigroup,Second,BETSY GRASECK,OTHER,"I just wanted to confirm on the CET1. You know you have the 100-basis point buffer on
top of regulatory minimums. So that would suggest that the 13.3% that you got this quarter is in-line with
where you're planning on holding it going forward, is that fair?",47,10,21,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"So, you're right, we hit 13.3% this quarter, down a tad bit from the 13.4% last quarter.
Effective October 1, the 4.3% SCB comes into play. And so that would equate to, assuming the 100-basis
point management buffer, a 12.3% regulatory requirement and a 13.3% kind of target that we would manage
to.
I'd highlight a couple of things that I'm sure are obvious to you, Betsy. One is this is the stress capital buffer
for the 12-month period starting October 1. And two is the strategy that we've described and talked about
and have started to execute against is intentionally designed to help morph the business towards a more
steady, predictable, consistent stream of revenues, fee revenue growth as well bring our expenses down over
time, and exit these markets, and those things should contribute to reducing our stress capital buffer over
time and improving our returns. But the answer to your question very directly is, yes, the 13.3% would reflect
where we'd be targeting as of October 1 for now.",172,10,22,0.6,financial_results
Citigroup,Second,BETSY GRASECK,OTHER,"And since you mentioned you're evaluating buybacks quarter-by-quarter. I guess the
question here is, how should I think about that relative to, we get Basel endgame coming out soon because
clearly, when youre at 13.3% against the new reg cap SCB, you know it signals a bigger opportunity for
buybacks over the coming quarters. So how should I think about that?",61,10,23,0.6,qa_session
Citigroup,Second,JANE FRASER,OTHER,"I think that consistent with what we've been talking about, there's a lot of uncertainty out
there about the new capital requirements, both in terms of the nature of them and the timing of
implementation. I think the industry is expecting to get more clarity about that with the comment period that
will be coming up.
Plus, it's a fairly uncertain macroeconomic environment at the moment, so both Mark and I feel it's prudent
to continue making that assessment until some of this uncertainty is clarified as to what precisely do.
You should take confidence that we're at the levels, including the management buffer that we expect to be
for the rest of the year. We've proven a good case of being able to build capital that's for sure over the last 2
years. And you take comfort as well we increased the dividend, we had $2 billion of capital returned last
quarter, so our intentions are clear to return capital where we can, but also to be prudent in how we do so,
given environment and current regulatory uncertainty.",180,10,24,0.6,guidance
Citigroup,Second,OPERATOR,MODERATOR,Our next question comes from Mike Mayo with Wells Fargo.,10,10,25,0.6,qa_session
Citigroup,Second,MIKE MAYO,OTHER,"One negative question, one positive question. So, on the negative side, you talked about
bending the cost curve, but I think second quarter year-over-year, it's bending the wrong way, and 6 quarters
from now, you're saying it should bend the other way. So, what are we not seeing in the financials that gives
you such confidence? Because it seems, based on this quarter's results, a little bit more of a trust me story.
And on the positive side, TTS, continued double-digit growth, you continue to invest more in that business,
how are you monetizing greater money in motion among your multinational and other clients?",104,10,26,0.6,qa_session
Citigroup,Second,JANE FRASER,OTHER,"Thanks Mike, I'll kick it off and then send it back to Mark. In terms of the expense side, I think
we've been very transparent about the arc of our investment spend related both to the transformation and
beyond. We'll continue to give you that transparency, Mike. Note last year, we hit our expense guidance. This
year, we're on track for the guidance of roughly the $54 billion, ex-FDIC and divestitures and looking forward,
we continue to guide what are the 3 levers that will drive the reduction in the expense curve starting at the
end of '24. It's from exits and I think you've got a clear sense around the progress that we have been making
on the divestitures.
Copyright © 2023 Citigroup Inc. 10",126,10,27,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"n the expense side, and then you may want to touch on the TTS, but
the only add on the expense side is, we are taking repositioning charges, Mike. I mean we're not sitting still
as we go through this uncertain period of time where wallets across certain parts of the industry are under
significant pressure. And in taking those repositioning charges, there are going to be expense reductions that
ultimately play out over the next 12-month period. So that's the other factor in addition to what Jane
mentioned in the way of exits and benefits from the transformation that will play into the cost base over the
next 12 months.",111,11,28,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"And then on TTS, I think we all share your enthusiasm for this business in terms of the growth
potential that we've been realizing and expect to continue, albeit converging now to the medium-term
guidance over the next few quarters where we see it's a high to medium single-digit growth going forward.
It's a very high-returning business and some of the indicators of how we're monetizing those relationships.
We're seeing it both in terms of new client wins, they were up 41% this quarter. We have a sustained win-loss
ratio of 80% on the new deals across different client segments. We're also seeing growth that's starting to
really kick in from our commercial bank and the expansion of clients in the middle market around the world
as we grow out that franchise.
And we've got some very good fee-growth, which as Mark points out, and I point out all the time, we're very
focused around, so cross-border up 11% U.S. dollar clearing up 6%, commercial cards up 15%, etc.. And we
continue to invest in the business as well, so to make sure that 80%-win ratio continues. So, first bank to
launch 24/7, 365 dollar clearing, U.S. dollar clearing. We've got the instant payments platform we just
launched for e-commerce clients. We have Payments Express that is now live in the U.S., on track for 5
markets by the year-end. So, it's a story of innovation investment, it's got great returns. It's a
good growth story, and it just, it keeps on going.
And I don't want to diminish Securities Services in there either. It's another business that's, similarly,
continuing to see significant client wins, up 65% versus last year as well. And a lot of our strategy there has
been focused on gaining share with the asset managers in North America. Couple of years ago, we're down
at 2.6% share. We're up about 4.3%. Our target is about 5.5% there in 2025 in that key growth area. I know
there's a lot to like here too.",337,11,29,0.6,guidance
Citigroup,Second,OPERATOR,MODERATOR,And our next question comes from Erika Najarian with UBS.,10,11,30,0.6,qa_session
Citigroup,Second,ERIKA NAJARIAN,OTHER,"So, I apologize having to ask the expense question again, but I think it's just very
important because there's really two potential long-only investment thesis on Citi, right? One is the buyback
given your tangible book values at $85 and the and the stock at $46 other is the spending the curve on
expenses. So let me just ask Jim's question another way. In looking back to 2017, and I'm just looking at 2017
because I can break out legacy and core that way. And fast forward to 2022, you produced revenues ex
Legacy Franchises about $61 billion in 2017 and about $67 billion in 2022. The associated expenses, again,
without Legacy Franchises was about $34.5 billion in billion in 2017 versus $43.5 billion 2022, so you're
surpassing the revenue uplift during that period by $3 billion.
I guess the question is, you have so much certainty about the timing of this expense and I'm wondering how
much of this $9 billion can go away? We understand that there's a lot of opportunity for reinvestment in the
Copyright © 2023 Citigroup Inc. 11",183,11,31,0.6,financial_results
