bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Second,JANE FRASER,OTHER,"Yes. Thank you, Mike. That's a few different parts to that, so let's start by just taking a step
back. Our transformation is addressing decades of under-investment in large parts of Citi's infrastructure
and in our risk and control environment. And when you unpack that, those areas where we had an absence
of enforced enterprise-wide standards and governance, we've had a siloed organization that's prevented
scale, a culture where a lot of groups were allowed to solve problem the same problem in different ways,
fragmented tech platforms, manual processes and controls, and a weak first line of defense, too few subject
matter experts. So, this is a massive body of work that goes well beyond the consent order and this is not old
Citi putting in Band-Aids. This is Citi tackling the root issues head on. It's a multiyear undertaking as we've
talked about and you saw the statement by one of our regulators this week, we have made meaningful
progress on our transformation and on our simplification.
Mark?
Copyright © 2024 Citigroup Inc. 7",175,7,11,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"Yeah, and so as Jane says, the progress that we've made, it spans multiple parts of the
consent order and transformation work. Remember, that consent order and transformation work includes
risk, it includes controls, it includes compliance, it includes data and data related to the regulatory reporting,
and we've got evidence and proof points of progress against all of those things.",61,8,12,0.6,risk_discussion
Citigroup,Second,JANE FRASER,OTHER,"Thank you, Mark. So transforming, to answer your question about how do we fix it and serve
our investors at the same time. Transforming Citi will drive benefits for our shareholders, our clients, and our
regulators. This is not mutually exclusive. At the beginning of the year, we honed in on two priorities, the
transformation and improving our business performance, and we're able to do so because we've largely
cleared the decks. We have a clear focus strategy, we've executed the divestitures, we've got a much simpler
organization, so we can focus on these two priorities and we are able to do both.
You can see that in our results again this quarter, multiple, solid proof points on the execution of the strategy
and we know what we need to do on both fronts. We have plans in place on the transformation and on the
strategy and we're executing against them. We have been and we will be transparent when we have issues
and how we're addressing them.",168,8,13,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"And just to add a couple of data points to that, Mike. You've heard us mention some of these
before, but we've retired platforms. We've reduced the number of data centers. Platforms are down some
300. We've moved from 39 corporate loan platforms down to south of 20. We've got 20 cash equities
execution platforms down to 1; we've reduced the 6 reporting ledgers down to 1; 11 sanctions platforms down
to 1. So, we've been making considerable progress over the past couple of years.
With that said, there's a lot more work to be done around the data regulatory reporting work. If you think
about Citi, we've got 11,000 global total reg reports, right. So, we've got to make sure that the data that's
going into those reports is the quality of the data that we want it to be, but more importantly, that we're doing
it efficiently, that it doesn't take thousands of people to reconcile that information and so this is an end-to-
end process in the way we're approaching it.
One example is the 2052a liquidity report that we have. It has 750,000 lines of data and that data is, it's
important again that we're efficiently collecting it from multiple systems with standards and governance that
ensures it's of the quality that we want it to be without again having to have manual activity supporting it.",230,8,14,0.6,general_discussion
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Glenn Schorr at Evercore. Your line is now open. Please go ahead.,17,8,15,0.6,qa_session
Citigroup,Second,GLENN SCHORR,OTHER,"Hi. Thank you. So, Mark, I heard your comments on credit this year. I'm talking the US
Personal Banking. I heard your comments for credit the rest of this year and I think in a position that you're
very conservatively reserved. But right now, you put up a 3% margin and credit costs are almost half of what
revenues are in this space. I guess, my question is this: As we roll forward, in a slowing economy with likely a
little bit lower some rate cuts, how does the P&L evolve? How does it improve from here? Because can we
be expecting credit costs to come in, in a slowing economy? I'm just trying to figure out the path forward
because it could be impactful if USPB obviously marches to where you need it to be.",136,8,16,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"Yeah, look, like I said, we do think that there is certainly upside to USPB. We're looking for
that upside in the medium-term targets that we've set for ourselves. You've got to remember that when you
look at the quarter and you look at the half, frankly, that we're still in a period where we're seeing the
normalization of the cost of credit. And as I mentioned in the prepared remarks, you have kind of a
compounding effect of multiple vintages now maturing at the same time that's playing through the P&L.
That's not just true for us, that's true for others as well. And so we'd expect and we are we do believe we're
seeing some signs of a cresting when you look at delinquencies now and so we would expect that those
losses start to normalize and loss rates start to come down as we go towards the medium term.
Copyright © 2024 Citigroup Inc. 8",158,8,17,0.6,guidance
Citigroup,Second,GLENN SCHORR,OTHER,"Okay. Appreciate all that. One quickie on DCM. You had amazingly good performance.
There's been plenty of conversation about pull forward this year on just refi driving like three-quarters of the
activity. Could you just help us think through the second half when thinking about DCM just to make sure
that we don't like start modelling this into perpetuity?",59,9,18,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"Look, I think when we think about the back half of 2024, we're going to see a different mix of
activity in Banking. We do still expect demand to be quite strong across our capital market products because
you've got a wall of maturing debt securities coming up in the second half that carry on for a couple of years.
But, we did see some clients accelerating issuances into the first half getting ahead of potential market
volatility. So, if you put it all together, I think we expect the rate environment and the financing markets to
continue to be accommodative as well as to continue deal making with M&A being a bit larger in the overall
mix, although some of the regulatory elements have put a damper on part of that.",132,9,19,0.6,guidance
Citigroup,Second,MARK MASON,OTHER,"Yeah. Only thing I'd add to that is, look, the wallet for the year is obviously going to depend
on a couple things, so, one, the return of a more normalized IPO market, two, the direction and volatility of
interest rates, the ongoing global conflicts that we're all kind of seeing and witnessing, and then finally, as
Jane mentioned in her remarks, the elections and what those outcomes look like, not just in the US, but
abroad. And so there are a number of factors there that will play to the wallet. But as we said, we believe we're
well-positioned to be there to serve our clients and to do so in a way that makes good economic sense.",119,9,20,0.6,general_discussion
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Jim Mitchell at Seaport Global. Your line is now open. Please go ahead.,18,9,21,0.6,qa_session
Citigroup,Second,JIM MITCHELL,OTHER,"Hey. Good morning. Just, Mark, maybe on NII, down almost 4% year-over-year. Seems a little
bit more than the guidance was down modestly for the year. So, can you discuss sort of the puts and takes
this quarter and how we should think about the quarterly trajectory for the rest of the year?",53,9,22,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"Yeah. So, I'd say a couple things. So, one, as I mentioned, in the quarter and you see it on
slide 9, ex-Markets, we're down about 3%. That's largely driven by some FX translation that played through,
but also some seasonally lower revolving card balances and then lower interest rates in Argentina. And what
that is in Argentina, we have capital there, the policy rate was adjusted downward and as that happened, we
obviously earned less on that capital that flows through the NII line.
As I think about the back half of the year and the guidance we have of modestly down, there are a couple of
puts and takes to keep in mind. So, one is going to be rates, right, so as I think about the higher yield that we
can earn on reinvestment, that'll be a tailwind that plays through from an NII point of view.
The second would be volume growth, particularly in our card loans portfolio and we do expect to see
continued volume growth across certainly the Branded portfolio and so that'll be another tailwind for us on
the NII line.
In terms of the headwinds, you've got the lower NII earned in Argentina from rates, that'll continue to play
through. We've got assumed higher average betas in 2024, specifically on the non-US side. We still have in
our forecast the impact of CFPB late fees, so assuming that that goes into effect for this year, that will have
Copyright © 2024 Citigroup Inc. 9",252,9,23,0.6,guidance
Citigroup,Second,JIM MITCHELL,OTHER,"That's helpful. And maybe just quickly, kind of a similar question on expenses. Better-than-
expected this quarter, but there was no restructuring or repositioning charges. I think to get to the high end
of your range, you'd have to be up a little bit in the back half from 2Q run rate. Is that because you expect
more repositioning, restructuring in the second half or maybe just talk through expense trajectory from here?",73,10,24,0.6,guidance
Citigroup,Second,MARK MASON,OTHER,"Yeah, so that's right. When I talk about it at the first quarter, I talked about kind of a
downward trend for each of the quarters after Q1. The second quarter came in a bit lower than we were
expecting. I'm sticking with the guidance and it does mean that the back half of the year will likely come in
will come in higher than the second quarter. That's a combination of a couple of things, including the pace of
hiring and investment that we will do in the transformation work that has to be done. It also includes
repositioning charges that we might take or need to take as we continue to work through our businesses
across the firm and the franchise and then the second quarter did or yeah, the second quarter did have a
one-time or so and some delayed spending that will pick up in the third and fourth quarter around
advertising and marketing and some of the other line items. So, yes, the third and fourth quarter, the back
half will be higher than the second quarter, but consistent with the guidance that I've given.",190,10,25,0.6,guidance
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Erika Najarian at UBS. Your line is now open. Please go ahead.,17,10,26,0.6,qa_session
Citigroup,Second,ERIKA NAJARIAN,OTHER,"Hi. I had two questions and I'll ask the first one on expenses first since it's a good follow-
up to the previous. Mark, just to clarify. Let's just say, take the highest end of your range at $53.8 billion. Just
trying to think about how consensus will move. So, we take that $53.8 billion and then add the $285 million
of FDIC expenses year-to-date so far and add the civil money penalties of $136 million, so that gets us to
$54.2 billion for the year and any other repositioning charges in the second half of the year would already be
included in the $53.8 billion?",106,10,27,0.6,qa_session
Citigroup,Second,MARK MASON,OTHER,"So, yes. The answer to the last part of your question is yes. So in the range that I've given,
$53.5 billion to $53.8 billion, that includes our estimate for the full year of repositioning and any
restructuring charges. That range excludes the FDIC Special Assessment that we saw earlier in the year and
it excludes the CMP of $136 million.",61,10,28,0.6,qa_session
Citigroup,Second,ERIKA NAJARIAN,OTHER,"Got it. And my second question is for Jane and I'm sure you're getting tired of the question
on capital return. So, you're buying back $1 billion, you plan to buy back $1 billion this quarter. It looks like
you didn't buy back any in the second quarter. And I'm asking this question in this context because
consensus has a buyback of nearly $1 billion in the fourth quarter and staying at this rate for the first half of
next year and ramping higher. And I guess, is the $1 billion number a catch-up pace because you didn't buy
back any in the second quarter? And I fully appreciate that you also have the Banamex IPO coming, which is
different from peers that are also waiting for Basel clarification. But I'm just wondering, do we need to wait
for that Banamex IPO for the company to feel comfortable moving away from that quarter-to-quarter
guidance? And also, of course, I just want to readdress the beginning of the question when I asked
specifically about the pace.",175,10,29,0.6,guidance
Citigroup,Second,JANE FRASER,OTHER,"Okay. So, we are not going to be giving guidance going forward around our buybacks. We are
going to continue to give quarterly and make it a quarterly determination as to the level. And a lot of that is
to do with the uncertainty about the forthcoming regulatory changes. I think we were delighted to see a slight
reduction in our Stress Capital Buffer, reflecting the financial strength and resiliency of our business model
and also good to see the benefits of our strategy playing out. But with the regulatory changes uncertain,
that's one of the major factors for us to continue with the quarterly guidance.
Copyright © 2024 Citigroup Inc. 10",112,10,30,0.6,guidance
Citigroup,Second,MARK MASON,OTHER,"Yeah, that's right. And on the first part of your question, Erika, I'd say, look, we were in
discussions with our regulators and we made a prudent call as it relates to buybacks in the quarter for Q2.
So, Q3, as we talked about, would be at $1 billion and that should not be necessarily viewed as a run rate
level. As Jane mentioned, we'll take it quarter by quarter from here.",72,11,31,0.6,qa_session
