bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Third,MIKE MAYO,OTHER,"Hi. Jane, you spoke more about the restructuring that you commented on recently. The real
question is, why is this restructuring different than the other 5 or 10 or 15 restructurings we've heard about
since Citi's creation in its current form 25 years ago, I think, just like a week ago? So, I'd say, why is this
different? We hear the talk about cascading downward and the simplification, reducing dual heads and the
committees. But we've heard this so much that why is this time different?",86,8,11,0.6,qa_session
Citigroup,Third,JANE FRASER,OTHER,"Yeah. It's a very important question, Mike, thank you for asking it. As I've said, we view these
as the most consequential changes we've made, not just to our organization model, but how we run the bank,
in almost two decades. And the first piece is simple, which is our org model was set up for a financial
supermarket, that is simply not the bank we are today. So we are aligning the organizational model with that
simper business mix and strategy.
But what's truly different is we're changing how we run the bank. And these are permanent changes that will
be driven all the way down through the organization. So let me give you some examples to bring it to life. We
talked about delayering the first two or three layers of the bank. That will continue through the organization,
through the spans and layers, particularly getting rid of aggregator roles. And let me give an example: HR, we
had HR in a region, you had the region head, you had the Institutional Client Group head, you had the Banking
head, in addition, you had a North Asia head and a South Asia head. We're just going to have the North Asia
head and the South Asia head. And all of those roles collapsed into those two.
We're eliminating activities in the geographies that we just don't need anymore, because we are no longer
running local consumer franchises in them. So, let's take the financial reporting, sorry, the management
reporting that Mark and I referred to in the opening remarks. We can reduce our management reports by
about 50%. That's 1,000 reports. What does that mean? Shadow P&Ls by country, quarterly outlooks,
monthly performance updates, all the associated tracking and reconciliations that are there that are
effectively for a shadow P&L, rather than the one that matters to our shareholders. And so, that greatly
declutters.
It also means we can eliminate processes for our Transformation, where we are looking at how do we
automate those processes, automate those controls. If they're a duplicative process, we're getting rid of
them so we don't need to do that anymore and it will accelerate the work on Transformation.
We are taking activities out of some of the businesses and centralizing them. A lot of the client activities that
will go embedded into a business, we move that up to centralized utilities that the whole firm can benefit
from and that will get scale economies. These strategy teams, marketing teams, many of the little cottage
industries that build up over time.
We can speed up decision-making with fewer committee layers. We'll take down the number of layers and
drive that from some places 13, we're looking to getting to 8 in as many places as we possibly can. We're
giving clarity of decision rights and changing decision rights from two or more people to just one. So much
Copyright © 2023 Citigroup Inc. 8",491,8,12,0.6,opening_remarks
Citigroup,Third,OPERATOR,MODERATOR,And our next question comes from Glenn Schorr with Evercore.,10,9,13,0.6,qa_session
Citigroup,Third,GLENN SCHORR,OTHER,"So, I'm curious, you mentioned that you're still marching towards the 11%, 12%, which is
good because everyone was going to ask that. My question is a little bit different of, with the denominator
going up 25%, in other words, a lot of things are working towards your Transformation, but there's sort of a
curve ball in there with upping the denominator by 25%. So, you seem to be a beneficiary of higher for longer
for sure. And you also mentioned you're working on mitigation as we speak. So, maybe you could talk about
what are the offsets that we don't see that give you confidence still working towards that, because the top
line stuff is working?",117,9,14,0.6,qa_session
Citigroup,Third,MARK MASON,OTHER,"So, good morning, Glenn, it's good to hear from you. Let me make a couple comments on
that, and then, Jane, feel free to chime in if you'd like. The first thing is that when I talked about this at the
last conference we attended, I mentioned that analysts were somewhere in the 16% to 19% range in terms of
a capital increase, and we're likely to be inside of that range, assuming the Basel III proposal as i s structured,
as it's written, and obviously that's not the final, there's a period of review that's going on now.
What I'd say is a couple things, Glenn. One, we haven't fully executed against the strategy that Jane has just
described. And obviously, continuing to simplify the business, managing through the Transformation,
changing that business mix that we have to something that's more consistent and predictable and
repeatable as it relates to PPNR, those things matter and impact the SCB. We talked about the exiting of the
international consumer businesses. That will be a factor in what our balance sheet looks like and what stress
losses might look like as well as lowering the expense base, which we know is an important factor in that
PPNR math as well. And so, those things help, I think, to reduce the amount of capital that might be required
as we get into that medium-term period.
Copyright © 2023 Citigroup Inc. 9",238,9,15,0.6,opening_remarks
Citigroup,Third,SA,MODERATOR,And our next question comes from Erika Najarian with UBS.,10,10,16,0.8,qa_session
Citigroup,Third,ERIKA NAJARIAN,OTHER,"Good morning. You've talked a lot about defense, as I like to call it, in terms of the
Transformation that Jane had outlined and bending the expense curve. But I'm wondering, for both Jane and
Mark, if you could sort of address what I think is probably the most debated part of your target, which is that
revenue CAGR of 5%. You put up a very nice quarter in terms of revenues, both net interest income and fees.
And maybe help us sort of look underneath the surface in terms of that momentum and maybe break it down
in terms of what's really going well. I think TTS continues to surprise to the upside, are we going to be, two
years from now, were going to be like, oh, well, TTS is continuing to be doing well. So, what are the
businesses that really sort of strong secular momentum that you feel is being under-recognized versus how
you could position cyclically and higher for longer? And what is still to come as we think about that path to
at least the numerator of that RoTCE target?",186,10,17,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"I love this question, Erika, because I have to say Im really excited about our strategy and the
potential it has. And it is, as you say, this is about the revenue potential of the firm and really how do we
continue to unlock it.
So, theres a couple of unstoppable trends that were going to be riding in the next, I think its decade-long.
The corporate client of today, and indeed consumer, has to build resiliency. The multinational client is on a
long-term trend of building resiliency, be it because of green, be it because of geopolitics, be it because of
regulatory, whatever the different reasons may be, and there are multiple, they're having to build resiliency
into supply chains, into their own operations as they operate around the world. W the bank that is
absolutely there for them. And I think you've seen that in TTS, where we've had such strong drivers of growth
in the last few years at the beginning of this trend. So, that is an important one. Wherever the clients want to
go, we are there. We have been there for decades. We understand the risk. We understand the client base.
We understand the opportunities there, at that. That micro level and local levels that someone who is flying
in with a suitcase can't possibly deliver. And it's connected globally. So, this thing is just a thing of beauty.
Linked into it is what I think of as a hidden gem amongst our crown jewels is Securities Services. It equally in
custody has this extraordinary global network, the connectivity everywhere. We have been investing behind
this business. We've been growing our market share in North America in asset managers, where we've been
underweight, with a number of material marquee wins. You can see the share gain that we're getting in this
Copyright © 2023 Citigroup Inc. 10",313,10,18,0.6,financial_results
Citigroup,Third,OPERATOR,MODERATOR,And our next question comes from Jim Mitchell with Seaport Global.,11,11,19,0.6,qa_session
Citigroup,Third,JIM MITCHELL,OTHER,"Hey good morning. Mark, maybe on the revenue discussion there, let's talk about NII a little
bit. You guys have a very unique deposit base, a lot smaller footprint in low-cost consumer. Betas have been,
already been high, so it doesn't seem like there's as much beta catch-up risk for you. It's 50% non-US
roughly. How do you think about the trajectory of NII, do you think it stabilizes next year before rate cuts?
How do we think about the puts and takes on your NII into next year?",89,11,20,0.6,opening_remarks
Citigroup,Third,MARK MASON,OTHER,"Yeah, thanks for the question. Look. I'm not going to give guidance for 2024, we'll do that
obviously at the fourth quarter 2023 earnings. But I think it's reasonable to expect that some of the trends
that we've seen so far will continue. So, if you think about what's underneath this, we'll continue to benefit
from higher rates across currencies. I think we'll continue to see benefits from card interest-earning balance
growth.
Recall that when you look at our US dollar IRE position, it's relatively neutral at this point. And interest-
earning balance growth is expected to be driven by continued card spend and lower payment rates. And so,
I think what's important to remember, as it relates to our business, is that it's global. That we've got, while
you're right in that, on the U.S. dollar side, we've seen betas kind of reach, particularly for our corporate
clients, reach terminal levels at the end of last year. On the non-US dollar side, betas run lower. They lag. And
there's still upside there because it's a different rate curve and a different pace of increases. And so, those
Copyright © 2023 Citigroup Inc. 11",194,11,21,0.6,opening_remarks
Citigroup,Third,OPERATOR,MODERATOR,And our next question comes from Ryan Kenny with Morgan Stanley.,11,12,22,0.6,qa_session
Citigroup,Third,RYAN KENNY,OTHER,"Hey good morning. On the capital markets side, I heard the comments around it being hard
to predict when deal activity will sustainably rebound. Can you just give us an update or more color on how
CEOs are thinking about bringing deals live across M&A, ECM and DCM? And does the market and rate
volatility over the last few weeks have any significant impact on bringing deals to completion or on the
pipeline?",73,12,23,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"Well, I think a couple pieces. I actually start with Q3 is the seventh quarter of the current IB
downturn. So, since 2000, downturns have tended not to last longer than seven quarters because that's
often how long it takes for pricing expectations to fully adjust to new realities. And we're starting to see that
particularly in the debt capital markets, investment grade markets, where the expectation of no longer how
high, but how long for rates, we've seen clients who get off the sidelines and just bite the bullet and get into
the debt capital markets in a more meaningful way and no longer waiting on that.
We still think that how our recovery and return to normal wallet plays out, when you talk to CEOs, is largely
dependent on the macro environment. That's the main piece for them. ECM, we're seeing increased interest
and activity on ECM. You obviously had several IPOs coming to market in September, three big ones that we
were involved in. But the market is still somewhat fragile. We're watching it closely. And quite a few questions
in Q4, things may move to Q1. We just have to see how that unfolds. But there's a good pipeline. I mean,
there's a lot of pent-up demand here.
In debt, we had a big pick-up in DCM. We feel confident that the gradual recovery in DCM and the beginnings
of that lev fin one will continue. You're certainly going the see us more active in the lev fin space in the right
situations for our key clients.
And then in M&A, a healthy M&A sell-side pipeline. A lot of companies with their industries transforming are
really wanting to think big. I think we'll see that unlocking when sentiment improves further, companies do
accept the new pricing reality, which will be helped by a rebound in equity markets. That obviously, from our
end, takes quite a few quarters to materialize into revenue just given the nature of the product.
So, it's there, but I think just given where everything is geopolitically and particularly from the macro, no one
is going to make that call as to when we're going to see that sustainable turn in banking at this point.",372,12,24,0.6,financial_results
Citigroup,Third,OPERATOR,MODERATOR,And our next question comes from Steven Chubak with Wolfe Research.,11,12,25,0.6,qa_session
