bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,First,"QUESTION AND ANSWER
OPERATOR",MODERATOR,Our first question will come from Glenn Schorr with Evercore. Your line is now open.,15,9,11,0.6,qa_session
Citigroup,First,GLENN SCHORR,OTHER,"Hi, thank you, a simple one. I appreciate the many, many moving parts, but your first
quarter NII and revenue production was great, and if you just annualize it, you're handily ahead of your full
year guide. So I'm just curious on how you're thinking about maintaining the guide but running ahead of
schedule.",54,9,12,0.6,opening_remarks
Citigroup,First,MARK MASON,OTHER,"Yeah, thanks, Glenn, and good morning. Appreciate the question. Look, we did have a very
solid first quarter, but as Jane mentioned in her prepared remarks, there are a number of things that are still
out there in the global macro environment that are uncertain and unclear, including, frankly, as we
contemplate the direction of rates and what's required to tame inflation, let alone the uncertainty that
we've seen in parts of the sector here through the quarter.
And so when I think about that and I think about how frankly betas have evolved and the likelihood of a
recession in the back half of the year, which we have built into our outlook, I remain comfortable with the
guidance that we've set here. And when you think about where that comes from, the strength in TTS, the
strength in Securities Services, both benefiting from the rate hikes we saw last year, but also deepening
relationships with new and existing clients, the Card momentum, which is really about seeing more
revolving activity as payment rates start to slow, and the recovery in Investment Banking and Wealth is not
as swift as we would like and so we have to see how that plays out too.
So when I put those things together, there's certainly some puts and takes that speaks to the diversification
of our business model, but it leaves me in a place where I'm comfortable with the guidance that we've set,
and if that changes, we'll certainly update you, but that's where we are.",256,9,13,0.6,opening_remarks
Citigroup,First,GLENN SCHORR,OTHER,"I appreciate that. Maybe if I could follow-up on your comments, the previous ones on TTS
and Securities Services. I try to learn from all my mistakes, I make a lot of them, but in 2008 we thought
housing prices couldn't go down much, and then they went down a lot, and we all adapt. The same thing in
March, thought deposits couldn't leave a bank so quickly, but they did.
So, slide 25 and 26 people should look at because they're great and they show the stability of your deposit
franchise, but I'm curious if history can change at all. Meaning right now, those are cash and operating
deposits that clients keep with you and they need you, and you're fully integrated, but do you have client
concentrations we should know about or are you thinking about any big changes that can happen in terms
of client behavior relative to the past in terms of what they keep at any given bank? I know it's a tough one.
Copyright © 2023 Citigroup Inc. 9",175,9,14,0.6,general_discussion
Citigroup,First,JANE FRASER,OTHER,"Glenn, I'll kick it off and pass it over to Mark. I feel very comfortable about how very well-
diversified our deposit base is across different countries, industries, clients, and currencies. It's extremely
strong in that respect, and as you say, the majority of the Institutional deposits are integrated into the
operating accounts all around the world to enable the clients to run their day-to-day operations, the
payroll, the working capital, the supplier financing, et cetera.
And I think what's changed in the more digital world is frankly these have become even stickier because the
amount of data, the extent of integration into the technology platforms and systems of the clients and the
value that we extract and present back to the clients from the combination of our FX trade, cash, et cetera,
flows, is incredibly important in driving their efficiency, their risk management, and their financial
performance as well. So both the extent of that diversification and the increasing stickiness versus history
is something that we're certainly not complacent about, but I think is why you see from the pages we've put
into the deck as well including in the back on just the consistency of this base.
Mark, what would you add?",204,10,15,0.6,risk_discussion
Citigroup,First,MARK MASON,OTHER,"I think that's exactly right, Jane, and Glenn, I'm glad you pointed out pages 25 and 26 which
clearly lay out that diversification but also the scale and stability of those deposits over an extended period
of time.
The only thing I'd add additional to that would be obviously we're in an environment where there's
quantitative tightening that's occurring. That's going to have a broad industry impact as we've started to
see already, but we're also in an environment where rates are increasing. We'll see how that plays out
through the balance of the year. That has an impact on betas, but we shouldn't mistake price-sensitivity or
interest rate sensitivity with the stickiness of the deposits. And so we've obviously talked about betas
increasing particularly in our TTS portfolio, more so in the US. It obviously will continue to increase outside
of the US, but we'll work the relationship that we have with those clients and the breadth of services that
we bring to influence and impact pricing, and more importantly, because of the operating nature of them,
we do see them as very stable.",185,10,16,0.6,general_discussion
Citigroup,First,OPERATOR,MODERATOR,"Thank you. Our next question will come from Mike Mayo with Wells Fargo Securities. Your line is
open.",18,10,17,0.6,opening_remarks
Citigroup,First,MIKE MAYO,OTHER,"Hi, Jane, I challenged you a couple earnings calls ago about the complexity created by being in
so many countries, and you said TTS was your crown jewel, and here it's up almost one-third year-over-year,
so, so far so good since your Investor Day.
Can you talk about for the fee growth? I mean, we kind of understand the NII growth, but the fee growth is
double-digits also, so I guess that's money in motion and I think you described this as the world's largest
wholesale global payments system. What's happening to give you double-digit top line growth there?",99,10,18,0.6,financial_results
Citigroup,First,JANE FRASER,OTHER,"Oh, thank you, Mike, and a great question. I think one of the numbers I'm almost more happy
about than the stellar revenue growth was the fee growth quarter-over-quarter here because obviously,
we've been benefiting in TTS from the rates environment but we've also been benefiting from the drivers
behind the franchise. And the fee revenues are coming from multiple different products and different
offerings that we have here, and we're typically looking and have consistently looked at growing our fee
revenue as a percentage of the underlying growth in TTS.
It got masked a bit when the rates environment was growing so much, but the different areas there around
the world are making a big difference to the strength of our earnings and the quality of our earnings in these
Copyright © 2023 Citigroup Inc. 10",137,10,19,0.6,opening_remarks
Citigroup,First,MIKE MAYO,OTHER,"Okay. And then as it relates to rates generally, what is it, like, over 90% of your rate sensitivity
is outside the US, and so shouldn't you be benefiting more than you originally thought given some of these
rate hikes? And I guess, Mark, are you just sandbagging a little bit? I get the uncertainties and the IB backlog
pushed out, and, no I mean, we want you to have a reasonable bar to jump over and I'm just wondering if
you set the bar high enough for yourself for this year.",92,11,20,0.6,general_discussion
Citigroup,First,MARK MASON,OTHER,"Yeah, so again, I think that there is certainly more opportunity in terms of how rates move
and capturing NII as you pointed out outside of the US. We articulate our interest rate exposure for a parallel
shift and that mix at the end of last year was the 90/10 that you mentioned for non-US. As I sit here in
March, it probably is going to skew a little bit less non-US and a little bit more towards the US, and you'll
see that in the 10-Q.
With that said, I mentioned earlier, there's still a bit of uncertainty in terms of how rates continue to evolve
here in the US. We'll see how betas evolve. We've reached terminal betas in the US with our clients kind of
at the end of last year, and so we'll see kind of what happens in terms of pricing through the balance of
2023.
Betas are not quite at terminal levels outside of the US, and so we'll see the pacing of that, again, in light of
how the interest rate curve may be evolving and frankly in light of how we've seen the broader sector turmoil
play out. That could in fact play to our benefit. But we are also, again, in an environment where there's
quantitative tightening that is still at play.
And then the final point I'd make, Mike, that often people forget is that in that NII is Legacy NII, and so as
we continue with our wind-downs, our divestitures, et cetera, that's going to be a headwind that we will
have to deal with.",266,11,21,0.6,general_discussion
Citigroup,First,OPERATOR,MODERATOR,"Thank you. Our next question will come from Betsy Graseck with Morgan Stanley. Your line is
open.",17,11,22,0.6,opening_remarks
Citigroup,First,BETSY GRASECK,OTHER,"Hi, good morning. I know during the prepared remarks you talked a bit about Andy Sieg
coming on board, and I just wanted to understand how to think about the outlook for what you're doing
with Wealth, not only in the US but the non-US locations, and also try to understand how much capital you
think you could apply to that business relative to what you have today. Thanks.",69,11,23,0.6,opening_remarks
Citigroup,First,JANE FRASER,OTHER,"Hey there Betsy. So, we're obviously delighted that Andy is joining as our new Global Head
of Wealth around my table, and he's a tremendous leader with a great track record driving growth. He's got
deep product and digital expertise; a proven people leader and we'll certainly be taking full advantage of his
expertise and experience in the US.
We're not shifting our strategy in Wealth. His mandate is consistent with the strategy we laid out at Investor
Day. We see a lot of potential of growth in Asia as we fill in the coverage across the full wealth spectrum
there. We'll be scaling up in the US by building out the investment offering and cross-selling into our
existing and new clients across the country. We see tremendous potential of growth in our Private Bank
and the family office franchise really around the world, and there's a lot of synergies to be realized as we
point out in the different KPIs and drivers between the other four core businesses in terms of referrals and
other business that we're able to generate across the franchise.
So the core of the strategy will not be changing with him coming on board. Mark, what else would you add
in?
Copyright © 2023 Citigroup Inc. 11",212,11,24,0.6,general_discussion
Citigroup,First,MARK MASON,OTHER,"The only thing I'd add is that, we are, I think, well-positioned for as the market recovers and
it plays towards Wealth. When you look at kind of the client advisors, as you know, we've been investing in
bringing on new client advisors. We've been increasing the number of new clients that we've been
onboarding as well. We've invested in some of the investment products that we have, and so I feel like we
are positioning ourselves for when this turns.
And as it relates to your question regarding capital, this in a normal cycle is a very healthy returning
business, and as the market turns and as we recover, we would look to deploy capital appropriate with the
growth and return prospects that we see in front of us.
It's also not as much of a capital-intensive business as other businesses, and so I think you've got to keep
both of those things in mind.",156,12,25,0.6,qa_session
Citigroup,First,OPERATOR,MODERATOR,Thank you. Our next question will come from Erika Najarian with UBS. Your line is open.,16,12,26,0.6,opening_remarks
