text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"With respect to what we see in our commercial businesses, it is consistent with the lower growth economy. Line of credit usage rates remain lower than pre-pandemic levels. This does not surprise us, with the dramatic increase in the cost of borrowing for small and medium-sized businesses.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"They aren't being indolent. They want to grow. They are simply being more careful and worry if final demand will hold. Therefore, they are being cost conscious across the board.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"So how did Bank of America do against this backdrop? At Bank of America, our commitment to responsible growth remains unwavering, and this quarter is another illustration of that. We grew, and we did it the right way.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"In the third quarter, Bank of America generated $25.5 billion in revenue and earned $6.9 billion net income after tax. Year-to-date, we've generated net income of just over $20 billion.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Four quarters ago, we called that a bottom would occur in our net interest income in the second quarter of 2024. Even with the rate environment that has bounced around quite a bit since we said that, we got it right. As we expected then, NII indeed troughed in the quarter 2. NII grew 2% this quarter. And as Alastair will note later, we expect NII to grow again in quarter 4, even as the market expects 2 more rate cuts in quarter 4.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"This quarter, we saw a healthy revenue growth in our Wealth and Investment Management business and in our Global Markets businesses. We returned $5.6 billion of capital to shareholders, while also supporting the needs of our clients. So with that brief overview, let's dive into Slide 2.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Earnings per share came in at $0.81 this quarter. At $25.5 billion in revenue, we grew modestly from the third quarter '23 as improvement in noninterest income more than offset a year-over-year decline in net interest income.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Fees grew 5% year-over-year and represented 45% of total revenue. The strong year-over-year fee performance was led by a 15% improvement in investment and brokerage services, mostly in our Global Wealth Management business. We also grew investment banking fees 18% year-over-year.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Sales and trading revenue increased 12% year-over-year. In aggregate, these market-related revenue streams rose an impressive 13% year-over-year. Our total expense in the company increased 4%. You can attribute most of the year-over-year expense growth to these market-related areas. Overall, a good job by the team.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"On asset quality, A few quarters ago, we told you that consumer credit losses will go down this quarter given delinquency trends we had seen at the time. We also told you that office losses would be lower. Both of these proved true again this quarter.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Good asset quality resulted in net charge-offs and provision expense for this quarter at $1.5 billion, which was unchanged from last quarter. Our performance is partly attributable to the diversity and balance of the company. A little more than half earnings come from our Consumer and GWIM businesses, serving people, and the other half come through from our Global Banking and Markets businesses, serving companies and institutional investors.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
So let's turn to see how we grew organically this quarter. We are now on Slide 3. Our organic growth has been driven by a continued focus on customers’ and clients’ experience throughout all our businesses.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Consumer leads the way delivering solid organic growth with high-quality accounts and engaged clients. For the 23rd consecutive quarter, we added significant net new consumer checking accounts and expanded our customer base and market share.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"We added 360,000 net new checking accounts this quarter, which brings our first 9 months of ‘24 to more than 880,000 net new checking accounts.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"In Wealth Management, we added another 5,500 net new relationships this quarter. In our commercial businesses, we added hundreds of small business and commercial banking relationships.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Also note that we saw a strong organic growth of investment balances with banking customers and growth in banking products to our investing clients in our  GWIM business. This has led us to now manage $5.9 trillion in client balances of loans, deposits, and investments across the Consumer and Wealth Management clients. We saw flows of $62 billion into those business in the past 4 quarters.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"In our Global Banking business, we saw loan demand start to pick up late in the quarter. We again ranked third in Dealogic IB fees received and have a solid pipeline. Our Global Transaction Services platform",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q3_2024,2024-10-15
continues to grow around the world and showed strong deposit growth for our commercial businesses over the last year and a quarter.,quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"This quarter, Global Markets saw a continued momentum. Global Markets recorded the tenth consecutive quarter of year-over-year growth in sales and trading. Investments we've made in this business, and the intensity of the teams, has enabled a 35% improvement in sales and trading revenue in the past 3 years. Good work by Jimmy DeMare and the team.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"Our customers and clients continue to want more from us, especially when it comes to our digital capabilities. So let's discuss this on Slide 4. Slide 4 highlights this continued success across our digital platforms. As usual, we included our disclosures on digital stats across the business, which we believe lead the industry. I commend you to the pages in the appendix, which give you more granular disclosure for each of the business's digital activities.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"Our fully-integrated consumer banking and investment application drives the utility for our customers across GWIM and Consumer. The usage stats you see are strong proof points. Our second language capabilities also enhance the customers' experience. We have grown to more than 48 million active digital users, and those digital users logged in more than 3.6 billion times this quarter.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"We also continue to see more sales through those digital properties. Digital sales represented 54% of our total Consumer sales this quarter. Note that simply takes both high touch and high tech to drive continued growth with individual clients across the wealth spectrum in America. Erica, our AI-enabled virtual assistant, reached $2.4 billion client interactions since its launch, and Zelle show continued user and usage increases.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"In our Wealth Management business, we continue to see full relationships increase with both investing and banking relationships being opened. 75% of the new accounts in Merrill were opened digitally, whether they are banking accounts or investment accounts. This enables more efficient customer coverage for our advisory teams.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"Finally, 87% of our Global Banking relationship clients are digitally active. We have innovated and significantly streamlined service requests by enabling clients to directly initiate and track inquiries within our award-winning CashPro platform. As a result, app sign-ins for these clients increased nearly 80% in just the last 24 months.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"In summary, the economic environment remains solid. While issues remain out there to external factors that could affect our business and the economy generally, we still see great opportunities for continued growth across all our businesses.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"We are focused on driving market share in all our businesses, investing in technology to further enhance the customer experience, and continue to increase our efficiency. With NII now growing and complementing our fee growth, along with our continued solid expense discipline, we expect to return to operating leverage as we move through the quarters in 2025. With that, I'll turn to Alastair for additional details.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q3_2024,2024-10-15
"Thank you, Brian. And I'm starting on Slide 5 of the earnings presentation. We'll touch on more highlights noted here as we work through the material, and I'd just add that we delivered solid returns with a return on average assets of 83 basis points and return on tangible common equity of 12.8%.",quarter,Alastair M. Borthwick,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"So let's move to the balance sheet on Slide 6, where you can see that the balance sheet ended the quarter at $3.3 trillion of total assets, up $66 billion from the second quarter, as Global Markets client demands expanded and commercial loans grew $16 billion in the quarter.",quarter,Alastair M. Borthwick,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Otherwise, in the quarter, the investments of our excess liquidity saw a $10 billion reduction in hold-to-maturity securities, and the combination of shorter-term liquidity investments of cash and available-for-sale securities were relatively flat to the second quarter. On the funding side, Global Markets grew to support balance sheet needs of our clients and total deposits grew $20 billion on an ending basis, it's noteworthy that our average deposits are now up for the fifth consecutive quarter.",quarter,Alastair M. Borthwick,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Liquidity remained strong with $947 billion of Global Liquidity Sources, and that was up $38 billion compared to the second quarter.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Shareholders' equity was up $2.6 billion, with common equity up $4.6 billion and a preferred redemption driving a $2 billion decline in preferred equity. The increase in common equity compared to Q2 included $5.6 billion in capital returned to shareholders, partially offsetting our earnings, and it included improvement in AOCI driven by an improvement from cash flow hedges given the drop in the long-term rates in the quarter.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
The $5.6 billion in capital distributions includes $2.0 billion in common dividends and the repurchase of $3.5 billion in shares. Tangible book value per share of $26.25 billion rose 10% from the third quarter of '23.,quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"And turning to regulatory capital, our CET1 level improved to $200 billion. And the CET1 ratio was 11.8%, and that remains well above our new 10.7% requirement as of October 1.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Risk-weighted assets increased modestly, driven by both lending activity and Global Markets needs to support clients. And our supplemental leverage ratio was 5.9% compared to the minimum requirement of 5%, which leads plenty of capacity for balance sheet growth. Our $463 billion of total loss-absorbing capital means our TLAC ratio remains comfortably above our requirements.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"So let's dig a little deeper on deposits and the growth from the second quarter using Slide 7. Here, we show you deposits and rates by line of business. Average deposits grew $45 billion or 2% year-over-year, and they increased modestly linked quarter.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Notably, quarter-over-quarter increases in rates paid continued to slow again this quarter, rising 7 basis points to 210. Consumer Banking increased modestly, driven by product mix in higher-rate product offerings. And Global Banking rate paid increased modestly, driven by growth in interest-bearing balances. It's worth noting that Wealth Management declined 1 basis point.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"We acted quickly following the September 50 basis point rate cut in our Wealth Business and our Global Banking business. And since late in the quarter, only a small portion of those cuts are reflected. Total rate paid for all deposits from these actions is expected to fall below 2% later in October as the fuller effect of the pass-throughs occur.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Let's turn to loans by looking at average balances on Slide 8. Loans in Q3 of $1.06 trillion improved 1% year-over-year, driven by solid commercial loan growth, as well as credit card and vehicle loans.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Overall, commercial loans grew 2% year-over-year. And importantly, this included a drop in commercial real estate loans of 6%. Commercial loans, excluding commercial real estate, grew 3% year-over-year and were up 6% annualized from the second quarter.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Consumer Banking loan growth was driven by credit card, small business, and vehicle borrowing, and the overall consumer growth was muted by a decline in mortgage balances as paydowns exceeded originations in a higher-rate environment.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Let's turn our focus to NII performance and Slide 9. So note that our trended investment of excess deposit slide is in our appendix on Page 21. Deposit levels were $855 billion in excess of loans at the end of Q3 and continue to be a good source of value for shareholders, nearly $625 billion or 52% of our excess liquidity is in short-dated cash and AFS securities.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"The longer-dated, lower-yielding hold-to-maturity book continues to roll off, and we reinvest that in higher-yielding assets. The blended yield of cash and securities on Page 21 remains well above our deposit rate paid.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"So going back to Slide 9, regarding NII on a GAAP non-FTE basis, NII in Q3 was $14 billion. And on a fully tax-equivalent basis, NII was $14.1 billion.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"On our third quarter earnings call last year, we first provided our expectation that the second quarter would be the trough and then we would begin to grow in the third quarter of '24, marking an inflection point for NII, and that's what you see this quarter. NII increased by $252 million from the second quarter, driven by a number of factors: Global Markets activity and pricing, fixed asset repricing, and one extra day all benefited NII while higher funding costs partially offset those benefits. The 50-basis point rate cut in September also negatively impacted NII.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"With regard to a forward view of NII, there are obviously several variables at play in the fourth quarter, and we still expect fourth quarter NII to grow, and we expect it to be $14.3 billion or more on a fully tax-equivalent basis.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Now, we note the following assumptions: First, we assume that the forward curve on October 10 is the one that materializes, so that includes a 25-basis point cut in November and another 25-basis points in December. We also assume very modest balanced increases in both loans and deposits in Q4, building off the activity seen in Q3.",quarter,Alastair M. Borthwick,CFO,5,Prepared remarks,Q3_2024,2024-10-15
"Last quarter, we told you that we expect about $20 billion in the aggregate of fixed-rate loans and securities to reprice on a quarterly basis. And those are expected to reprice into higher-yielding assets and provide a benefit to NII for many periods ahead.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"And as described previously, we expect to see roughly $200 million benefit in Q4 from the BSBY alternative rate transition. So we think this sets us up well for 2025.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"With regard to interest rate sensitivity on a dynamic deposit basis, we provide a 12-month change in NII for an instantaneous shift above or below the forward curve. On that basis, a 100-basis point increase would benefit NII by $1.8 billion, while a decrease of 100 basis points would decrease NII over the next 12 months by $2.7 billion.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"Okay. Let's now turn to expense, and we'll use Slide 10 for the discussion. We reported $16.5 billion in expense this quarter, up 1% from the second quarter, driven by the revenue improvement in 3 primary areas that Brian noted earlier. Investment banking, investment and brokerage fees, and sales and trading revenue all have more activity and incentive variability than up their revenues, and they were up 3% in aggregate versus the second quarter and up 13% year-over-year.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"In Q3, our headcount of 213,000 was up a little more than 1,000, and this quarter, we saw the departure of roughly 2,000 summer interns, and we welcomed roughly 2,500 college graduates from the nearly 120,000 applications received.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"Regarding a forward view, in Q4, we don't expect much change in our headcount. And with continued investments, we expect expense to be in line with Q3 at $16.5 billion. As we look into 2025, with an expected return of NII growth and through our expense discipline, we expect a return to operating leverage and improvement in our efficiency ratio.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
Let's turn to credit on Slide 11. And the good news is there's not a lot to report here compared to the second quarter. Net charge-offs of $1.5 billion were flat compared to Q2. We've seen consumer losses in a pretty tight range for a few quarters now.,quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"Outside of that, we saw lower losses from office exposure. And otherwise, we had two somewhat unrelated commercial losses. The net charge-off ratio was 58 basis points, down 1 basis point from Q2. Provision expense was unchanged from Q2 at $1.5 billion as reserve levels remain constant.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"And with regard to reserve levels on a weighted basis, we remain reserved for an unemployment rate of 5% by the end of 2025 compared to the most recent 4.1% rate reported.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"On Slide 12, we highlight the credit quality metrics for both our consumer and commercial portfolios. And there's nothing really noteworthy to highlight on this page.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"So let's move to the various lines of business and some brief comments on their results starting on Slide 13 with Consumer Banking. Consumer Banking continues to lead the company in organic growth, and this included another strong quarter of net new checking growth, another strong period of card openings and investment balances for consumer clients, which climbed 28% year-over-year to a record $497 billion.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"It also included 12 months of strong flows at $29 billion in addition to market appreciation. As noted earlier, loans grew nicely year-over-year from credit card and vehicle as well as small business, where we remain the industry leader. One highlight to note, our Practice Solutions lending group for doctors and dentists and related professionals saw loans grow 11% year-over-year.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"All of this organic growth helped to drive $2.7 billion in net income in Q3. So reported earnings remained strong, declining 6% year-over-year as revenue declined from lower NII, partially offset by higher card income. With the trajectory shifting in NII, we should see earnings in this business begin to shift as well.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"Expense rose 5% as we continued our business investments. And those investments included those in our people, including the announcement of moving our minimum wage to $24 per hour, and that raises the minimum annualized salary for our associates to nearly $50,000.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"As you can see in the appendix, Page 25, digital adoption and engagement continue to improve, and customer satisfaction scores remain near record levels, illustrating the appreciation of enhanced capabilities from our continuous investments. Bank of America's 23 million Zelle users are up 10% in the past 12 months and their volume usage is now up more than 20%.",quarter,Alastair M. Borthwick,CFO,6,Prepared remarks,Q3_2024,2024-10-15
"Customers are now using Zelle at nearly 3x the rate they’re writing checks, and Zelle usage has meaningfully surpassed the combination of checks written and ATM withdrawals.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Moving to Wealth Management on Slide 14. We produced good results, reflecting healthy organic growth and client activity with increased banking activities of our clients and the impacts of increased market levels, together with strong assets under management flows.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"With a continued increase in banking product usage from our investing clients, the diversity of our revenue base continues to improve. More than 60% of our wealth clients now have banking products with us, and 30% of our revenue is now in net interest income to complement the fees earned in our advice model.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Net income rose from the third quarter '23 to $1.1 billion this year. In Q3, we reported revenue of nearly $5.8 billion, growing 8% over the prior year, led by 14% growth in asset management fees that Brian highlighted it earlier.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
Expense growth reflects the fee growth and other investments for our future growth as we continue to grow our advisor force through hiring of both experienced advisors and graduates from our training program.,quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"We welcomed 5,500 Merrill and Private Bank net new households this quarter, and more than 1/3 of those Merrill openings were driven by graduates from our training program. The business had a 25% margin and generated a strong return on capital of 23%. Average loans were up 3% year-over-year, driven by growth in custom lending and a pickup in more lending.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Both Merrill and the Private Bank continued to see healthy organic growth, producing strong assets under management flows of $65 billion year-over-year, which reflects a good mix of new client money as well as existing clients putting money to work. We should also highlight the continued digital momentum that you'll find on Slide 27. As an example, 3/4 of Merrill Bank and investment accounts were opened digitally this quarter.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"On Slide 15, you see Global Banking results. This business produced earnings of $1.9 billion, down 26% year-over-year, as improved investment banking fees and treasury services revenue were overcome by lower net interest income and higher provision expense. Revenue declined 6%, driven by the impact of interest rates and deposit rotation.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"In our Global Treasury Services business, fees for managing the cash of clients continue to offset some of the NII pressure from higher rates.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Investment banking had a strong quarter, growing fees 18% year-over-year to $1.4 billion, led by debt capital markets fees, mostly in leveraged finance and investment grade. We finished the quarter strong, maintaining our #3 investment banking fee position. What began as a slow quarter this summer, gained some momentum through September, and the pipeline looking forward looks solid.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"An increase in provision expense from last year was driven by the previously noted commercial and CRE losses. Expense increased 7% year-over-year, including continued investments in the business, particularly around technology.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Switching to Global Markets on Slide 16. I'll focus comments on results excluding DVA as we normally do. And the team continued their impressive streak of strong revenue and earnings performance, they achieved operating leverage and continued to deliver good return on capital.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Earnings of $1.6 billion grew 23% year-over-year, and return on average allocated capital was 14%. Revenue, again, ex DVA, improved 14% from the third quarter of last year as both sales & trading and investment banking fees for institutional clients improved nicely year-over-year.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Focusing on sales & trading, ex DVA revenue improved 12% year-over-year to $4.9 billion. FICC increased 8%, while equities increased 18% compared to the third quarter of '23. FICC revenues remained strong, growing over both the prior year and the second quarter, driven by momentum in currencies trading.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
Equities had a record third quarter driven by strong trading performance in derivatives and cash. Year-over-year expenses were up 6% on revenue improvement and our continued investment in the business.,quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Finally, on Slide 17. All Other shows a loss of $295 million. Revenue was lower and included a charge to other income of roughly $200 million related to Visa's increase in its litigation escrow account. The decline in expense was driven by reduced cost of a liquidating business and lower legal expense.",quarter,Alastair M. Borthwick,CFO,7,Prepared remarks,Q3_2024,2024-10-15
"Our effective tax rate for the quarter was 6%, and excluding discrete items and the tax credits related to investments in renewable energy and affordable housing, the effective tax rate would have been approximately 24%.",quarter,Alastair M. Borthwick,CFO,8,Prepared remarks,Q3_2024,2024-10-15
"So that's where I'll stop. And with that, we will open it up for Q&A.",quarter,Alastair M. Borthwick,CFO,8,Prepared remarks,Q3_2024,2024-10-15
[Operator Instructions] We will take our first question from Jim Mitchell of Seaport Global.,quarter,Operator,Other,8,Q and A,Q3_2024,2024-10-15
"I guess I'll ask the NII question, Alastair. You talked about still feel comfortable troughing in the second quarter; poised to grow. So can you maybe give us a little bit more on -- based on the forward curve, any kind of rough thinking on how the trajectory from here beyond 4Q? And what kind of growth you may be thinking about in '25? Just any kind of bigger than a bread box conversation would be helpful.",quarter,Jim Mitchell,Analyst,8,Q and A,Q3_2024,2024-10-15
"I think if we went back to 3 quarters ago, we sort of saw this trough appearing in the second quarter. And we felt like as the deposits were beginning to find a floor, we'd be in a position where we could begin to see NII grow. So obviously, that happened in Q3. And at this point, we feel like we're in a good position to do that again in Q4.",quarter,Alastair M. Borthwick,CFO,8,Q and A,Q3_2024,2024-10-15
"We'll provide guidance, I think, for 2025 when we get back together again a quarter from now. Part of the reason we try not to do it 15 months in advance is because an awful lot moves with the rate curve. Remember, this year, at one point, we had 6 cuts, another point, we had 1 cut. And even this past quarter, I think the market was surprised with an extra cut. What we're focused on then is just driving the underlying organic growth.",quarter,Alastair M. Borthwick,CFO,8,Q and A,Q3_2024,2024-10-15
"So deposit growth, we're getting to a point that we've had 5 quarters in a row. Global Banking is back to normal seasonality. Wealth is flattening out and Consumer is slowing and is in a place now where we think we're pretty close to finding that floor. So deposits in a good place. The rotation is slowing. We got a little pickup in loan growth this past quarter. That's good. We've got the fixed-rate asset repricing over time from which we'll benefit, and we've got some cash flow swaps resetting as well.",quarter,Alastair M. Borthwick,CFO,8,Q and A,Q3_2024,2024-10-15
"So look, we're in a position where we're -- we believe we're going to grow NII again in the fourth quarter. That's going to set us up, I think, quite well in terms of 2025. And importantly, we've acted fast with that first couple of rate cuts. So we feel like we put ourselves in a good position to grow from here.",quarter,Alastair M. Borthwick,CFO,8,Q and A,Q3_2024,2024-10-15
"Okay. That's helpful. And maybe just a follow-up on the deposit question. You guys had really strong growth in net new checking accounts, but Consumer deposits still shrinking a little bit. Do you see any change in behavior since the rate cuts? Or how are you thinking about Consumer deposit growth and Wealth too? I guess we're seeing commercial growth, but sort of those other pieces on the retail side that have yet to sort of inflect. How are you thinking about that?",quarter,Jim Mitchell,Analyst,8,Q and A,Q3_2024,2024-10-15
"If you look across the last several weeks, the Wealth Management has basically been flat at that $280-odd billion level, Jim. And the Consumer business it bounces around, it will move $10 billion on a pay day to give you a sense. But basically, the major moves are over; now we're bouncing around $935 to $940 billion on a given day.",quarter,Brian Moynihan,CEO,8,Q and A,Q3_2024,2024-10-15
"Importantly, the noninterest-bearing piece -- going back to your generation new checking accounts seems to be stable. Much of the movement in the Consumer business at large has been for more interest rate-sensitive clients with higher balances, having moved and you're seeing that also slow. So we feel good about the stability of consumer at this point.",quarter,Brian Moynihan,CEO,8,Q and A,Q3_2024,2024-10-15
"And we can -- the deposits -- new accounts we're putting on today are the future of the franchise, and that's what we keep building towards. So we're investing to generate those accounts that are primary accounts in the household and start with an average balance of $5,000, $6,000 and move up to $7,000, $8,000, $9,000 over time. So we feel good about it.",quarter,Brian Moynihan,CEO,8,Q and A,Q3_2024,2024-10-15
"One thing I’ll point out, Jim, just as you think about it, remember that we're sitting -- the Consumer we went for basically $750 billion in balances to the $940 level now, which is a significant difference in the earnings power of that business.",quarter,Brian Moynihan,CEO,9,Q and A,Q3_2024,2024-10-15
We'll take our next question from Gerard Cassidy of RBC. We'll move next to Betsy Graseck of Morgan Stanley.,quarter,Operator,Other,9,Q and A,Q3_2024,2024-10-15
