text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
Net interest income grew 3% year-over-year and is up from quarter 4 to the high end of our guidance range we gave you 3 months ago.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
We grew deposits for the seventh straight quarter. They reached nearly $2 trillion at quarter end and have now grown 8% from the mid-2023 low point.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"We grew commercial loans in nearly every line of business. That is the second quarter in a row, they've grown across the board.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"Holly O'Neill, our consumer team marked the 25th straight quarter of net new checking account growth.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
We saw annual flows to our consumer investments business of $22 billion over the last 12 months.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"Our wealth management businesses led by Eric and Lindsay and Katy Knox in the Private Bank, together added 7,200 net new households in this quarter and saw net AUM flows of $24 billion in the quarter.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
Jim DeMare and the team recorded a 12th straight quarter of year-over-year sales and trading revenue growth and achieved a 16% return on allocated capital.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"We generated these results working from a strong balance sheet with over $200 billion in regulatory capital, nearly $1 trillion in liquidity. This allows us to provide strong support and solutions for our clients.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"Turning to Slide 3, on organic growth. One of the keys to our earnings improvement has been our ability to consistently drive organic growth.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"Organic growth remained strong across the businesses, as highlighted on Slide 3. I won't go through all the statistics and all the points on the page. But as you can see, the momentum has continued.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"I note the continued growth in net new checking, new households, new companies of commercial banking, and growth in our institutional markets business. Clients continue to see the value in our capabilities in connected businesses as a company.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
Our digital engagement and sales continue to expand across all our businesses. We saw more than 14 billion log-ins in 2024. Eric has now surpassed 2.7 billion interactions since its inception.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"Our CashPro app for our commercial customers has continued strong adoption and usage rates, as you can see.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"Transactions sent through Zelle, at Bank of America, are not only 3x the number of checks written by our Bank of America customers, but also 1.3x the number of checks written plus the number of cash transactions, taking money out of the ATM.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"It's also worth noting that digitally-enabled sales in our Consumer business across the board reached 65% of total sales. You can see these trends on digital in the slides that we show you each quarter on Slides 26, 28, and 30 in the appendix, and we commend those to you.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"As you go to Slide 4, we showed you some of the highlights and economic activity.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
We provide some of the current spending data by our consumers of Bank of America.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"There's a lot that could potentially change given the uncertainty around the tariffs and other policies and the future path of the economy. And our communications to – just as we’ve done during other stress periods – we want to relay to you those facts, which we think give you some context.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"But before we do that, our research team – like many research teams – led by Candace Browning does not currently believe we'll see a recession in 2025. However, they've lowered their GDP growth rates for 2025 and continue to see no rate cuts during '25, but expect as inflation gets under control, you may see them in the future, i.e., in '26.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"But going more to what our customer data shows: it shows that the money moving across all our consumer spending methods (debit and credit cards, ACH, checks written, Zelle, et cetera), all that aggregate shows it grew about 4.4% pace in the first quarter of 2025 compared to the first quarter of 2024.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"As you look in the chart and look across it, you can note that consumer spending has been consistently growing year-over-year. But during last year, it actually slowed a bit, especially in the summer and pick back up in the fall.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
That resulted in the fourth quarter of '24 over the fourth quarter of '23 being about a 4% pace and that pace has continued.,quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"That pace has also continued through the first part of April. We note that some retailers may say that their sales are slower, and others are picking up, and it really reflects the change in consumer spending behavior. But in the aggregate, the consumer keeps pushing money into the economy.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q1_2025,2025-04-15
"As we look at our business side and what our business clients are telling you, in the current setting, they remain profitable, liquid, and have strong results. They all look ahead and worry about the same things you hear reflected in your conversations with them also.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q1_2025,2025-04-15
"So we continue to watch for signs of the environment actually changing, but we thought it would be good to share with you what we're actually seeing in our customer base at this moment.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q1_2025,2025-04-15
"So in summary, for Bank of America for the first quarter of 2025, I want to thank the team for another strong quarter. We saw good organic client activity. We enjoyed good growth in revenue and earnings. We continued to invest in the future growth of our company. We managed the risk well. And that drove healthy returns for you, our shareholders, and we increased the capital delivered back to our shareholders.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q1_2025,2025-04-15
"With that, I'm going to turn it over to Alastair to talk you through the quarter.",quarter,Brian Moynihan,CEO,4,Prepared remarks,Q1_2025,2025-04-15
"Thank you, Brian. I start on Slide 5 of the earnings presentation to provide a little more context on the quarter. And as Brian noted, we generated $7.4 billion in net income or $0.90 per diluted share this quarter, and that represents good growth over both last quarter and the year earlier period.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"On Slide 6, we note some of the highlights of the quarter.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Revenue of $27.5 billion on an FTE basis, grew 6% from the first quarter of '24. Most revenue items showed improvement year-over-year.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"NII grew 3%. Investment and brokerage fees rose 15%, with both assets under management flows and market levels contributing nicely to the growth.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
This quarter's $5.6 billion in sales and trading revenue grew 9% from the year ago period.,quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Service charges grew 8%, with particular strength in our Global Payment Solutions revenue.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Card income improved 4%, and other income also improved, driven by gains mostly associated with leveraged finance positions, and these were positions that we disposed of during the quarter.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Noninterest expense was $17.8 billion, up from the fourth quarter driven by seasonally-elevated payroll taxes and markets revenue-related costs of processing and incentives. Litigation costs were also higher related to a recent decision in a long-running matter.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"We had operating leverage this quarter as revenue grew 300 basis points faster than expense compared to Q1 '24, provision expense for the quarter was $1.5 billion, with asset quality remaining in great shape.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Preferred dividends were $125 million less than the first quarter of '24, as we redeemed some preferreds over the past year. And we used some of our excess capital to reduce our outstanding shares 4% from the first quarter of last year.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
All of these things aided in EPS improving 18% year-over-year.,quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Let's move to a discussion of the balance sheet using Slide 7, and you can see assets ended the quarter at $3.35 trillion. That's up $88 billion from the fourth quarter, driven by higher levels of client activity in Global Markets.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"In addition, loans grew $15 billion in the quarter, supported by a $24 billion increase in deposits. As deposit growth exceeded loan growth, we continue to add to our liquidity.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Long-term debt increased $21 billion, driven by funding needs to support the growth in client assets, average global excess liquidity at $942 billion remained strong and up year-over-year.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Shareholders' equity was flat with the fourth quarter around $296 billion. And within that, we returned $6.5 billion of capital back to shareholders with $2.0 billion in common dividends and the repurchase of $4.5 billion in shares.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"It's worth noting that year-over-year equity is up $2 billion, and a $10 billion increase in common equity was partially offset by a 28% reduction in preferred stock. Tangible book value per share of $27.12 rose 9% from the first quarter of '24.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Turning to regulatory capital on Slide 8, our CET1 level increased to $201 billion, and the CET1 ratio is 11.8%. This is down 11 basis points and remains well above our 10.7% requirement.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"You can see in the waterfall, we deployed capital in a number of ways this quarter. In addition to the increased amount of share repurchases, we allocated more capital to our Global Markets business and grew both consumer and commercial loans.",quarter,Alastair Borthwick,CFO,4,Prepared remarks,Q1_2025,2025-04-15
"Within the ending loan growth, it's worth noting we bought an $8 billion portfolio of residential mortgage loans, that's both high and quality and allows good potential to expand relationships with customers beyond those mortgage loans.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
And we expect these loans to add just over $100 million in NII annually.,quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Supplemental leverage ratio was 5.7% versus a minimum requirement of 5%, which leaves capacity for balance sheet growth and our $468 billion of Total Loss Absorbing Capital means our TLAC ratio remains comfortably above our requirements.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"As you see on Slide 9, we've now grown deposits for the seventh consecutive quarter on an average basis, and we're near $2 trillion on an ending basis.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Typically, we see some downward pressure on deposits as we move from Q4 to Q1 as commercial clients use their cash to pay bonuses and taxes. And this year, we saw commercial deposits more stable as clients remain highly liquid.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"In addition, we remain disciplined on pricing as we pass through short rate declines and saw a 24-basis point decline in rate paid in Global Banking.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"We saw continued stability around our consumer noninterest-bearing balances. And as interest rates moved lower in CDs and Preferred deposits on our brokerage platform, we saw a 3-basis point decline in rates paid in Consumer banking this quarter to 61 basis points.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Overall, rate paid moved from 194 basis points in Q4 to 179 basis points this quarter and were lower in every business segment.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Let's turn to loans by looking at average balances on Slide 10. And you can see loans in Q1 of $1.09 trillion improved 4% year-over-year driven by 7% commercial loan growth. Excluding commercial real estate, that year-over-year growth was 9%.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
We noted a modest increase in revolver utilization during the quarter as clients navigate the current environment.,quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Consumer loans grew modestly year-over-year with linked-quarter movement reflecting seasonal credit card paydowns, and the $8 billion of residential loans we purchased this quarter, and that I noted earlier, those will come on to the balance sheet -- or they came onto the balance sheet at the end of the quarter. So they don't really impact averages this period and will begin to impact them next.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Let's turn our focus to NII performance on Slide 11, where on a GAAP non-FTE basis, NII in Q1 was $14.4 billion. And on a fully-taxable equivalent basis, NII was $14.6 billion. That's up 3% from the first quarter of last year.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"We finished at the higher end of our expected range, and NII grew $75 million on a fully-taxable equivalent basis over Q4, even as we incurred approximately $250 million headwind from 2 fewer days of interest accrual.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"The improvement was driven by Global Markets activity, as well as deposit favorability and loan growth, and fixed rate asset repricing also benefited NII.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"With regard to interest rate sensitivity, on a dynamic deposit basis, we provide a 12-month change in NII for an instantaneous shift in the curve. So that means interest rates would have to move instantaneously another 100 basis points lower than the 4 cuts already expected and contemplated in the April 10 curve.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"On that basis, a 100-basis point decline would decrease NII over the next 12 months by $2.2 billion. And if rates went up 100 basis points, again, more than the forward curve, NII would benefit by roughly $1.0 billion.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"With regard to a forward view of NII, given the uncertainty of announced tariffs, we've seen expectations for more cuts and interest rates and more variability now in the market expectations for economic growth.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"So let us provide a few thoughts for you using Slide 12 to illustrate. In Q4, we provided our expectation that we could exit Q4 of 2025 with NII on a fully-taxable equivalent basis in a range of $15.5 billion to $15.7 billion. And that included an acceleration of NII growth in the second half of the year.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Our assumptions underlying the NII belief then included an interest rate curve, which anticipated one rate cut in the middle of the year and modest loan and deposit growth. And while the interest rate environment has changed a little, our current expectation for the exit rate of NII in Q4 remains unchanged.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"Using the first quarter '25 as the base, the waterfall gives you some idea of our assumptions to bridge to our Q4 '25 expected exit rate.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"First, we pick up 2 additional days of interest, one in each of the next couple of quarters. Fixed-rate asset repricing also benefits our NII, and it takes into account the impact of the current interest rate curve.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
"There are 3 primary buckets for that benefit: securities, mortgage loans, and cash flow hedges. Security paydowns are running about $8 billion to $9 billion a quarter. Mortgage loans are another $4 billion to $5 billion a quarter, and each gains a little more than 200 basis points as they're replaced.",quarter,Alastair Borthwick,CFO,5,Prepared remarks,Q1_2025,2025-04-15
Cash flow swap repricing benefits are a little more staggered in their roll down and make up the rest of the benefit here.,quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"We assume the early-April interest rate curve, which reflects 4 cuts and a couple are later in the year. So that will have some negative impact near term on our expected NII growth, but it improves as the funding costs more fully reflect those cuts.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"The best proxy for that impact is our asset sensitivity, which again assumes instantaneous rate reductions, even below the rates cuts currently in the curve. We provide our best estimate using the timing of those cuts.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"And at the same time, with lower rates, we would expect just a little more loan and deposit activity, and we estimate the NII impact of that growth would offset some of the interest-rate impact from lower rates. We already saw modestly better deposit growth in the first quarter than we expected.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"In addition, we believe our liability-sensitive Global Markets business will also likely benefit NII more as we move through the year. And that obviously depends on the way clients choose to trade with us.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Bottom line, our fourth-quarter exit rate expectation for NII is unchanged at $15.5 billion to $15.7 billion from our previous expectation. And that means we're still expecting strong full year NII improvement this year of 6% to 7%.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Okay. Let's turn to expense, and we'll use Slide 13 for the discussion. We reported a little less than $17.8 billion in expense this quarter, and that included roughly $500 million in seasonal elevation from payroll tax expense and some market-related, revenue-related costs.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"We also had higher litigation expense to $160 million driven by a recent decision in a long-running matter. And remember, as you think about the expense increase from Q4, that quarter included a $300 million release of accruals for the FDIC special assessment.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Expense compared to Q1 '24 is up a little less than 3%, consistent with our full year '25 growth expectations, and the increase reflects costs of higher sales and trading and wealth management fees and in the investments made to add more sales associates and to support increased technology and marketing costs.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Let's move to credit and turn to Slide 14, where our asset quality remains sound. Net charge-offs were $1.45 billion, modestly down compared to Q4. This is the fifth consecutive quarter that net charge-offs have hovered around $1.5 billion.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"The total net charge-off ratio this quarter was 54 basis points, flat with Q4. Q1 provision expense was $1.5 billion and matched net charge-offs.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Consumer net charge-offs were $1.1 billion, consistent with the past few quarters.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Now 90% of our consumer net charge-offs are driven by credit card, which highlights the importance of prudence in underwriting that portfolio as we note on Slide 22.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"On the commercial side, we saw losses of $333 million, down modestly from Q4. Near term, we don't expect much change in net charge-offs, as you can see improvement in both early- and late-stage delinquencies from the fourth quarter.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
That tells us that net charge-offs could even be a touch lower next quarter on the consumer side.,quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"On Slide 15, in addition to the improvement in consumer delinquency statistics, note the modest changes in other stats for both our consumer and commercial portfolios.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Let's move to the various lines of business and some brief comments on their results, starting on Slide 16 with Consumer Banking. For clients, Consumer Banking continues to deliver strong organic growth driven by high-touch and high-tech capabilities, convenience, and security.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"For shareholders, through NII, in particular, this business is increasingly seeing benefits fall to the bottom line for its high-quality deposit book with only 61 basis point rate paid on nearly $950 billion of deposits.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"In Q1, Consumer Banking generated $10.5 billion in revenue and $2.5 billion in net income. Revenue grew 3% from the first quarter of '24, as NII growth was complemented by fee improvement in card on service charges.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
Expenses rose 6% as we continued our business investment and worked through elevated compliance costs.,quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"The organic growth that Brian noted on Slide 3 included nearly 250,000 net new checking accounts this quarter, another strong period of card openings, and strong investment account growth.",quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
Investment balances grew 9% to $498 billion with full year flows of $22 billion and market improvement.,quarter,Alastair Borthwick,CFO,6,Prepared remarks,Q1_2025,2025-04-15
"Consumer Banking deposits continued to increase from their mid-August low, that was $928 billion, and it's now at $972 billion on an ending basis.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Looking at averages deposits grew $5.2 billion from the fourth quarter to $948 billion, and our rate paid declined to 61 basis points.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Finally, as you can see in the appendix, Slide 26, digital adoption and engagement continue to improve, and customer experience scores rose to record levels, illustrating the appreciation of enhanced capabilities from these investments.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Moving to Wealth Management on Slide 17. The business had another strong quarter with a continued increase in banking product usage from our investing clients, the diversification of the revenue in this business continues to grow.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
The number of clients that have banking products with us continues to grow also and is now approaching 2/3 of the client base.,quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Importantly, about 30% of our revenue remains in net interest income, which complements the fees earned in our advice-driven model, and those have also grown.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
Net income of $1 billion rose modestly from the first quarter of '24 as solid revenue growth was mostly offset by higher revenue-related costs and continued investments.,quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"In Q1, we reported revenue of $6 billion, growing 8% over the prior year, led by 15% growth in asset management fees.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Expense growth of 9% supported both the cost of the increase in fees, as well as investment in technology and the cost of hiring to add experienced advisers to the platform in Merrill and the Private Bank.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Average loans were up 6% year-over-year. That was driven by growth in custom lending, securities-based lending, and a pickup in mortgage lending.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Deposits were relatively stable compared to Q4, and our pricing discipline resulted in a 25-basis point decline in rates paid.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Both Merrell and the Private Bank continued to see organic growth and produced strong assets under management flows of $79 billion over the past 12 months, which reflects a good mix of new client money, as well as existing clients putting money to work.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
We also want to draw your attention to the continued digital momentum that you'll find on Slide 28. Our new accounts continue to be predominantly open digitally.,quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"On Slide 18, you see the Global Banking results and the loan and deposit gathering success of the team.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"In the first quarter, Global Banking produced earnings of $1.9 billion, modestly lower than the year ago quarter as lower credit costs from CRE office losses were more than offset by higher expense of investment in the business.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Revenue of $6 billion was flat to the prior year, as lower NII was offset by roughly $230 million higher other income related to leverage finance positions, as well as higher treasury services revenue.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Firm-wide investment banking fees were $1.5 billion in Q1, similar to last year's first quarter. We maintained our #3 investment banking fee position.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"And looking forward, we've got a healthy pipeline, and our clients are simply waiting on more clarity on trade policy and the regulatory environment before committing to deals.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Expense increased 6% year-over-year, driven by continued investments in technology and operations to support clients.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"On the balance sheet, we saw good client activity. As I noted earlier, we saw good growth in commercial loans, mitigated by decline in CRE loans.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"And total average global banking deposits are up 9% year-over-year, where we saw strong growth across all categories from corporate and commercial clients on the larger end to business banking on the lower end.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Switching to Global Markets on Slide 19. I'll focus my comments on results excluding DVA as we normally do. As Brian said, we continued our streak of strong revenue and earnings performance, achieved operating leverage, and continued to deliver a good return on capital.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"In Q1, we earned $1.9 billion, and that grew 8% year-over-year. Revenue, again, ex DVA, improved 10% from the first quarter of '24 on good sales and trading results and $230 million of other income on leveraged finance positions similar to Global Banking.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Focused on Sales & Trading, ex DVA, revenue improved 9% year-over-year to $5.6 billion. Equities led the way this quarter, growing 17% year-over-year, while FICC grew 5%. And Equities and FICC both benefited from increased client activity among the market volatility.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
Year-over-year expenses were up 9% on revenue improvement and our continued investments in the business.,quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"On Slide 20, we show -- all other, with a loss of $4 million in Q1 and the driver of the year-over-year improvement in expense and net income is the absence of the first quarter '24 FDIC special assessment.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2025,2025-04-15
"Our effective tax rate for the quarter was 9%, which reflects the discrete impact of share-based compensation awards.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2025,2025-04-15
"As a reminder, our tax rate remains well below our typical corporate tax rate driven by tax credits related to investments in renewable energy and affordable housing.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2025,2025-04-15
"Looking forward, as we said last quarter, we expect the tax rate for the full year 2025 to be in a range of 11% to 13%, excluding unusual items.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2025,2025-04-15
"So let's shift gears to finish. And we'll use Slide 21. Over the last couple of weeks, investors have signaled concerns for the banking industry over potential changes in the economy.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2025,2025-04-15
