text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"But that continues to grow, and within a year, it's two times that amount. Likewise, when we open a new savings account, it on average brings about $7,000 in balances. This also deepened it by about two times during the year. Investment relationships and credit card account openings continue to be strong in the first quarter as well.",quarter,Brian Moynihan,CEO,5,Prepared remarks,Q1_2024,2024-04-16
"And while we believe some of these statistics are best-in-class, rest assured, there are plenty of opportunities for further growth in our franchise and our company. As we think about our Global Wealth team led by Eric Schimpf, Lindsay Hans, and Katy Knox, that team added 7,300 net new wealth relationships at the Merrill and the Private Bank. Our advisors opened 29,000 new bank accounts in the quarter with our customers deepening the relationships.",quarter,Brian Moynihan,CEO,5,Prepared remarks,Q1_2024,2024-04-16
"More than 60% are investing clients in Merrill, and 90% of our private banking clients now have a core banking relationship with us.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"In addition, across our wealth spectrum, we saw $60 billion in total flows over the last year. As you can see on the slide, we now manage more than $5.6 trillion in total client balances across loans, deposits, and investments in consumer and wealth management.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"When we move to Global Banking, we added more new relationships in this quarter than we did in last year's first quarter. We also increased the number of solutions per relationship with preexisting clients.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"Just like in our consumer business, we have seen good growth in customers seeking the benefits of both our physical and our online capabilities and our talent, and also the care of our talented relationship managers who provide financing solutions and advice for our clients with global needs.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"A couple of other points I'd make on our digital success. Erica, our virtual banking assistant, reached a key milestone of more than 2 billion interactions since its introduction about 6 years ago. It took four years to reach 1 billion interactions.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"It took just 18 months to reach the second billion. In August, we extended Erica's reach and launched Erica in our Global Treasury Services business and CashPro. Erica, as a result, 43% of the CashPro chat inquiries automatedly, demonstrating more and more clients are able to self-solve. This is a great example of best practices being shared across the scale of our company.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"Second, as an example of our digital success, Zelle continues to grow. It wasn't long ago that we noted that the number of Zelle transactions in a quarter had surpassed the numbers of checks written. Shortly after that, Zelle transactions reached two times the number of checks written.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"This quarter, Zelle transactions has now passed the combined number of checks written, plus the amount of cash withdrawals from tellers and from ATMs.",quarter,Brian Moynihan,CEO,6,Prepared remarks,Q1_2024,2024-04-16
"That is a rapid adoption and represents continued cost savings and convenience and security for the customers. These stats and others are included in our quarterly [Inaudible] for our digital banking progress. That's included in Slides 20, 22, and 24. I encourage you to read them.",quarter,Brian Moynihan,CEO,7,Prepared remarks,Q1_2024,2024-04-16
"They show our market-leading efforts, representing billions of dollars of our investment over the years, and we are continuing to drive growth with expense growth under control. This solid earnings results achieved this quarter are testament to the dedication and talent of our 212,000 people who work here and deliver for our customers every day. I thank them for another great quarter. And with that, I'll turn it over to Alastair.",quarter,Brian Moynihan,CEO,7,Prepared remarks,Q1_2024,2024-04-16
"Thank you, Brian. And I'm going to start on Slide 4 of the earnings presentation. So Brian covered much of the income statement highlights, and he noted the difference in our reported results and the results adjusted for the FDIC assessment. So I'm not going to repeat that.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2024,2024-04-16
"I'd just add that we delivered strong returns. On a reported basis, our return on average assets was 83 basis points, and return on tangible common equity was 12.7%. And when adjusted for the FDIC assessment, our efficiency ratio was 64%, ROA at 89 basis points, and ROTCE at 14%.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2024,2024-04-16
"So let's move to the balance sheet on Slide 5, where we ended the quarter at $3.27 trillion of total assets, up $94 billion from the fourth quarter.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2024,2024-04-16
"And the bulk of that increase was in Global Markets to support seasonally elevated levels of client activity. Outside of the Global Markets activity, we'd highlight both the $23 billion growth in deposits and the $20 billion decline in cash levels.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2024,2024-04-16
"So with that increase in liquidity, you'll also note that debt securities increased $39 billion, which included an $8 billion decline in hold-to-maturity securities and a $47 billion increase in AFS securities. And those are mostly hedged U.S. treasuries added with yields effectively at cash rates.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2024,2024-04-16
"At $313 billion, our absolute cash levels remain higher than required. Liquidity remained strong with $909 billion of global liquidity sources, and that's up $12 billion from the fourth quarter and remains $333 billion above our pre-pandemic fourth quarter '19 level.",quarter,Alastair Borthwick,CFO,7,Prepared remarks,Q1_2024,2024-04-16
"Shareholders' equity increased $1.9 billion from the fourth quarter earnings, as they were only partially offset by capital distributed to shareholders.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"And AOCI was little changed in the quarter. During the quarter, we paid out $1.9 billion in common dividends and we bought back $2.5 billion in shares, which more than offset our employee awards.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"As part of those share awards in the first quarter, we announced our seventh consecutive year of sharing success compensation awards, covering more than 95% of our associates and further aligning their interest with shareholders. Tangible book value per share of $24.79 is up 9% year over year.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"Looking at regulatory capital, our CET1 level improved to $197 billion from December 31st, and the CET1 ratio was stable at 11.8% and remained well above our current 10% requirement.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"We also remain quite well-positioned against the current proposed capital rules, as our CET1 level is also above the 10% requirement even when we include estimated RWA inflation from those new proposed rules.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"Risk-weighted assets increased modestly, driven by client activity in Global Markets. And our supplemental leverage ratio was 6%, compared to a minimum requirement of 5%, which leaves capacity for balance sheet growth.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"And at $475 billion of total loss-absorbing capital, our TLAC ratio remains comfortably above our requirements. Let's turn our balance sheet focus to loans by looking at the average balances on Slide 6.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"Average loans in the first quarter of $1.048 trillion were flat compared to the fourth quarter, and they improved 1% year over year as solid credit card growth was partially offset by declines in securities-based lending. Commercial loans grew modestly year over year.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"We experienced modest improvement in revolver utilization and commercial lending in the first quarter, and that's being offset for the most part by paydowns as larger client financing solutions are being met through capital markets access.",quarter,Alastair Borthwick,CFO,8,Prepared remarks,Q1_2024,2024-04-16
"And lastly on a positive note, loan spreads continued to widen. Moving to deposits. We'll stay focused on averages on Slide 7.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"And relative to pre-pandemic Q4 2019, average deposits are still up 35%. Every line of business remains well above their pre-pandemic levels, and consumer is up 32% with checking up 38%, driven by net new checking accounts added, as Brian noted earlier.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
Linked-quarter total average deposits remained steady at more than $1.9 trillion. The total rate paid on consumer deposits in the quarter was 55 basis points.,quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"And while the rate increased 9 basis points from the fourth quarter, the pace of increases continues to slow. The mix of low-rate and high-quality transactional accounts keeps the rate paid low.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
Wealth Management and Global Banking also saw a slowdown in the increases in their rate paid and slowdown in the rotation out of noninterest-bearing accounts in the first quarter. Focusing for a moment on ending deposits and movement from the fourth quarter.,quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"This quarter, we delivered good deposit growth. Total deposits grew $23 billion, and they're now $100 billion above their trough in mid-May of 2023.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
Consumer Banking deposits saw growth in both consumer interest-bearing and noninterest-bearing. Global Banking continued their more normal pattern of deposits seen for the past five quarters and up more than $30 billion over the last year.,quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"Deposit growth exceeded loan growth for the third straight quarter and our excess of deposits over loans expanded to $897 billion, and that's nearly two times the $450 billion we had pre-pandemic. You can see that on the upper left-hand side of Slide 8.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"We continue to have a mix of cash available-for-sale securities and held-to-maturity securities. And this quarter, our combination of cash and AFS is now 52% of the total $1.2 trillion noted on this page.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"You'll also notice the continued change in mix of the shorter-term portfolio, as we again lowered cash and increased AFS securities that are mostly hedged and have similar yields to the cash. Note also the hold-to-maturity book continues to decline from paydowns.",quarter,Alastair Borthwick,CFO,9,Prepared remarks,Q1_2024,2024-04-16
"In total, the hold-to-maturity book is now down $96 billion from its peak, and it consists of about $122 billion in treasuries and about $458 billion in mortgage-backed securities, along with $7 billion of other securities.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"Lastly, the blended cash and securities yield of 360 basis points continued to rise and remained about 168 basis points above the rate we pay for deposits.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"The replacement of lower-earning assets into higher-yielding assets continues to provide an ongoing benefit to NII. Let's turn our focus to NII performance using Slide 9, where you can see on a fully tax equivalent basis, NII was $14.2 billion.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"Good deposit growth provided a strong start to the year for NII. And as Brian noted, NII of $14.2 billion increased by $100 million from the fourth quarter.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"Now that compares to our expectation and guidance of a decline of $100 million to $200 million, and that would have resulted in NII this quarter of $13.9 billion or $14 billion. So we did quite a bit better than we had originally expected.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"The improvement in quarterly NII in Q1 compared to Q4 included the benefits of higher-yielding assets and improvement in Global Markets NII, partially offset by higher deposit costs and one less day in Q1 than Q4 '23. Deposit balance activity more generally also aided in the beat versus our expectations.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"As we look forward for Q2, we expect some modest impact of lower deposits in wealth management as clients make their seasonal income tax payments. And we expect Global Markets NII to decline mostly seasonally a little bit as well.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"So we expect second-quarter NII could approach $14 billion on an FTE basis. And further, we continue to expect that Q2 will be the low point for NII, and we expect the back half of 2024 to grow.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"And compared to our guidance last quarter, we're obviously growing off a larger base of NII after having outperformed in the first quarter. With regard to that forward view, let me just note a few other caveats.",quarter,Alastair Borthwick,CFO,10,Prepared remarks,Q1_2024,2024-04-16
"It includes our assumption that interest rates in the forward curve at the end of the quarter materialize. And at the end of the first quarter, there were still three cuts expected this year starting in June.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"Our forward view also includes an expectation of low single-digit loan growth and some moderate growth in deposits as we move into the back half of 2024. And given our recent deposit and loan performance, we continue to feel good about these assumptions.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"Turning to asset sensitivity and focused on a forward yield curve basis, our sensitivity to the plus and minus 100 basis point parallel shift in the forward curve at March 31st remains well balanced. OK. Let's turn to expense.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"And we'll use Slide 10 for that discussion, where we reported $17.2 billion expense this quarter, including the FDIC assessment. Adjusted for the assessment, expenses were $16.5 billion, and the increase over the fourth quarter included a little more than $400 million in seasonal payroll tax expense as well as higher revenue-related costs and, to a lesser extent, annual merit increases and other annual awards like sharing success awards provided this quarter.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"$16.5 billion was just a little above our forecast for Q1, which we made last quarter, and the increase is driven by better-than-expected fee revenue across wealth management, investment banking and sales and trading.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"And as Brian said, that's a trade-off we're more than happy to make, bringing more earnings to the bottom line. And while expense is up almost 2% from last year, we simply remind you, inflation was up by more than 4%, and we've increased our investment and we're paying for the revenue growth. So we think it represents good work by our teams.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"As we look forward in Q2, we expect a decline from the Q1 level, as we typically see about two-thirds of the Q1 elevated payroll tax expense come back out.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"And the remainder of the year, expense is expected to trend down. Continued digital engagement, savings, and operational excellence initiatives should help us offset other cost increases for people and technology through the back half of the year.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"Turning to credit on Slide 11. Provision expense was $1.3 billion in the first quarter, and that included $179 million of reserve release due to a modestly improved macro environmental outlook, as the baseline consensus expectations improved from the fourth quarter.",quarter,Alastair Borthwick,CFO,11,Prepared remarks,Q1_2024,2024-04-16
"On a weighted basis, we remain reserved for an unemployment rate of nearly 5% by the end of 2025 compared to the most recent actual 3.8% rate.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"Net charge-offs of $1.5 billion increased $306 million from the fourth quarter, driven by continued credit card seasoning and commercial real estate office exposures, as swift revaluations from current appraisals and resolutions drove higher charge-offs. The net charge-off ratio was 58 basis points, a 13 basis point increase from the fourth quarter.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"On Slide 12, we show you the credit quality metrics for both our consumer and commercial portfolios.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
Consumer net charge-offs increased $115 million versus the fourth quarter from the flow-through of higher late-stage credit card delinquencies. We included a credit card delinquency Slide number 28 in our appendix. And we're encouraged by the trend of delinquencies because the late-stage increases slowed and early stage delinquencies improved as well.,quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
And that leads us to believe we should begin to see consumer net charge-offs start to level out over the next quarter or so.,quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"All of this is still well within our risk appetite and our expectations, and it's consistent with the normalization of credit we've discussed with you in prior calls. Commercial net charge-offs increased $191 million versus the fourth quarter, driven by commercial real estate losses and office exposures.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"And on office losses this quarter, we recorded charge-offs on 16 office loans: four were a result of sales activity, i.e., final resolution; seven were from losses that we expect on exposures that are in the process of expected resolution in the course of the next 90 days; and the rest we took as a result of refreshed valuations.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"Using a continuous and thorough loan-by-loan analysis, and we're quick to recognize impacts in the commercial real estate office space through our risk ratings, and that's resulted in several downgrades in the last few quarters.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"As a result of these quick actions and our downgrades in categorization, we've also refreshed the valuation of our reservable criticized properties, and we've taken appropriate reserves and charge-offs in the process.",quarter,Alastair Borthwick,CFO,12,Prepared remarks,Q1_2024,2024-04-16
"Roughly one-third of our office exposure is now categorized as reservable criticized. And importantly, the pace of the increase in reservable criticized exposures has slowed each quarter since the second quarter of last year. So we believe the losses on these office properties have been front-loaded and largely reserved.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
"We expect the losses to move lower in the second quarter. And we expect a notable decline in the second half of the year when compared to the first half of this year, absent any material change in expected real estate prices. In the appendix on Slide 29, we've included a current view of our commercial real estate and office portfolio metrics, as we usually do. OK.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
"Let's turn to the various lines of business and offer some brief comments on their results, starting on Slide 13 with Consumer Banking. For the quarter, Consumer Banking earned $2.7 billion on continued strong organic growth.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
The reported earnings declined 15% year over year as revenue declined from lower deposit balances compared to the first quarter of '23. Credit card loss normalization also caused year-over-year provision expense to increase.,quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
"As Brian noted, customer activity showed another strong quarter of net new checking growth, another strong period of card openings, and investment balances for consumer clients, which climbed 29% year over year to a record $456 billion. That included market appreciation and also very strong full-year flows of $44 billion.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
"As noted earlier, loans grew nicely year over year from credit card as well as small business where we remain the industry leader.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
"Expenses were flat year over year, fighting off inflation, merit increases, higher minimum wages, and new and renovated financial centers and technology investments.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
"So holding expense flat reflected very good work by the consumer team. As you can see on the appendix, Page 20, digital adoption and engagement continued to improve, reaching a record of 3.4 billion digital log-ins in the quarter, and it showed good year-over-year improvement. Customer satisfaction scores at near-record levels illustrate the continued appreciation of the enhanced capabilities we provide.",quarter,Alastair Borthwick,CFO,13,Prepared remarks,Q1_2024,2024-04-16
Moving to wealth management on Slide 14.,quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"We produced good results, and that included good organic client activity, market favorability, and strong flows. Our comprehensive suite of investment and advisory services, coupled with a commitment to personalized wealth management planning and solutions, has enabled us to meet the diverse needs and aspirations of our clients.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"In the first quarter, we reported record revenue of $5.6 billion and a little more than $1 billion in net income. That net income rose 10% from the first quarter of '23.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"Business generated positive operating leverage and grew revenue faster than expense, while improving the pre-tax margin year over year. While overall average loans were down year over year driven by the securities-based lending, it's worth noting the strong growth we're seeing in custom lending, and ending loans in the wealth management customer loan book are up 6% year over year.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"As Brian noted earlier, both Merrill and the Private Bank continued to see strong organic growth and produced good assets under management flows of more than $60 billion since the first quarter of '23, which reflects a good mix of new client money as well as existing clients putting money to work.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"Expense growth here max the revenue growth, otherwise fighting off higher investment costs and inflation.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"Let me also highlight the continued digital momentum here. As an example, Merrill has 86% of its clients now engaging with us digitally and 80% utilizing eDelivery. 76% of their eligible accounts are now opened digitally. So the cost for us to open is half, and the customer cycle times are improved greatly.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"On Slide 15, you see Global Banking results. And the business produced earnings of just less than $2 billion, down 22% year over year, as improved investment banking fees and treasury services revenue were overcome by lower net interest income and higher provision expense.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"Revenue declined 4%, driven by the impact of interest rates and deposit rotation to interest-bearing, and that impacted NII. The diversification of our revenue across products and regions continues to reflect the strength of this platform, and GTS and investment banking fees are good examples.",quarter,Alastair Borthwick,CFO,14,Prepared remarks,Q1_2024,2024-04-16
"In our Global Treasury Services business, some of the NII pressure from higher rates on deposits is offset by the fees paid for moving and managing the cash of clients, and that continues to grow with existing clients as well as with new client generation.",quarter,Alastair Borthwick,CFO,15,Prepared remarks,Q1_2024,2024-04-16
"As Brian noted, Investment Banking had a strong quarter. And at $1.6 billion in investment banking fees, this quarter was the strongest quarter in seven years, absent the pandemic 2020 and 2021 periods.",quarter,Alastair Borthwick,CFO,15,Prepared remarks,Q1_2024,2024-04-16
