text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"First, we continue to make investments in our Transformation and other risk and control initiatives which are necessary to modernize our infrastructure, automate our controls, as well as improve the client experience. As we said before, we will start to see the more material benefits of these investments over the medium-term.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q2_2023,2023-07-14
"Second, as part of our simplification efforts, we expect to close the sales of our remaining two Asia consumer franchises by year-end, and we plan to restart the exit process in Poland. As you can see on the slide, we made excellent progress this quarter in the consumer businesses we are winding down, aided by material asset sales, and we are now attacking stranded costs and closing out the TSAs in the markets we have already exited.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
You saw our determination to execute when we decided to IPO Banamex after exploring a sale. We should complete the process of separating the two businesses next year in preparation for the IPO and I am pleased with the progress on the ground – we are about to begin acceptance testing on the new systems for the retained businesses.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"All this means that by year end, considering how far the divestures and winddowns have progressed, Legacy Franchises will have materially reduced its exposures and primarily be down to Mexico, Poland, Korea and the elimination of the remaining stranded costs. As such, as we move through the second half of the year, we will be in a position to focus on the third leg of bringing down our expense base through a leaner organizational model.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"Together, these three efforts are why we have confidence in saying that we will start to bend the curve on an absolute basis by the end of 2024 and continue to bring down expenses over the medium-term.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
Let me end with capital. You won’t be shocked to hear that we were disappointed with the increase to our Stress Capital Buffer. We have engaged in active dialogue with the Fed to better understand the differences between our model and theirs in terms of Non-Interest Revenue.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"And the industry awaits further clarity on capital requirements and importantly their implementation timing from the holistic review the Fed has undertaken and the expected Basel III Endgame NPR. There is still uncertainty as to what the final rules will be and we, like the rest of the industry, will need to work through the implications.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"The exit of fourteen international consumer markets, coupled with the results of our transformation investments and change in business mix, will help reduce our capital ratios. In addition, we have other levers to pull over time, such as capital allocation, DTA utilization, our GSIB score and our management buffer of 100 basis points.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"We are committed to returning capital to our shareholders, as you saw with our decisions to repurchase $1 billion in common stock and increase the dividend. We ended the second quarter with a CET 1 ratio at 13.3%, 100 basis points above our upcoming requirement, after returning a total of $2 billion in capital. And we grew our Tangible Book Value per share to $85.34. Given the environment, we will continue to look at our level of capital return on a quarter-to-quarter basis.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"Overall, we are pleased with the progress we have made but there remains a lot to do. We will continue to update you on the progress we are making every quarter.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"With that, I would like to turn it over to Mark and then we would be delighted, as always, to take your questions.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q2_2023,2023-07-14
"Thanks, Jane and good morning everyone. I am going to start with the Firmwide financial results, focusing on year-over-year comparisons for the second quarter unless I indicate otherwise, and spend a little more time on expenses and capital. Then I will turn to the results of each segment.",quarter,Mark Mason,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"On slide 4, we show financial results for the full firm. In the second quarter, we reported net income of approximately $2.9 billion and an EPS of $1.33 and an RoTCE of 6.4% on $19.4 billion of revenues.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Embedded in these results are after-tax divestiture-related impacts of approximately $(92) million. Excluding these items, EPS was $1.37 with an RoTCE of 6.6%.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"In the quarter, total revenues decreased by 1% both on a reported basis and excluding divestiture-related impacts, as strength across Services, U.S. Personal Banking and revenue from the investment portfolio, was more than offset by declines in Markets, Investment Banking and Wealth, as well as the revenue reduction from the closed exits and wind-downs.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Our results include expenses of $13.6 billion, up 9% both on a reported basis and excluding divesture-related costs.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Cost of credit was approximately $1.8 billion, primarily driven by the continued normalization in Cards net credit losses and ACL builds, largely related to growth in card balances.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Our effective tax rate this quarter was 27%, primarily driven by the geographic mix of our pre-tax earnings in the quarter. Excluding current quarter divestiture-related impacts, our effective tax rate was 26%.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"At the end of the quarter, we had over $20 billion in total reserves with a reserve-to-funded loans ratio of approximately 2.7%. And through the first half of 2023, we reported an RoTCE of 8.7%.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"On Slide 5, we show the quarter-over-quarter and year-over-year expense variance for the second quarter. Expenses were up 9%, driven by a number of factors, including investments in risk and controls, business-led and enterprise-led investments, volume growth and macro factors, including inflation, as well as severance, and all of this was partially offset by productivity savings and expense reductions from the exits and wind-downs",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Severance in the quarter was approximately $200 million, and $450 million year-to-date, as we took further actions across Investment Banking, Markets and the Functions.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"We are investing in the execution of our Transformation and continue to see a shift in our investments from third-party consulting to technology and full-time employees. And as we said last quarter, our Transformation and technology investments span across the following themes: Platform and process simplification, security and infrastructure modernization, client experience enhancements and data improvements.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"And across these themes, technology spend was $3 billion in the quarter, up 13% primarily driven by “change the bank” spend.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Despite the higher expense base sequentially, we remain in line with our full year guidance of roughly $54 billion, excluding divestiture-related impacts and the FDIC special assessment.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"On slide 6, we show net interest income, deposits, and loans where I’ll speak to sequential variances. In the second quarter, net interest income increased by approximately $550 million, largely driven by dividends.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"The increase in net interest income ex-Markets was largely driven by higher rates and cards growth, partially offset by the mix shift that we have seen to higher rate deposit products within PBWM.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Average loans were flat as growth in PBWM was offset by the wind-down markets and a decline in ICG, as we continue to optimize the loan portfolio including a further reduction in subscription credit facilities.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Average deposits were down 2%, largely driven by TTS as we saw some non-operational outflow as expected in light of quantitative tightening. However, underlying this, we did see strong growth in operating accounts as we continue to win new clients and deepen with existing ones. And our net interest margin increased 7 basis points.",quarter,Mark Mason,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"On Slide 7, we show key consumer and corporate credit metrics. We are well reserved for the current environment with over $20 billion of total reserves. Our reserves-to-funded loans ratio is approximately 2.7%. And within that, U.S. Cards is 7.9%.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"In PBWM, 44% of our lending exposures are in US cards and of that exposure, 80% is to customers with FICOs of 680 or higher. And NCL rates are still below pre-COVID levels and are normalizing in line with our expectations. The remaining 56% of our PBWM lending exposure is largely in Wealth, predominantly in mortgages and margin lending.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"In our ICG portfolio, of our total exposure, approximately 85% is investment grade. Of the international exposure, approximately 90% is investment grade or exposure to multinational clients or their subsidiaries. And corporate non-accrual loans remain low at about 44 basis points of total loans.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"As you can see on the page, we break out our Commercial Real Estate lending exposures across ICG and PBWM which totals $66 billion, of which 90% is investment grade.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"So, while the macro and geopolitical environment remains uncertain, we feel very good about our asset quality, exposures and reserve levels—and we continuously review and stress the portfolio under a range of scenarios.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"On Slide 8, we show our summary balance sheet and key capital and liquidity metrics. We maintain a very strong $2.4 trillion balance sheet which is funded in part by a well-diversified $1.3 trillion deposit base across regions, industries, customers and account types which is deployed into high-quality, diversified assets.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"Our balance sheet reflects our strategy and well diversified business model. We leverage our unique assets and capabilities to serve corporates, financial institutions, investors, and individuals with global needs.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"The majority of our deposits, $818 billion, are institutional and operational in nature and span across 90 countries. These institutional deposits are complemented by $427 billion of US Retail consumer and global wealth deposits as you can see on the bottom right side of the page.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
We have approximately $584 billion of HQLA and approximately $661 billion of loans and we maintain total liquidity resources of just under $1 trillion. Our LCR was relatively stable at 119% and our net stable funding ratio was greater than 100%.,quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"We ended the quarter with a 13.3% CET1 ratio. And our tangible book value per share was $85.34, up 6% from a year ago.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"On Slide 9, we show a sequential CET1 walk to provide more detail on the drivers this quarter.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"Starting from the end of the first quarter. First, we generated $2.6 billion of net income to common which added 22 basis points.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"Second, we returned $2.0 billion in the form of common dividends and share repurchases, which drove a reduction of about 18 basis points",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"And finally, the remaining 14 basis point decrease was primarily driven by RWA growth as we continued to grow card balances, partially offset by optimizing RWA in Markets and Corporate Lending",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"We ended the quarter with a 13.3% CET1 capital ratio, which includes a 100 basis point internal management buffer. We expect our regulatory capital requirement to be 12.3% in October of 2023, which incorporates the increase in our Stress Capital Buffer from 4% to the preliminary SCB of 4.3% we announced a couple weeks ago.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"And we will continue our dialogue with the Fed to better understand the differences between their modeled results and ours, specifically in non-interest revenue.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
"That said, our strategy is designed to further diversify our business mix to have a more consistent, predictable and repeatable revenue stream, as well as reduce risk and simplify our firm by exiting 14 international consumer markets.",quarter,Mark Mason,CFO,5,Prepared remarks,Q2_2023,2023-07-14
The strategy and the simplification coupled with the benefits of our transformation investments will allow us to improve RWA and capital over time. The continued optimization of our balance sheet should not only help SCB but reduce RWA. This will offset some of the anticipated headwinds in capital requirements and RWA.,quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
And we will continue to reassess how and where we deploy capital and evaluate the appropriate level of our management buffer over time.,quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"On Slide 10, we show the results for our Institutional Clients Group for the second quarter. Revenues were down 9% this quarter, as growth in Services was more than offset by Markets and Banking.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Expenses increased 13%, primarily driven by continued investments in TTS and risk and controls, as well as approximately $120 million of severance in Investment Banking and Markets, partially offset by productivity savings.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Cost of credit was $58 million, as net credit losses were partially offset by an ACL release. This resulted in net income of approximately $2.2 billion, down 45%, primarily driven by lower revenues and higher expenses.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
ICG delivered an RoTCE of 9.2% for the quarter and 11.4% through the first half of 2023.,quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
Average loans were down 6% reflecting discipline around our strategy and returns. Average deposits were up 1% as we continued to acquire new clients and deepen relationships with existing ones.,quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"On Slide 11, we show revenue performance by business and the key drivers we laid out at Investor Day.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"In Treasury and Trade Solutions, revenues were up 15%, driven by 18% growth in net interest income and 8% in non-interest revenue.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"It’s also worth noting that TTS revenues were up 20% on an ex-FX basis. We continue to see healthy underlying drivers in TTS that indicate consistently strong client activity with, U.S. Dollar Clearing Volumes up 6%, both in the quarter and through the first half of 2023, Cross-border flows up 11%, outpacing global GDP growth, both in the quarter and through the first half of 2023, and commercial card volumes up roughly 15%, led by spend in travel",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"In fact, similar to the last few quarters, client wins are up approximately 41% across all client segments. These include marquee transactions where we are serving as the client’s primary operating bank.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"In Securities Services, revenues were also up 15%, driven by higher net interest income across currencies.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"We are pleased with the progress in Securities Services as we continue to onboard assets under custody and administration, which are up approximately 11% or $2.4 trillion dollars And we feel very good about the pipeline of new deals in Securities Services As a reminder, the Services businesses are central to our strategy and are two of our higher-returning businesses with strong synergies across the firm.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Markets revenues were down 13%, driven by both Fixed Income and Equities, relative to an exceptional quarter last year coupled with low volatility this quarter.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Fixed Income revenues were down 13%, as strength in our Rates franchise was more than offset by a decline in Currencies and Commodities.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Equities revenues were down 10%, primarily reflecting a decline in Equity Derivatives. But consistent with our strategy, we continued to grow Prime balances, driven by client wins.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
Corporate client flows remained strong and stable and we continued to make solid progress on our revenue-to-RWA target,quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"And finally, Banking revenues, excluding gains and losses on loan hedges, were down 22%, driven by Investment Banking, as heightened macro uncertainty continued to impact client activity, as well as lower revenues in Corporate Lending.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"While we continue to have a strong pipeline and are seeing green shoots of activity, we recognize there is more work to do in ECM and M&A. That said, we believe the investments we have made in Healthcare and Technology coverage will benefit us over time.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"So overall, while the market environment remains challenging and there is more work to be done, we are making progress against our strategy in ICG.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Now turning to Slide 12, we show the results for our Personal Banking & Wealth Management business.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14
"Revenues were up 6%, driven by net interest income growth of 7%, partially offset by a 6% decline in non-interest revenue, driven by lower investment product revenues in Wealth.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Expenses were up 5%, predominantly driven by risk and control investments.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Cost of credit was $1.6 billion, driven by higher net credit losses as we continue to see normalization in our card portfolios and a reserve build of $335 million, primarily driven by card balance growth.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Average loans increased 7% driven by cards, mortgages and installment lending.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Average deposits decreased 1%, largely reflecting our Wealth clients putting cash to work in fixed income investments on our platform.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"And PBWM delivered an RoTCE of 5.5%, both for this quarter and through the first half of 2023, largely reflecting the challenging environment for Wealth and higher credit costs.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"On Slide 13, we show PBWM revenues by product as well as key business drivers and metrics.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Branded Cards revenues were up 8%, primarily driven by higher net interest income. We continue to see strong underlying drivers with new account acquisitions up 6%, card spend volumes up 4% and average loans up 14%.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Retail Services revenues were up 27%, driven by higher net interest income and lower partner payments.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"For both Card portfolios, we continue to see payment rates decline, and that combined with the investments we have been making contributed to growth in interest-earning balances of 17% in Branded Cards and 12% in Retail Services.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Retail Banking revenues decreased 9%, reflecting the transfer of relationships and the associated deposits to our Wealth business.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"In fact, consistent with our strategy, we continued to leverage our retail network to drive 25,000 Wealth referrals year-to-date through May, up 18% YoY.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Wealth revenues were down 5%, driven by continued investment fee headwinds and higher deposit costs, particularly in the Private Bank. However, Wealth at Work revenues were up over 30%, driven by strong lending results, primarily in mortgages.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Client advisors were down 1%, reflecting the re-pacing of strategic hiring.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
And new client acquisitions were up nearly 40% in the Private Bank and approximately 60% in Wealth-at-Work in the second quarter.,quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"While there’s clearly more work to do in wealth, we are seeing good momentum in underlying drivers.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"On Slide 14, we show results for Legacy Franchises. Revenues were down 1%, as the benefit of higher rates and volumes in Mexico was more than offset by the reductions from closed consumer exits and wind-downs.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"It is worth noting that Mexico’s revenues were up 22%, and 10% ex-FX.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Expenses decreased 2%, primarily driven by closed consumer exits and wind-downs. Excluding divestiture-related impacts, expenses decreased 8%.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"On Slide 15, we show results for Corporate Other for the second quarter. Revenues increased, largely driven by higher net revenue from the investment portfolio. Expenses also increased, driven by inflation and severance.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"On slide 16, I’ll briefly touch on our third quarter and full year 2023 outlook. We are maintaining our full-year revenue guidance of $78 - $79 billion, excluding 2023 divestiture-related impacts, although the mix has shifted somewhat.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"We are increasing our net interest income guidance from $45 billion to slightly above $46 billion for the full year excluding Markets, offset by lower non-interest revenue, largely driven by Investment Banking and Wealth.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"We are also maintaining our expense guidance of roughly $54 billion, excluding 2023 divestiture-related impacts and the FDIC special assessment.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"Net credit losses in Cards should continue to normalize in the remainder of the year, with both portfolios reaching normalized levels by year-end.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"And we now expect the full-year tax rate to be approximately 25%, excluding discrete items and divestiture-related impacts.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"As it relates to the third quarter, we expect continued momentum with clients, including fees, and benefits from US and non-US rates on NII.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14
"We also anticipate a sequential increase in expenses, driven by continued investments in Transformation and risk and controls.",quarter,Mark Mason,CFO,8,Prepared remarks,Q2_2023,2023-07-14
Net credit losses in Cards should continue to normalize in line with expectations.,quarter,Mark Mason,CFO,8,Prepared remarks,Q2_2023,2023-07-14
"And our effective tax rate for the quarter should be approximately 25%, excluding discrete items and divestiture-related impacts.",quarter,Mark Mason,CFO,8,Prepared remarks,Q2_2023,2023-07-14
"And as it relates to buybacks, we will continue to make that decision on a quarter-by-quarter basis.",quarter,Mark Mason,CFO,8,Prepared remarks,Q2_2023,2023-07-14
"Before we move to Q&A, I’d like to end with a few points. We continue to execute on the strategy to simplify our firm, improve our revenue mix and bring both expenses and capital down over time. We are seeing solid momentum in the underlying drivers of the majority of our businesses. And as we said at Investor Day, the financial path will not be linear, but we remain focused on achieving our medium-term RoTCE target.",quarter,Mark Mason,CFO,8,Prepared remarks,Q2_2023,2023-07-14
"And with that, Jane and I would be happy to take your questions.",quarter,Mark Mason,CFO,8,Prepared remarks,Q2_2023,2023-07-14
Our first question will come from Glenn Schorr with Evercore.,quarter,Operator,Host,8,Q and A,Q2_2023,2023-07-14
"So, I'm very curious on the whole revenue to RWA topic, especially with some of the changes coming in. So maybe you could give a little more color on -- let's take, for instance, the further reduction in subscription credit facilities. I think I read somewhere that was like an $80 billion book down to $20 billion. You can correct that if that's wrong. But just usually, those things are big important clients that have relationship lending, things attached to them. So, I'm curious on how you balance the capital benefit, the clear capital benefit, versus client impact and how you think about that? Are there other blocks of business that are in motion right now?",quarter,Glenn Schorr,Analyst,8,Q and A,Q2_2023,2023-07-14
"Thanks Glenn and good morning, and thanks for the question. Look, a couple of points on that. One is we've been very focused on the revenue to RWA metric in our Markets business in the ICG more broadly as well. And we've made considerable progress on that. And that's important because how we use the balance sheet and ensuring that we're optimizing the use of the balance sheet contributes to how we improve returns over time.",quarter,Mark Mason,CFO,8,Q and A,Q2_2023,2023-07-14
