text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"Elevating the five core businesses to my leadership team will enable me to drive greater accountability and sustainable results. To bring it alive, the actions we have taken in the last four weeks will eliminate over 15% of the regional and functional roles at the top two layers, and 60 committees, freeing up over tens of thousands of people hours annually. We have identified about 1,000, or 50%, of our internal financial management reports that we won’t need any longer and have taken out co-heads and dual reporting lines to enable faster decision-making.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2023,2023-10-13
"We are cascading these changes through the organization at pace. We announced the first two layers in September and the next set of changes will be implemented by mid-November, and we aim to bring the entire process to a close by early next year.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2023,2023-10-13
"When we speak in January, Mark and I will be in a position to update you on the financial and other metrics showing the impact of the simplification, amongst other details. While expense is not the primary driver of the organizational changes, they will help us start bending the expense curve in the fourth quarter of next year.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2023,2023-10-13
"And at the end of the work, we will have a simpler firm, that can operate faster, better serve our clients and unlock value for our shareholders.",quarter,Jane Fraser,CEO,4,Prepared remarks,Q3_2023,2023-10-13
"We have made tough decisions here. I want to note how pleased I have been with how the leaders of the firm, especially the next generation, have embraced these changes and are stepping up to implement them. They fully understand that we need to change how we run Citi in order to truly transform it once and for all.",quarter,Jane Fraser,CEO,4,Prepared remarks,Q3_2023,2023-10-13
"Before I close, I would like to address our people in Israel. We are a significant bank in the country and many of our people have lost friends and loved ones. Others are being called up to serve. Despite all that they are dealing with, they are keeping our bank running in the country. I am frankly in awe of their commitment to our clients and each other. More broadly, the price innocent civilians are paying as this crisis unfolds is absolutely devastating to witness.",quarter,Jane Fraser,CEO,4,Prepared remarks,Q3_2023,2023-10-13
"With that, I would like to turn it over to Mark and then we would be delighted, as always, to take your questions.",quarter,Jane Fraser,CEO,4,Prepared remarks,Q3_2023,2023-10-13
"Thanks, Jane and good morning, everyone. I am going to start with the Firmwide financial results, focusing on year-over-year comparisons for the third quarter unless I indicate otherwise, and then spend a little more time on the businesses.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"On slide 4, we show financial results for the full firm. In the third quarter, we reported net income of approximately $3.5 billion, EPS of $1.63 and an RoTCE of 7.7% on $20.1 billion of revenues.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"Embedded in these results are divestiture-related impacts of approximately $214 million, after-tax, primarily driven by the Taiwan consumer business sale. Excluding these items, EPS was $1.52 with an RoTCE of 7.2%.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"In the quarter, total revenues increased by 9% on a reported basis and 10% excluding divestiture-related impacts, driven by strength across Services, Cards and Markets, as well as modest growth in Banking, partially offset by the revenue reduction from the closed exits and wind-downs.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"Our results include expenses of $13.5 billion, up 6% on a reported basis and $13.4 billion excluding divesture-related costs, also up 6%.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"Cost of credit was approximately $1.8 billion, up 35%, primarily driven by the continued normalization in Card net credit losses and volume growth. At the end of the quarter, we had over $20 billion in total reserves with a reserve-to-funded loans ratio of approximately 2.7%. And year-to-date, we reported an RoTCE of 8.3%.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"On slide 5, we show expense drivers for the third quarter as well as our key investment themes. Expenses were up 6% and our level of expenses continue to be driven by a number of factors, including: Investments in Transformation as well as risk and controls, Business-led and enterprise-led investments Macro factors, including inflation and FX, Severance, which was approximately $190 million in the quarter and roughly $640 million on a year-to-date basis. This included actions across Banking, Markets, Wealth and the functions. And all of this was partially offset by productivity savings and expense reductions from the closed exits and wind-downs.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"And our technology spend across the firm was $3 billion in the quarter, up 8%, largely driven by investments in product development, platform enhancements and improving the client experience. Also driving the increase is continued investment in technology for the Transformation as we address the consent orders and modernize the firm.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"As we said last quarter, our Transformation and technology investments span the following themes: Platform and process simplification, Security and infrastructure modernization, Client experience enhancements, and data improvements.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2023,2023-10-13
"And we remain in line with our full year guidance of roughly $54 billion, excluding divestiture-related impacts and the FDIC special assessment.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"On slide 6, we show net interest income, deposits, and loans where I’ll speak to sequential variances. In the third quarter, net interest income decreased by $72 million. Excluding Markets, net interest income increased $332 million, primarily driven by: Growth in PBWM, as we continue to see loan growth and higher loan spreads, a pickup in Services driven by higher deposit spreads, as a result of higher interest rates and active beta management, partially offset by reductions from closed exits and wind-downs.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"Average loans were up 1%, largely driven by growth in U.S. Personal Banking across Cards and Retail Banking, as well as TTS.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"Average deposits were down 2%, largely driven by Services, as we saw non-operational deposit outflows, as expected, in light of quantitative tightening.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
And our net interest margin increased 1 basis point.,quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"On slide 7, we show key consumer and corporate credit metrics. We are well reserved for the current environment with over $20 billion of total reserves. Our reserves-to-funded loans ratio is nearly 2.7%. And within that, U.S. Cards is 7.8%.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"In PBWM, 45% of our loans are in US cards and of that exposure, 80% is to consumers with FICO scores of 680 or higher. And both Branded Cards and Retail Services NCL rates are still below pre-COVID levels but are normalizing in line with our expectations. The remaining 55% of our PBWM loans are largely in Wealth, predominantly in mortgages and margin lending.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"In our ICG portfolio, of our total exposure, approximately 85% is investment grade. Of the international exposure, approximately 90% is investment grade or exposure to multinational clients or their subsidiaries. Corporate non-accrual loans increased by $490 million but remain low at 68 basis points of total corporate loans. And we ended the quarter with a reserve-to-funded loan ratio of approximately 1%.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"As you can see on the page, we break out our Commercial Real Estate lending exposures across ICG and PBWM which totals approximately $65 billion, of which 86% is investment grade with a total reserve to funded loan ratio of 1.4%.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"To give you a sense of the macro scenarios that underpin our over $20 billion of reserves, our current scenario-weighted average unemployment rate is approximately 5%, which includes a downside scenario with an average unemployment rate of roughly 7%.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"So, while the macro and geopolitical environment remains uncertain, we feel very good about our asset quality, exposures and reserve levels—and we continuously review and stress the portfolio under a range of scenarios.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"On slide 8, we show our summary balance sheet and key capital and liquidity metrics. We maintain a very strong $2.4 trillion balance sheet which is funded in part by a well-diversified $1.3 trillion deposit base across regions, industries, customers and account types which is deployed into high-quality, diversified assets. Our balance sheet reflects our strategy and well diversified business model. We leverage our unique assets and capabilities to serve corporates, financial institutions, investors, and individuals with global needs. The majority of our deposits, $782 billion, are institutional and operational in nature and span across 90 countries. These institutional deposits are complemented by $416 billion of U.S. Personal Banking and global wealth deposits.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"We have approximately $569 billion of HQLA and approximately $666 billion of loans and we maintain total liquidity resources of $937 billion. Our LCR was 117%. We ended the quarter with a 13.5% CET1 ratio, based on Standardized RWA, which is our binding constraint. Although not binding, our Advanced RWA did increase this quarter, largely driven by business activity. And our tangible book value per share was $86.90, up 8% from a year ago.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"On slide 9, we show a sequential CET1 walk to provide more detail on the drivers this quarter. Starting from the end of the second quarter. First, we generated $3.2 billion of net income to common which added 28 basis points. Second, we returned $1.5 billion in the form of common dividends and share repurchases, which drove a reduction of about 13 basis points, and finally, the remaining 2 basis point increase was primarily driven by lower DTA deductions and a net reduction in RWA.",quarter,Mark Mason,CFO,5,Prepared remarks,Q3_2023,2023-10-13
"We ended the quarter with a 13.5% CET1 capital ratio, approximately 120 basis points or $14 billion above our current regulatory capital requirement of 12.3% as of October 1st.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"Before we move on, I’d like to spend a minute on capital. We continue to optimize our RWA and capital which we expect to be a tailwind over time. Contributing to this, is the execution of our strategy, such as further diversifying our business mix and simplifying our business model including exiting our 14 international consumer markets. Our investments in the Transformation will continue to enhance our data, analytics and stress testing capabilities enabling continued capital optimization.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"And of course, in light of the evolving regulatory environment we are also looking at other mitigating actions but those will largely depend on how the final capital rules play out. These actions could include exiting or restructuring certain products, divesting certain equity investments, and reevaluating both how we deploy capital and our management buffer.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
We’ve consistently demonstrated our ability to manage our RWA and capital levels through various macro environments and the evolving regulatory landscape and will continue to do so.,quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"On slide 10, we show the results for our Institutional Clients Group for the third quarter. Revenues were up 12% this quarter, driven by double-digit growth across Services, Markets and Banking.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"In the quarter, normal course foreign currency translation impacts drove a net revenue headwind in ICG. On an ex-FX basis, ICG revenues would have been up 15%. Additionally, there was an approximately $180 million negative impact from the currency devaluation in Argentina on our net investment in the country mainly across TTS, Markets and Securities Services.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"Expenses increased 10%, primarily driven by continued investments in risk and controls and volume-related expenses, partially offset by productivity savings.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"Cost of credit was $196 million, including $51 million of net credit losses. This resulted in net income of approximately $2.4 billion, up 12%, driven by higher revenues, partially offset by higher expenses and higher cost of credit.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"Average loans were down 4%, as we were very deliberate about how we deployed resources across the businesses, including the reduction in subscription credit facilities. Average deposits were flat as new client acquisitions and deepening of relationships with existing clients were offset by non-operational deposit outflows. ICG delivered an RoTCE of 10% for the quarter and 11% year-to-date.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"On slide 11, we show revenue performance by business and the key drivers we laid out at Investor Day. In Treasury and Trade Solutions, we recorded our highest revenue quarter in the last decade. Revenues were up 12%, driven by 17% growth in net interest income. Non-interest revenues were up 1%, and on an ex-FX basis, non-interest revenues would have been up 8%. We continue to see healthy underlying drivers in TTS that indicate consistently strong client activity with Cross-border flows up 16%, outpacing global GDP growth. And year-to-date, cross-border flows are up 12% U.S. Dollar Clearing Volumes are up 6%, both year-over-year in the quarter and year-to-date and commercial card volumes are up 8% year-over-year, driven by growth in business-to-business payments and travel and entertainment spend. And year-to-date commercial card volumes are up 20%.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"In fact, similar to the last few quarters, client wins are up approximately 40% across all client segments. These include marquee mandates where we are serving as the client’s primary operating bank. We continued to make good progress on our commercial client strategy, as year-to-date wins more than doubled, driven by expansion into new markets, and growth in multi-product mandates from clients with cross border needs.",quarter,Mark Mason,CFO,6,Prepared remarks,Q3_2023,2023-10-13
"In Securities Services, revenues were up 16%, driven by higher net interest income across currencies. Non-interest revenues were up 3%. We are very pleased with the progress we are seeing in Securities Services as we continue to onboard assets under custody and administration, which are up approximately 10% or $2.1 trillion Markets revenues were up 10%, driven by Fixed Income.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Fixed Income revenues were up 14%, largely driven by strength in our Rates and Currencies franchise. While volatility remained subdued versus a year ago, we did see overall volatility tick higher relative to the beginning of the quarter Equities revenues were down 3%, driven by a decline in Equity Derivatives, partially offset by growth in Cash and Prime. And we continued to make solid progress on our revenue-to-RWA target.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"And finally, Banking revenues, excluding gains and losses on loan hedges, were up 17%, driven by Investment Banking, which increased 34% on a reported basis and 12% excluding marks.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Here too, we saw a pickup in activity in the last couple of weeks of the quarter, particularly in DCM but also in M&A as we closed a few deals earlier than expected.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"So overall, while the market environment remains challenging and there is more work to be done, we are making solid progress against our strategy in these businesses.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Now turning to slide 12, we show the results for our Personal Banking & Wealth Management business. Revenues were up 10%, driven by net interest income growth of 9% and a 20% increase in non-interest revenue, primarily due to lower partner payments in Retail Services and higher investment product revenues in Wealth. Expenses were up 5%, predominantly driven by risk and control investments, and severance, partially offset by productivity savings. Cost of credit was $1.5 billion, driven by higher net credit losses as we continue to see normalization in our card portfolios. Average loans increased 7% driven by cards, mortgages and installment lending. Average deposits decreased 2%, largely reflecting our clients putting cash to work in investments on our platform. And PBWM delivered an RoTCE of 8.8%, and 6.6% on a year-to-date basis.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"On slide 13, we show PBWM revenues by product as well as key business drivers and metrics. This quarter was our 5th consecutive quarter of double-digit growth in Personal Banking, driven by Cards. Branded Cards revenues were up 12%, primarily driven by higher net interest income. We continue to see strong underlying drivers with new account acquisitions up 5%, card spend volumes up 4% and average loans up 12%.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Retail Services revenues were up 21%, driven by higher net interest income and lower partner payments on the heels of higher net credit losses. In the Card portfolios, we continue to see the investments we have been making as well as lower payment rates contribute to growth in interest-earning balances of 15% in Branded Cards and 12% in Retail Services.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Retail Banking revenues decreased 3%, driven by the transfer of relationships and the associated deposits to our Wealth business, partially offset by higher deposit spreads.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Wealth revenues were up 2%, driven by higher investment fees across all regions and segments, the benefit from relationships transferred from Retail Banking and higher lending revenue. We also saw strong net new inflows across all regions. And year-to-date, new client acquisitions were up almost 30% in the Private Bank and over 60% in Wealth at Work.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Overall, we are pleased with the progress we are making across these businesses.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"On slide 14, we show results for Legacy Franchises. Revenues were down 13%, largely driven by the difference in one-time gain on sale impacts in the Asia Consumer businesses, as well as the reductions from closed consumer exits and wind-downs, partially offset by higher revenue in Mexico. It is worth noting that Mexico’s revenues were up 32%, primarily driven by Mexican peso appreciation, higher interest rates and volume growth. Ex-FX, Mexico revenues were up 16%.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"Expenses decreased 3%, primarily driven by closed consumer exits and wind-downs, partially offset by separation costs in Mexico and Mexican peso appreciation. And expenses in Mexico were up 27%, but ex-FX, expenses were up 11%.",quarter,Mark Mason,CFO,7,Prepared remarks,Q3_2023,2023-10-13
"On slide 15, we show results for Corporate Other. Revenues increased, largely driven by the absence of mark-to-market impacts on certain derivative transactions in the prior year. And expenses decreased, largely driven by lower consulting fees.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"On slide 16, I’ll briefly touch on our full year 2023 outlook. With one quarter remaining in the year, we continue to expect full-year revenues of $78 - $79 billion, excluding 2023 divestiture-related impacts.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"Having said that, based on what we have seen play out year-to-date in terms of US and non-US rates and lagging non-US betas, we now expect net interest income to be slightly above $47.5 billion for the full year excluding Markets.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"And we are maintaining our expense guidance of roughly $54 billion, excluding 2023 divestiture-related impacts and the FDIC special assessment.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"Net credit losses in Cards should continue to normalize, with both portfolios reaching pre-COVID levels by year-end. And as it relates to buybacks, we expect to do a modest level of buybacks in the fourth quarter.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"Before we move to Q&A, I’d like to end with a few points. We are executing on our strategy and delivering top line revenue growth of 5%, year-to-date. We continue to invest for the long term with discipline while remaining on track to deliver on our expense guidance.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"We are focused on simplifying our organizational and management structure, which will further support our speed of execution. We are managing our capital in a disciplined way in light of regulatory headwinds, while continuing to optimize and return capital to shareholders. And we remain confident in our ability to achieve our RoTCE target of 11-12% in the medium term.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
"And again, we look forward to hosting a more expansive fourth quarter earnings call where we plan to share additional details related to the organizational simplification, including expected related severance and expense saves, as well as our outlook for 2024. With that, Jane and I would be happy to take your questions.",quarter,Mark Mason,CFO,8,Prepared remarks,Q3_2023,2023-10-13
And our first question comes from Mike Mayo with Wells Fargo.,quarter,Operator,Host,8,Q and A,Q3_2023,2023-10-13
"Hi. Jane, you spoke more about the restructuring that you commented on recently. The real question is, why is this restructuring different than the other 5 or 10 or 15 restructurings we've heard about since Citi's creation in its current form 25 years ago, I think, just like a week ago? So, I'd say, why is this different? We hear the talk about cascading downward and the simplification, reducing dual heads and the committees. But we've heard this so much that why is this time different?",quarter,Mike Mayo,Analyst,8,Q and A,Q3_2023,2023-10-13
"Yeah. It's a very important question, Mike, thank you for asking it. As I've said, we view these as the most consequential changes we've made, not just to our organization model, but how we run the bank, in almost two decades. And the first piece is simple, which is our org model was set up for a financial supermarket, that is simply not the bank we are today. So we are aligning the organizational model with that simper business mix and strategy.",quarter,Jane Fraser,CEO,8,Q and A,Q3_2023,2023-10-13
"But what's truly different is we're changing how we run the bank. And these are permanent changes that will be driven all the way down through the organization. So let me give you some examples to bring it to life. We talked about delayering the first two or three layers of the bank. That will continue through the organization, through the spans and layers, particularly getting rid of aggregator roles. And let me give an example: HR, we had HR in a region, you had the region head, you had the Institutional Client Group head, you had the Banking head, in addition, you had a North Asia head and a South Asia head. We're just going to have the North Asia head and the South Asia head. And all of those roles collapsed into those two.",quarter,Jane Fraser,CEO,8,Q and A,Q3_2023,2023-10-13
"We're eliminating activities in the geographies that we just don't need anymore, because we are no longer running local consumer franchises in them. So, let's take the financial reporting, sorry, the management reporting that Mark and I referred to in the opening remarks. We can reduce our management reports by about 50%. That's 1,000 reports. What does that mean? Shadow P&Ls by country, quarterly outlooks, monthly performance updates, all the associated tracking and reconciliations that are there that are effectively for a shadow P&L, rather than the one that matters to our shareholders. And so, that greatly declutters.",quarter,Jane Fraser,CEO,8,Q and A,Q3_2023,2023-10-13
"It also means we can eliminate processes for our Transformation, where we are looking at how do we automate those processes, automate those controls. If they're a duplicative process, we're getting rid of them so we don't need to do that anymore and it will accelerate the work on Transformation.",quarter,Jane Fraser,CEO,8,Q and A,Q3_2023,2023-10-13
"We are taking activities out of some of the businesses and centralizing them. A lot of the client activities that will go embedded into a business, we move that up to centralized utilities that the whole firm can benefit from and that will get scale economies. These strategy teams, marketing teams, many of the little cottage industries that build up over time.",quarter,Jane Fraser,CEO,8,Q and A,Q3_2023,2023-10-13
