text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"Credit costs were $3.3 billion, with net charge-offs of $2.3 billion and a net reserve build of $973 million. We have more details on the reserve build on page 3.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"With this quarter's reserve build, the Firm’s total allowance for credit losses is $27.6 billion.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"Let's take a second to add a little bit of context to our thinking surrounding this number in light of the unique environment of the last several weeks. Our first quarter allowance is anchored on the relatively benign central case economic outlook, which was in effect at the end of the quarter. But, in light of the significantly elevated risks and uncertainties at the time, we increased the probability weightings associated with the downside scenarios in our CECL framework.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"As a result, the weighted-average unemployment rate embedded in our allowance is 5.8%, up from 5.5% last quarter, driving the $973 million increase in the allowance.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"So with that in mind, the consumer build of $441 million was driven by changes in the weighted-average macroeconomic outlook.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"The wholesale build of $549 million was predominantly driven by credit quality changes on certain exposures and net lending activity, as well as changes in the outlook.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"In addition, it's important to note that the increase in the allowance is not, to any meaningful degree, driven by deterioration in the actual credit performance in the portfolio, which remains largely in line with expectations.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"With that, let's go to the balance sheet and capital on page 4. We ended the quarter with a CET1 ratio of 15.4%, down 30 basis points versus the prior quarter as net income and OCI gains were more than offset by capital distributions and higher RWA.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"This quarter, the Firm distributed $11 billion of capital to shareholders, which reflects $7.1 billion of net common share repurchases and the payment of our common dividend, which has been increased to $1.40 per share.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
This quarter's higher RWA is primarily driven by overall business growth in Markets and some seasonal effects.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"Now let's go to our businesses, starting with CCB on page 5. Consumers and small businesses remain financially healthy.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"Despite the recent downtrends in consumer and small business sentiment, based on our data, spend, cash buffers, payment to income ratios, and credit utilization are all in line with our expectations.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"Moving to the financial results, CCB reported net income of $4.4 billion on revenue of $18.3 billion, which was up 4% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"In Banking & Wealth Management, revenue was down 1% year-on-year, driven by lower deposit NII, predominantly offset by growth in Wealth Management revenue.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"Average deposits were down 2% year-on-year and flat sequentially, while end of period deposits were up 2% quarter-on-quarter.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2025,2025-04-11
"Client investment assets were up 7% year-on-year, predominantly driven by market performance, and we continue to see strong flows into managed products.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"In Home Lending, revenue was up 2% year-on-year and originations were up 42% year-on-year, off a small base in a slowly growing market.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Turning to Card Services & Auto, revenue was up 12% year-on-year, predominantly driven by Card NII on higher revolving balances as well as higher operating lease income in Auto.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Card outstandings were up 10%, due to strong account acquisition.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"And in Auto, originations were $10.7 billion, up 20%, driven by higher lease volume.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Expenses of $9.9 billion were up 6% year-on-year, predominantly driven by growth in marketing and technology, higher field compensation, as well as higher auto lease depreciation.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Credit costs were $2.6 billion, reflecting net charge-offs of $2.2 billion, up $275 million year-on-year, predominantly driven by the seasoning of recent vintages in Card with delinquencies and losses in line with expectations.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"The net reserve build was $475 million, of which $400 million was in Card.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Next, the Commercial & Investment Bank on page 6. CIB reported net income of $6.9 billion on revenue of $19.7 billion, which was up 12% year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"IB fees were up 12% year-on-year, and we ranked number one with wallet share of 9%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"In Advisory, fees were up 16%, benefiting from the closing of deals announced in 2024.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Net underwriting fees were up 16%, primarily driven by elevated refinancing activity, particularly in Leveraged Finance.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"In Equity underwriting, fees were down 9% year-on-year, reflecting challenging market conditions.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"In light of market conditions, we are adopting a cautious stance on the Investment Banking outlook. While client engagement and dialog is quite elevated, both the conversion of the existing pipeline and origination of new activity will require a reduction in the current levels of uncertainty.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Payments revenue was up 3% year-on-year excluding equity investments, driven by higher deposit balances and fee growth, predominantly offset by deposit margin compression.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Lending revenue was up 11% year-on-year, driven by lower losses on hedges, partially offset by lower balances.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Moving to Markets, total revenue was up 21% year-on-year, reflecting record performance in Equities.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
Fixed Income was up 8% with better performance in Rates and Commodities against a relatively weak prior-year quarter.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Equities was up 48% as the business performed well during a period of elevated volatility, supported by higher client activity and strong monetization of flows, particularly in Derivatives.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Securities Services revenue was up 7% year-on-year, driven by fee growth and higher deposit balances, partially offset by deposit margin compression.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Expenses of $9.8 billion were up 13% year-on-year, predominantly driven by higher compensation, legal and brokerage expense.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
Average Banking & Payments loans were down 3% year-on-year and down 1% sequentially as we continued to observe payoff activity and limited demand for new loans across client segments.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Average client deposits were up 11% year-on-year and up 2% sequentially, reflecting increased activity across Payments and Securities Services.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Finally, credit costs were $705 million, largely driven by the net reserve build.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Then to complete our lines of business, Asset & Wealth Management on page 7. AWM reported net income of $1.6 billion with pre-tax margin of 35%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Revenue of $5.7 billion was up 12% year-on-year, predominantly driven by growth in management fees on strong net inflows and higher average market levels, as well as higher brokerage activity and higher deposit balances.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Expenses of $3.7 billion were up 7% year-on-year, largely driven by higher compensation, including revenue-related compensation and continued growth in our private banking advisor teams, as well as higher distribution fees.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Long-term net inflows were $54 billion for the quarter, primarily driven by Equity and Fixed Income.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"In liquidity, we saw net inflows of $36 billion.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"AUM of $4.1 trillion and client assets of $6 trillion were both up 15% year-on-year, driven by continued net inflows and higher market levels.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"And finally, loans were up 5% year-on-year and flat quarter-on-quarter, and deposits were up 7% year-on-year and down 2% sequentially.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
Turning to Corporate on page 8. Corporate reported net income of $1.7 billion. Revenue of $2.3 billion was up $102 million year-on-year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
NII of $1.7 billion was down $826 million year-on-year. NIR was a net gain of $653 million compared with a net loss of $275 million in the prior year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"The current quarter included the significant item I mentioned upfront, while the prior-year quarter included net securities losses of $336 (sic) [$366] million.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2025,2025-04-11
"Expenses of $185 million were down $1.1 billion year-on-year, driven by the changes to the FDIC special assessment accruals I mentioned upfront.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
"To finish up, let's turn to the full year outlook on page 9. We continue to expect NII ex. Markets to be approximately $90 billion.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
"The Firmwide NII outlook has increased to about $94.5 billion, reflecting an increase in Markets NII, which you should think of as being primarily offset in NIR.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
Our adjusted expense outlook continues to be about $95 billion.,quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
"And on credit, we expect the Card net charge-off rate to be in line with our previous guidance of approximately 3.6%.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
"So to wrap up, we're pleased with another quarter of strong operating performance – but of course, the focus right now is on the future, which is obviously unusually uncertain.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
"But no matter what outcomes eventually materialize, we are eager to do our part to continue to support our clients, the markets and the broader economy, and we believe the banking system will be a source of strength in this dynamic environment.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
"And with that, let's open the line for Q&A.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q1_2025,2025-04-11
Thank you. Please stand by. Our first question comes from Ken Usdin with Autonomous. You may proceed.,quarter,Operator,Host,4,Q and A,Q1_2025,2025-04-11
"Good morning, Jeremy. Wondering if you could start by just kind of amplifying just the macro commentary that you started off on. And given the uncertainty in the world that you referenced, just how are you seeing the activity change across the customer base from consumers to wholesale? And can you just talk through how that's also just informing any changes in your – some of your growth and reserving expectations? Thanks.",quarter,Ken Usdin,Analyst,4,Q and A,Q1_2025,2025-04-11
"Sure, Ken. So I mean, at a high level, I would say that obviously, some of the salient news flow is quite recent. So, we've done some soundings and some checking both on the consumer side and on the wholesale side.",quarter,Jeremy Barnum,CFO,4,Q and A,Q1_2025,2025-04-11
"I think on the consumer side, the thing to check is the spending data. And to be honest, the main thing that we see there, what would appear to be a certain amount of frontloading of spending ahead of people expecting price increases from tariffs. So ironically, that's actually somewhat supportive, all else equal. But I think what it sort of highlights is that during this transitional period and this elevated uncertainty, you might see some distortions in the data that make it hard to draw larger conclusions.",quarter,Jeremy Barnum,CFO,4,Q and A,Q1_2025,2025-04-11
"In terms of our corporate clients, obviously, they've been reacting to the changes in tariff policy. And at the margin, that shifts their focus away from more strategic priorities with obvious implications for the Investment Banking pipeline outlook towards more short-term work, optimizing supply chains and trying to figure out how they're going to respond to the current environment.",quarter,Jeremy Barnum,CFO,4,Q and A,Q1_2025,2025-04-11
"So as a result, I think we would characterize what we're hearing from our corporate clients as a little bit of a wait-and-see attitude.",quarter,Jeremy Barnum,CFO,4,Q and A,Q1_2025,2025-04-11
"I do think you see obvious differences across sectors. Some sectors are going to be much more exposed than others and have more complicated problems to solve. And also across the size of the clients, I think smaller clients, small business and smaller corporates are probably a little bit more challenged. I think the larger corporates have a bit more experience dealing with these things and more resources to manage. So that's a little bit our read of the situation right now. But certainly, a bit of a wait-and-see attitude. It's hard to make long-term decisions right now, and so we'll see how that plays out.",quarter,Jeremy Barnum,CFO,4,Q and A,Q1_2025,2025-04-11
"Yeah. And just one question on the NII ex. Markets holding at $90 billion. Can you just walk us through the puts and takes of just what's the new curve you're using, which also is subject to change every day and what might have been some of the positive offsets to if you put in more expected cuts than you had before? Thanks.",quarter,Ken Usdin,Analyst,4,Q and A,Q1_2025,2025-04-11
"Yeah, that's a good question, Ken. You're right. So if you remember, last quarter we said that we had one cut in the curve. I think latest curve has something like three cuts. And so, we've talked a lot, obviously, about how we are asset sensitive. You now see our EaR disclosed in the supplement, and probably our empirical EaR is a little bit higher than our modeled EaR as a result of the relatively low – lower than modeled rates paid in Consumer. So when you put that together, all else equal, the drop in the weighted-average IORB, which is about 22 basis points, should produce a notable headwind in our NII ex. Markets.",quarter,Jeremy Barnum,CFO,5,Q and A,Q1_2025,2025-04-11
In the curve basically.,quarter,Jamie Dimon,CEO,5,Q and A,Q1_2025,2025-04-11
Yeah. This is basically – that's just mechanically...,quarter,Jeremy Barnum,CFO,5,Q and A,Q1_2025,2025-04-11
This is guaranteed not to happen.,quarter,Jamie Dimon,CEO,5,Q and A,Q1_2025,2025-04-11
"So that's mechanically just flowing through the curve. So yeah, your question is that given that, why are you not revising down? And the answer to that is that across all the puts and takes actually, our number is a tiny bit lower. It's just not enough to warrant a change in the outlook.",quarter,Jeremy Barnum,CFO,5,Q and A,Q1_2025,2025-04-11
"But we do have some offsets. So we have some balance effects that are favorable. You will have noted that I talked about higher wholesale deposit balances, for example. We see beta outperforming in a couple of different places in CDs and in wholesale.",quarter,Jeremy Barnum,CFO,5,Q and A,Q1_2025,2025-04-11
"The other thing is that you'll recall, we talked before about having a placeholder in our NII outlook for the potential impact of the Card late fee rule. We've now removed that. So that's a little bit of an offset as well. So that's kind of how you get to unchanged, even though clearly, all else equal, the lower expected front-end rates are a headwind.",quarter,Jeremy Barnum,CFO,5,Q and A,Q1_2025,2025-04-11
Thank you. Our next question comes from Erika Najarian with UBS. You may proceed.,quarter,Operator,Host,5,Q and A,Q1_2025,2025-04-11
"Yes. Good morning. This question is for Jamie. Jamie, you were on the media today talking about potential economic turbulence. But Jeremy also mentioned that banking should be – the banking system should be a source of strength in this turbulence. The equity market always seems to think about the banks as weaker players given how they trade the stocks more on sentiment and fear rather than the math of – the ability of banks to absorb provisions going forward, if we do fall into a slower economic downturn.",quarter,Erika Najarian,Analyst,5,Q and A,Q1_2025,2025-04-11
"So, I guess, just the question here is, can you double-click on how you think this is going to impact the economy going forward and maybe double-click on Jeremy's statement that the banking system should be a source of strength?",quarter,Erika Najarian,Analyst,5,Q and A,Q1_2025,2025-04-11
"I just – before Jamie answers that, Erika, I just want to make one brief comment, which is the banking system being a source of strength means what it says. In other words, banks doing their job to support the economy. That's not a statement about bank equity performance and the extent to which banks are cyclical or not. Like obviously, a recessionary environment, as I've frequently said, all else equal, is bad for banks  from an equity performance perspective. We're talking about the financial strength of banks' balance sheets and our ability to support our clients in a difficult moment.",quarter,Jeremy Barnum,CFO,6,Q and A,Q1_2025,2025-04-11
"Everyone trades stocks in a different way, so sentiment – but banks are a cork in the ocean when it comes to the economy. If the economy gets worse, credit losses will go up, volumes can change, deal curves can change. And we're not predicting all of that.",quarter,Jamie Dimon,CEO,6,Q and A,Q1_2025,2025-04-11
"What I would say is our excellent economist, Michael Feroli, I called him this morning, specifically to ask him, how they're looking at their forecast today, they think it's about 50-50 for a recession. So I'll just refer to that. Obviously, if there's a recession, credit losses will go up and other factors will change, too.",quarter,Jamie Dimon,CEO,6,Q and A,Q1_2025,2025-04-11
"And I think the one thing I'll add to what Jeremy said is – and I don't usually pay that much attention to anecdotes, but this time I am. And I think you're going to see a lot of companies – you guys – not you, but the analyst community has already reduced its earnings estimates for the S&P by 5%. So it's – now it's up 5% as opposed to up 10%. My guess is that will be zero and negative 5%, probably in the next month.",quarter,Jamie Dimon,CEO,6,Q and A,Q1_2025,2025-04-11
"And then you're going to hear 1,000 companies report, and they're going to tell you what their guidance is. My guess is a lot will remove it. They're going to tell you what they think it might do to their customers, their base, their earnings, their cost, their tariffs. It's different for every company. But I assume you'll see that. And anecdotally, a lot of people are not doing things because of this. They're going to wait and see. And that's M&A, that's M&A with middle market companies, that's people's hiring plans and stuff like that. So people have to adjust to this new environment. And I think we'll see what it is.",quarter,Jamie Dimon,CEO,6,Q and A,Q1_2025,2025-04-11
"I just also want to point out, just to – so you can round it up. This is to make you feel comfortable, not uncomfortable. When COVID hit, unemployment went from like 4% to 15% in a couple of months, and we had to add to reserves in a two-month period of $15 billion. And then to show you how stupid CECL is, in the three month – three quarter period, we took down the $15 billion. So, just – that just sizes up a bad recession. If it's a mild recession, it will be less than that. If it's a really bad recession, it will be more than that. Either way, we can handle it and serve our clients. Earnings won't be great and the stocks will go down, which I look at as an opportunity to buy back more stock.",quarter,Jamie Dimon,CEO,6,Q and A,Q1_2025,2025-04-11
Got it. And a second follow-up question. And I don't disagree with you guys on equity market performance of bank stocks. It's just that the mindset of portfolio managers is they always go back to sort of the lowest common denominator of fundamental performance versus thinking about resilience.,quarter,Erika Najarian,Analyst,6,Q and A,Q1_2025,2025-04-11
"And to that point, the second question is on the reserve. Jeremy, you mentioned a weighted-average unemployment rate of 5.8%. I think that's above where economists are thinking we could peak even in a recession scenario. How should we think about any incremental builds from here? And what you are going – obviously, deterioration in the outlook, but what more do you need to see in terms of how you make decisions about further builds from here?",quarter,Erika Najarian,Analyst,6,Q and A,Q1_2025,2025-04-11
"Yeah, Erika, it's a good question. But the truth is there's just a little bit too much uncertainty right now for me to sort of give an outlook for reserves, which is generally not a thing that we do anyway.",quarter,Jeremy Barnum,CFO,6,Q and A,Q1_2025,2025-04-11
"As I mentioned in my prepared remarks, the [indiscernible] forecast at the end of the quarter was the sort of bog standard, no landing, barely any increase in unemployment. Given that we knew at the time that there was – there were some big pending announcements, and there was quite a bit of elevated uncertainty around that, it felt like the forecasts were kind of lagging because people were just waiting to actually get the information and so it felt appropriate to add a little bit of downside skew to our probability assessment, which is what led to the increase and what led to the build.",quarter,Jeremy Barnum,CFO,6,Q and A,Q1_2025,2025-04-11
"We use this weighted-average unemployment thing as a useful way to help explain what's going on inside the reserve. But obviously, the actual mechanisms are quite complex, the depth in any financial recession, the timing of it, distribution of outcomes, which sectors have hits, idiosyncratic stuff in wholesale. There's a lot.",quarter,Jeremy Barnum,CFO,7,Q and A,Q1_2025,2025-04-11
"I think on consumer, as Jamie mentioned, it is worth remembering that by far the most important variable is unemployment. So if the labor market remains very strong, consumer credit will probably be fine. If it doesn't, then you're going to see it play through the way it always does.",quarter,Jeremy Barnum,CFO,7,Q and A,Q1_2025,2025-04-11
Thank you.,quarter,Erika Najarian,Analyst,7,Q and A,Q1_2025,2025-04-11
Thank you. Our next question…,quarter,Operator,Host,7,Q and A,Q1_2025,2025-04-11
"Thanks, Erika.",quarter,Jeremy Barnum,CFO,7,Q and A,Q1_2025,2025-04-11
I apologize. Our next question comes from John McDonald with Truist Securities. You may proceed.,quarter,Operator,Host,7,Q and A,Q1_2025,2025-04-11
"Hi, good morning. Jeremy, on that same topic, no change to the full year credit Card net charge-off forecast. How do we square that with the rising recession risk? Is it because you already have a couple of months of delinquencies kind of baked in the cake and this is more an issue for next year, or just too early to call?",quarter,John McDonald,Analyst,7,Q and A,Q1_2025,2025-04-11
We should have not given you that forecast. We don't know what the number is going to be. That's a...,quarter,Jamie Dimon,CEO,7,Q and A,Q1_2025,2025-04-11
Yeah.,quarter,John McDonald,Analyst,7,Q and A,Q1_2025,2025-04-11
"I would say that's a short-term number, and based on what's happening today, there's a wide range of potential outcomes.",quarter,Jamie Dimon,CEO,7,Q and A,Q1_2025,2025-04-11
"Yeah. Okay. Okay, yeah, that's what we were kind of thinking. And then...",quarter,John McDonald,Analyst,7,Q and A,Q1_2025,2025-04-11
"But, mechanically, John, though, as you alluded to, there are some mechanical elements to the way Card charge-off works that means that it's pretty baked pretty far ahead of time.",quarter,Jeremy Barnum,CFO,8,Q and A,Q1_2025,2025-04-11
The next couple of quarters. Yeah.,quarter,Jamie Dimon,CEO,8,Q and A,Q1_2025,2025-04-11
"So, sort of echoing Jamie's point, it just doesn't necessarily tell you that much about what might actually happen through the end of the year. Even if unemployment were to increase significantly, it probably wouldn't flow through the charge-offs until later.",quarter,Jeremy Barnum,CFO,8,Q and A,Q1_2025,2025-04-11
"Okay. Got it. And then just on capital, how does this type of macro uncertainty impact your thinking around conserving capital as opposed to deploying it through your investment agenda and buybacks as the stock gets cheaper? Or just, are you still looking to arrest the increase or does this kind of change it?",quarter,John McDonald,Analyst,8,Q and A,Q1_2025,2025-04-11
"The investment that we do in banks, branches, technology, AI is going to continue regardless of the environment. And then we have – depending what happens to Basel III and CCAR and G-SIFI and all that, $30 billion to $60 billion of excess capital. And in the Chairman's letter, I wrote about what we think of that. But based upon the environment, the turbulence issues, I like having excess capital. We are prepared for any environment. And that's so we can serve clients. That's not for any other reason. So, we have plenty of capital and plenty of liquidity to get through whatever the stormy seas are.",quarter,Jamie Dimon,CEO,8,Q and A,Q1_2025,2025-04-11
Okay. Thank you.,quarter,John McDonald,Analyst,8,Q and A,Q1_2025,2025-04-11
Thanks John.,quarter,Jeremy Barnum,CFO,8,Q and A,Q1_2025,2025-04-11
Thank you. Our next question comes from Matt O'Connor with Deutsche Bank. Your line is open.,quarter,Operator,Host,8,Q and A,Q1_2025,2025-04-11
Good morning. Just wanted to drill down on the credit card spend. Any comments in terms of changing patterns on the consumer card spend? There's been headlines in travel kind of going down. Just talk about some of the puts and takes in that up 7% year-over-year.,quarter,Matt O’Connor,Analyst,8,Q and A,Q1_2025,2025-04-11
"Yeah, it's a good question and we're seeing that too. So let me talk about travel. I mean we obviously saw the airlines discuss what they are seeing as headwinds for them, specifically in airline travel, and we're seeing that too through the card spend. It's not obvious to us that that's necessarily an indicator for broader patterns. There are a variety of potential explanations for the narrow drop in airline spend.",quarter,Jeremy Barnum,CFO,9,Q and A,Q1_2025,2025-04-11
"And as I mentioned previously, another thing that we are seeing looking at the April data is what would appear to be a little bit of front-loading of spending, specifically in items that might be – have prices go up as a function of tariffs. So you see people behaving rationally, and I have noted even you hear anecdotes, and I've seen evidence of companies specifically advertising we have pre-tariff inventory and so on and so forth. So it's not that surprising that you're seeing that a little bit in the spending data.",quarter,Jeremy Barnum,CFO,9,Q and A,Q1_2025,2025-04-11
"The other thing that people are kind of interested in this space is like what's happening by income band, because we have seen some of the retailers and other folks talking about weaknesses in the lower income segment. And I think when we look at our Card data and also our cash buffers and peoples' checking accounts, of course, it is true that it is relatively weaker in the lower income segment. But when you take a step back and you ask, are we seeing signs of distress in the lower income segment? The answer is no. So, sure, the margin and cash buffers are lower, and you see some rotation of spend and spending is a little bit weaker than it was in the peak spending moments. But actually, some of the increases in spending that we're seeing in April are actually coming from the lower income segment. So no evidence of distress, I would say.",quarter,Jeremy Barnum,CFO,9,Q and A,Q1_2025,2025-04-11
"Okay. That's helpful color. And then just separately, if we look at the delinquencies for the Home Lending, the increase both quarter-on-quarter and year-over-year, is that just some of the noise from the First Republic deal as you take the marks upfront and then those portfolios essentially re-season from an accounting point of view? Or is there something else going on there?",quarter,Matt O’Connor,Analyst,9,Q and A,Q1_2025,2025-04-11
"Sorry, the – I actually didn't hear. Which fees?",quarter,Jeremy Barnum,CFO,9,Q and A,Q1_2025,2025-04-11
Delinquencies in Home Lending.,quarter,Jamie Dimon,CEO,9,Q and A,Q1_2025,2025-04-11
I didn't – interesting. I haven't looked at that. We'll have to get back to you on that,quarter,Jeremy Barnum,CFO,9,Q and A,Q1_2025,2025-04-11
I don't think it's anything...,quarter,Jamie Dimon,CEO,9,Q and A,Q1_2025,2025-04-11
"Whatever it is, it wasn't important enough to get raised, so.",quarter,Jeremy Barnum,CFO,9,Q and A,Q1_2025,2025-04-11
"It could be the First Republic accounting, yes",quarter,Jamie Dimon,CEO,10,Q and A,Q1_2025,2025-04-11
Yeah. Anything is possible. We'll get back to you on that.,quarter,Jeremy Barnum,CFO,10,Q and A,Q1_2025,2025-04-11
Okay. Thank you.,quarter,Matt O’Connor,Analyst,10,Q and A,Q1_2025,2025-04-11
Thank you. Our next question comes from Steven Chubak with Wolfe Research. You may proceed.,quarter,Operator,Host,10,Q and A,Q1_2025,2025-04-11
"Hi. Good morning and thanks for taking my questions. Wanted to start off with one on the proposed SLR changes and just the impact of rate volatility. The Treasury is committed to providing relief to the banks under the SLR just to help mitigate some of the volatility in the 10-year. But given the geopolitical concerns, weakening global demand for treasuries, how does it inform your appetite just for purchasing U.S. Treasuries if those reforms are implemented and just how you're managing rate risk maybe more holistically across the Firm, just in light of some the recent volatility?",quarter,Steven Chubak,Analyst,10,Q and A,Q1_2025,2025-04-11
"Yes. So SLR alone isn't going to change that much for us. It may change for other people. We really need reform across SLR, G-SIFI, CCAR, Basel III and LCR, all of which have deep flaws in them to make a material change.",quarter,Jamie Dimon,CEO,10,Q and A,Q1_2025,2025-04-11
