text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"In Banking & Wealth Management, revenue was up 59% year-on-year, driven by higher NII on higher rates.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q2_2023,2023-07-14
"End-of-period deposits were down 4% quarter-on-quarter, as customers continue to spend down their cash buffers, including for seasonal tax payments, and seek higher-yielding products.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q2_2023,2023-07-14
"Client investment assets were up 18% year-on-year, driven by market performance and strong net inflows across our advisor and digital channels.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"In Home Lending, revenue was down 23% year-on-year, driven by lower NII from tighter loan spreads and lower servicing and production revenue.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Originations were up quarter-on-quarter, driven by seasonality, although still down 54% year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Moving to Card Services & Auto, revenue was up 5%, largely driven by higher Card Services NII on higher revolving balances, partially offset by lower auto lease income.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Card outstandings were up 18% year-on-year, which was the result of revolve normalization and strong new account growth.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"And in Auto, originations were up $12 billion, up 71% year-on-year as competitors pull back and inventories continue to slowly recover.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Expenses of $8.3 billion were up 8% year-on-year, driven by compensation, predominantly due to wage inflation and headcount growth as we continue to invest in our front office and technology staffing as well as marketing.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"In terms of credit performance this quarter, our credit costs were $1.5 billion, reflecting a reserve build of $203 million driven by loan growth in Card Services.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Net charge-offs were $1.3 billion, up $640 million year-on-year, predominantly driven by Card as 30 day-plus delinquencies have returned to pre-pandemic levels, in line with our expectations.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Next, the CIB on page 6. CIB reported net income of $4.1 billion on revenue of $12.5 billion.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
Investment Banking revenue of $1.5 billion was up 11% year-on-year or down 7% excluding bridge book markdowns in the prior year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
IB fees were down 6% year-on-year and we ranked number one with year-to-date wallet share of 8.4%.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"In Advisory, fees were down 19%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
Underwriting fees were down 6% for debt and up 30% for equity with more positive momentum in the last month of the quarter.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"In terms of the second half outlook, we have seen encouraging signs of activity in Capital Markets and July should be a good indicator for the remainder of the year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"However, year-to-date announced M&A is down significantly, which will be a headwind.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Moving to Markets, total revenue was $7 billion, down 10% year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Fixed Income was down 3%. As expected, the macro franchise substantially normalized from last year's elevated levels of volatility and client flows.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
This was largely offset by improved performance in the Securitized Products Group and Credit.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Equity Markets was down 20% against a very strong prior-year quarter, particularly in derivatives.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Payments revenue was $2.5 billion, up 61% year-on-year. Excluding equity investments, it was up 32%, predominantly driven by higher rates, partially offset by lower deposit balances.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Securities Services revenue of $1.2 billion was up 6% year-on-year, driven by higher rates, partially offset by lower fees.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Expenses of $6.9 billion were up 1% year-on-year, driven by higher non-compensation expense as well as wage inflation and headcount growth, largely offset by lower revenue-related compensation.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Moving to the Commercial Bank on page 7. Commercial Banking reported net income of $1.5 billion. Revenue of $3.8 billion was up 42% year-on-year, driven by higher deposit margins.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Payments revenue of $2.2 billion was up 79% year-on-year, driven by higher rates.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Gross Investment Banking and Markets revenue of $767 million was down 3% year-on-year, primarily driven by fewer large M&A deals.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Expenses of $1.3 billion were up 12% year-on-year, predominantly driven by higher compensation expense, including front office hiring and technology investments, as well as higher volume-related expense.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Average deposits were up 3% quarter-on-quarter, driven by inflows related to new client acquisition, partially offset by continued attrition in non-operating deposits.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
Loans were up 2% quarter-on-quarter.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"C&I loans were up 2%, reflecting stabilization in new loan demand and revolver utilization in the current economic environment, as well as pockets of growth in areas where we are investing.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"CRE loans were also up 1%, reflecting funding on prior-year originations for construction loans in Real Estate Banking as well as increased affordable housing activity.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Finally, credit costs were $489 million.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Net charge-offs were $100 million, including $82 million in the office real estate portfolio and the net reserve build of $389 million was driven by updates to certain assumptions related to the office real estate market as well as net downgrade activity in Middle Market Banking.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Then, to complete our lines of business, AWM on page 8. Asset & Wealth Management reported net income of $1.1 billion with pre-tax margin of 32%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Revenue of $4.6 billion was up 8% year-on-year, driven by higher deposit margins on lower balances and higher management fees on strong net inflows.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Expenses of $3.2 billion were up 8% year-on-year, driven by higher compensation, including growth in our private banking advisor teams, higher revenue-related compensation, and the impact of Global Shares and J.P. Morgan Asset Management in China, both of which closed within the last year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"For the quarter, record net long-term inflows were $61 billion, positive across all channels, regions, and asset classes, led by Fixed Income and Equities.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"And in liquidity, we saw net inflows of $60 billion.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"AUM of $3.2 trillion was up 16% year-on-year and overall client assets of $4.6 trillion were up 20% year-on-year, driven by continued net inflows, higher market levels, and the impact of the acquisition of Global Shares.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"And finally, loans were down 1% quarter-on-quarter, driven by lower securities-based lending and deposits were down 6%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Turning to Corporate on page 9. As I noted upfront, we are reporting the First Republic bargain purchase gain and substantially all of the expenses in Corporate.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Excluding those items, Corporate reported net income of $339 million. Revenue was $985 million, up $905 million compared to last year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"NII was $1.8 billion, up $1.4 billion year-on-year due to the impact of higher rates.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
NIR was a net loss of $782 million and included the net investment securities losses I mentioned upfront.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Expenses of $590 million were up $384 million year-on-year, largely driven by higher legal expense.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"And credit costs were a net benefit of $243 million, reflecting a reserve release as the deposit placed with First Republic in the first quarter was eliminated as part of the transaction.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
"Next, the outlook on page 10. We now expect 2023 NII and NII ex. Markets to be approximately $87 billion, with the increase driven by higher rates coupled with slower deposit reprice than previously assumed across both Consumer and Wholesale.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
And I should take the opportunity to remind you once again that significant sources of uncertainty remain and we do expect the NII run rate to be substantially below this quarter's run rate at some point in the future as competition for deposits plays out.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14
Our expense outlook for 2023 remains approximately $84.5 billion.,quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"And on credit, we continue to expect the 2023 Card net charge-off rate to be approximately 2.6%.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"So to wrap up, we are proud of the exceptionally strong operating results this quarter.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"As we look forward, we remain focused on the significant uncertainties relating to the economic outlook, competition for deposits, and the impact on capital from the pending finalization of the Basel III rules.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"Nonetheless, despite the likely headwinds ahead, we remain optimistic about the company's ability to continue delivering excellent performance through a range of scenarios.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14
"With that, operator, please open the line for Q&A.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14
Please stand by. The first question is coming from the line of Jim Mitchell from Seaport Global Securities. You may proceed.,quarter,Operator,Host,4,Q and A,Q2_2023,2023-07-14
"Thanks. Good morning. Hey, Jeremy, you talked about NII guidance up. Clearly, Fed Funds futures are up so it makes some sense. But maybe I guess first, could you kind of discuss – I guess comment on deposit behavior broadly around betas and mix and what you're seeing there so far?",quarter,Jim Mitchell,Analyst,4,Q and A,Q2_2023,2023-07-14
It seems to be coming in a little better than expected.,quarter,Jim Mitchell,Analyst,4,Q and A,Q2_2023,2023-07-14
"And then secondly, and probably more importantly, can you help us think about the implications of higher-for-longer rates on the outlook for NII next year and beyond? I guess the intermediate term outlook that you guys had talked about?",quarter,Jim Mitchell,Analyst,4,Q and A,Q2_2023,2023-07-14
"Yeah, sure. Thanks, Jim. So, yeah, so when we talk about the drivers of the upward revision, as I said, it's higher rates coupled with lower deposit reprice; hard to untangle the two drivers.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"And specifically, I think when you look at Consumer, the combination of the passage of time and the positive feedback we're getting from the field and the CD offerings in particular has meant that it's quite a kind of stable environment from that perspective.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"And similarly, in Wholesale we're just seeing slower internal migrations.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"You asked about mix. I think that obviously, we're seeing the CD mix increase and we would expect that to continue to take place probably even past the peak of the rate cycle into next year as we continue to capture money in motion.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"But as you say, the most important point is the fact that, as I said earlier, we don't consider this level of NII generation to be sustainable.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"And we talked previously about a sort of medium-term run rate in the mid-70s. That was before First Republic, and you could argue that maybe that number should be a little higher. But whatever it is, it's a lot lower than the current number.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
We don't know when that's going to happen. We're not going to predict the exact moment; that's going to be a function of competitive dynamics in the marketplace. But we want to be clear that we do expect it at some point.,quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"Okay. But I guess just one follow-up on that. Just if we don't get rate cuts till middle of next year or later, does that sort of give some confidence to the outlook for next year or are you still worried about significant reprice?",quarter,Jim Mitchell,Analyst,4,Q and A,Q2_2023,2023-07-14
"I wouldn't necessarily assume that the evolution from the current run rate into that mid-70s number is that sensitive to the rate outlook in particular. When we put that number out there, we looked at a range of different types of rate environments and the reprice that we think would be associated with that.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
"It was really meant to capture more of what we consider to be a through-the-cycle sustainable number, so I wouldn't think of it as being particularly rate-dependent.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14
Okay. Great. Thanks.,quarter,Jim Mitchell,Analyst,4,Q and A,Q2_2023,2023-07-14
"Next, we'll go to the line of Erika Najarian from UBS. You may proceed.",quarter,Operator,Host,5,Q and A,Q2_2023,2023-07-14
"Hi. Good morning. Jeremy, I'm just laughing to myself because I said to you at Investor Day – do you have any more NII rabbits to pull out of the hat, and I guess you do.",quarter,Erika Najarian,Analyst,5,Q and A,Q2_2023,2023-07-14
"So I guess, I want to ask a broader question really here. And maybe, Jamie, I'd like to get your thoughts. So you earned 23% ROTCE on 13.8% CET1, and we hear you loud and clear that you're more normalized NII generation is not $87 billion.",quarter,Erika Najarian,Analyst,5,Q and A,Q2_2023,2023-07-14
"That being said, and fully taking into account the potential haircut from Basel III Endgame, is it possible that your natural ROTCE is maybe above that 17% through-the-cycle rate when rates aren't zero?",quarter,Erika Najarian,Analyst,5,Q and A,Q2_2023,2023-07-14
"Because when you first introduced that ROTCE target, we were in a different world from a rate scenario and everybody's talking about even if the Fed cuts, the natural sort of bottom in Fed funds is not going to be zero. So any input on that would be great.",quarter,Erika Najarian,Analyst,5,Q and A,Q2_2023,2023-07-14
"Yeah. Thanks, Erika. I mean, it's a good question. There's a lot in there, obviously. I guess I would start by saying that when we talked about the 17% through-the-cycle ROTCE, even though we may have introduced that in a moment when we were at the lower zero bound, it was always premised on a sort of normalized rate environment, and at some level that remains true today.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
"Furthermore, you didn't ask this explicitly, but in the context of the proposed Basel III Endgame, one relevant question might be if you have a lot more capital in the denominator, what happens to that target?",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
"So I think as I said in my prepared remarks, we feel very confident about the company's ability to produce excellent returns through the cycle. There's a lot of moving parts right now in that; some of them could be good, some of them could be bad.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
"Narrowly, on the capital one, the one thing to point out is that the straight-up math of simply diluting down the ROTCE by expanding the denominator misses the possibility of reprice, repricing of products and services, which of course goes back to our point that these capital increases do have impacts on the real economy.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
"So we're not suggesting that we can price our way out of it, but we obviously need to get the right returns on products and services, and where we have pricing power we will adjust to the higher capital.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
"So a lot of moving parts in there, but I think the important point is that through a range of scenarios we feel good about our ability to deliver good results. And we'll see how the mix of all the various factors plays out especially after we see the Basel III proposal and then go through the comment period.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
"And Erika, I would just add one thing. We do have a mix of businesses that earn from like 0% ROTCE to 100%. We have some which are very capital-intensive so we look at kind of all of them, and I think 17% is a good number and a good target.",quarter,Jamie Dimon,CEO,5,Q and A,Q2_2023,2023-07-14
"The other thing we're over-earning on is credit. We've been over-earning on credit for a substantial amount of time now, we're quite conscious about it.",quarter,Jamie Dimon,CEO,5,Q and A,Q2_2023,2023-07-14
"We know that it's going to pick up just as it normalizes, considerably more than now. Look, we would consider credit card normalizing to be closer to 3.5%.",quarter,Jamie Dimon,CEO,5,Q and A,Q2_2023,2023-07-14
"And so my follow-up question there. Maybe, Jeremy, could you remind us what unemployment rate is embedded in your ACL ratio as of the second quarter?",quarter,Erika Najarian,Analyst,5,Q and A,Q2_2023,2023-07-14
Yeah. It’s still 5.8%.,quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2023,2023-07-14
Thank you.,quarter,Erika Najarian,Analyst,5,Q and A,Q2_2023,2023-07-14
"Next, we'll go to the line of John McDonald from Autonomous Research. You may proceed.",quarter,Operator,Host,5,Q and A,Q2_2023,2023-07-14
"Hi. Good morning. Jeremy, wanted to ask about capital in the wake of the Barr speech. We don't have the details yet, but just kind of wanted to ask about options that you have and strategies for mitigation both on RWA and potentially on the GSIB front as well as you contemplate what you heard recently.",quarter,John McDonald,Analyst,6,Q and A,Q2_2023,2023-07-14
"Yeah. Thanks, John. So obviously, we're thinking about that a lot. On the other hand, as much as there have been a lot of very detailed rumors out there that might lead you to start to try to do some planning, it does seem like this time it's real and we are actually going to get a proposal presumably sometime this month or something.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"So soon enough, we'll get to see something actually on paper and we can stop kind of the guesswork.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"Having said that, indulging in a little bit of guesswork, it does seem like the biggest single driver of the increase that people are talking about, including Chair Powell's 20% number or Vice Chair Barr’s 2% of RWA which winds up being roughly the same, is just the way operational risk is getting introduced into the Standardized pillar.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"And that is a little bit of a straight-up, across-the-board tax on everything.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"It's kind of hard to optimize your way out of that, with the exception obviously of the fact that you can simply increase price, assuming you have pricing power, but that's obviously not what we want and that's what we sort of mean by impacts on the real economy.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"So there are details, there is a lot of the FRTB stuff; we can get way into the weeds there within the Markets business. And we do have a good track record of adjusting and optimizing, but this time around, it may be a more fundamental set of questions around business mix as opposed to the ability to sort of optimize in a very technical way.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"Okay. That's helpful. And with a number of years for this to phase in and you generating capital at a high level even if the ROTCE comes down a bit, how should we think about your pace of building capital for these new changes versus doing your everyday course of investing and buybacks and things like that over the next couple years?",quarter,John McDonald,Analyst,6,Q and A,Q2_2023,2023-07-14
"Yeah. I mean, I guess I'm sort of tempted to give you our standard capital hierarchy here. I mean, we're not going to sacrifice investments, right? That won't come as a surprise to you.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"Generally speaking, we're always going to try to comply with new requirements early. So when we know the requirements and when we have visibility, obviously given how much organic capital we're generating right now, whatever the answer winds up being it'll be pretty easy to comply, narrowly speaking.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
But that's not the same as saying that there won't be consequences to returns or to pricing.,quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
"And if for whatever reason things aren't exactly as we're anticipating, I don't see us sacrificing investments that we see as strategically critical in order to comply with higher capital requirements ahead of the formal timing or whatever.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
Okay. And there's some room for buybacks?,quarter,John McDonald,Analyst,6,Q and A,Q2_2023,2023-07-14
"It's unlikely, obviously. That would be an unlikely outcome.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2023,2023-07-14
Okay. Thank you.,quarter,John McDonald,Analyst,6,Q and A,Q2_2023,2023-07-14
"Sorry, John. Go ahead. Did you have a follow-up?",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2023,2023-07-14
"Yeah. No, just do buybacks play a role in the next couple years strategically? Do you episodically buy back?",quarter,John McDonald,Analyst,7,Q and A,Q2_2023,2023-07-14
"I mean, capital hierarchy again, right? In the end, when we have nothing else to do with the money, we'll do buybacks.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2023,2023-07-14
"And we talked about the $12 billion for this year. Obviously a lot of new moving parts there. Although all else equal, given what we've done so far, that's still probably a reasonable number for the full year.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2023,2023-07-14
"But, yeah, that's always going to be at the end of the list. But, yeah.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2023,2023-07-14
Got it. Okay. Thank you.,quarter,John McDonald,Analyst,7,Q and A,Q2_2023,2023-07-14
"Next, we'll go to the line of Ken Usdin from Jefferies. You may proceed.",quarter,Operator,Host,7,Q and A,Q2_2023,2023-07-14
