text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"Payments revenue was $4.7 billion, up 3% year-on-year, excluding equity investments, driven by higher deposit balances and fee growth and largely offset by deposit margin compression. Lending revenue was $1.9 billion, up 9% year-on-year, predominantly driven by lower losses on hedges.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2024,2025-01-15
"Moving to Markets, total revenue was $7 billion, up 21% year-on-year. Fixed Income was up 20% with better performance in Credit as well as continued outperformance in Currencies & Emerging Markets. Equities was up 22% on elevated client activity and Derivatives amid increased volatility and higher trading volumes in Cash.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Securities Services revenue was $1.3 billion, up 10% year-on-year, driven by fee growth on higher client activity and market levels, as well as higher deposit balances.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Expenses of $8.7 billion were up 7% year-on-year, predominantly driven by higher brokerage, technology and legal expense. Average Banking & Payments loans were down 2% year-on-year and down 1% sequentially. Global Corporate & Investment Banking loans were down 2% quarter-on-quarter, driven by paydowns and lower short-term financing, primarily offset by new originations.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"In Commercial Banking, Middle Market loans were also down 2% driven by paydowns, predominantly offset by new originations. And Commercial Real Estate loans were flat as new originations were offset by paydowns. Average client deposits were up 9% year-on-year and 5% sequentially, driven by underlying client growth.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Finally, credit costs were $61 million driven by net downgrade activity and the net impact of charge-offs, largely offset by a reserve release due to an update to certain loss assumptions.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Then, to complete our lines of business, Asset & Wealth Management on page 7. AWM reported net income of $1.5 billion with pre-tax margin of 35%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Revenue of $5.8 billion was up 13% year-on-year, predominantly driven by growth in management fees on higher average market levels and strong net inflows, as well as higher performance fees. Expenses of $3.8 billion were up 11% year-on-year, predominantly driven by higher compensation, including revenue-related compensation and continued growth in our private banking advisor teams as well as higher distribution fees.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Long-term net inflows were $76 billion for the quarter, positive across all asset classes. In liquidity, we saw net inflows of $94 billion for the quarter and $140 billion for the full year. And we had client asset net inflows of $468 billion for the year.",both,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"AUM of $4 trillion and client assets of $5.9 trillion were both up 18% year-on-year driven by continued net inflows and higher market levels. And finally, loans were up 2% quarter-on-quarter and deposits were up 5% quarter-on-quarter.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Turning to Corporate on page 8. Corporate reported net income of $1.3 billion. Revenue of $2 billion was up $223 million year-on-year. NII of $2 billion was down $415 million year-on-year, driven by the impact of lower rates, largely offset by balance sheet actions, primarily securities reinvestment activity. NIR was a net loss of $30 million, compared with a net loss of $668 million in the prior year, driven by lower net investment securities losses this quarter.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"And expenses of $550 million were down $3 billion year-on-year, predominantly driven by the absence of the FDIC special assessment of $2.9 billion in the prior year. With that, let's pivot to the outlook, starting with NII on page 9.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"We expect 2025 NII ex. Markets to be approximately $90 billion. Going through the drivers, as usual, the outlook assumes that rates follow the forward curve. It's worth noting that the NII decrease is driven by both the cut expected in 2025 and the impact of the 100 basis points of cuts in the back half of 2024.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"You can see on the page that we've illustrated the historical trajectory of Card loan growth. We expect healthy Card loan growth again this year, but below the 12% pace we saw in 2024 as tailwinds from revolve normalization are largely behind us.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Turning to deposits, Firmwide deposits have stabilized and we expect to see a more visible growth trend assert itself in the second half of 2025. It's notable that we can already see that trend in consumer checking deposits. On deposit margin, we expect modest compression due to lower rates.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"When you put all that together, we expect the NII trough could be sometime in the middle of the year, followed by growth as we illustrated at the bottom of the bar. And for completeness, we expect Firmwide NII to be approximately $94 billion as a function of Markets NII increasing to about $4 billion, which you should think of as being primarily offset in NIR.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Finally, I want to point out that starting this quarter, we are including an estimate of earnings-at-risk in the earnings supplement so you no longer have to wait for the K or the Q to get that number.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Now, let's turn to expenses on page 10. We expect 2025 (sic) [adjusted] expense to be about $95 billion.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Looking at the chart in the middle of the page, I'll touch on the drivers of the year-on-year change, which you'll note are very consistent with what you've been hearing from us recently. The largest increase is volume-and revenue-related expense, which is primarily driven by expected growth in Auto leasing, as well as capital markets. As a reminder, this comes with higher revenues.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"We continue to hire bankers and advisors to support business growth as well as expand our branch network. The increase in tech spend is primarily business driven as we continue to invest in new products, features and customer platforms, as well as modernization. Marketing remains a driver of spend as we continue to see attractive opportunities, resulting in strong demand and engagement in our Card business.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"And finally, while we haven't explicitly called it out in each bar, inflation remains a source of some upward pressure. And as always, we are generating efficiencies to help offset it. Now let's turn to page 11 to cover credit and wrap up.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"On credit, we expect the 2025 Card net charge-off rate to be in line with our previous guidance of approximately 3.6%.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"So in closing, 2024 was another year of record revenue and net income, and we're proud of what we accomplished. As we look ahead to 2025, we still expect NII normalization, although to a lesser extent than we previously thought.",both,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"And taking a step back, we think it's important to acknowledge the tension between the risks and uncertainties in the environment and the degree of optimism embedded in asset prices and expectations. In that context, we remain upbeat about the strength of the franchise, but we are focused on being prepared for a wide range of scenarios.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Finally, let me say a few words about the wildfires in Los Angeles. While we don't expect much of a financial impact from it, we have a presence in the area across all three lines of business, so we're keeping in close contact with our customers, clients and employees. We are offering support in a variety of ways, including waiving consumer and business banking fees as well as making a contribution to local relief organizations, offering employee donation matching and supporting employee volunteer efforts.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q4_2024,2025-01-15
"With that, I'll turn it over to Jamie before we open up the line for Q&A.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q4_2024,2025-01-15
"Good morning, everybody. I just want to point out that Daniel Pinto is not leaving the company yet, so it's a bit premature what I'm about to do. I just wanted to say and I'd be remiss not to say, he was a young man who joined the company at 20 years old in Argentina. He ran trading in Argentina, then he ran trading for Latin America, then he ran global emerging markets trading, then he ran fixed income trading and then became co-head of the Investment Bank and then sole head of the Investment Bank for 10 years. Over that whole time, helped me build one of the great investment banks in the world. And then, obviously, was President for five years or more; a great partner of mine, trusted by everyone at the company. So we're thrilled to have his skills and talents going forward, but I just wanted to recognize the contributions he made.",quarter,Jamie Dimon,CEO,4,Prepared remarks,Q4_2024,2025-01-15
Great. All right. So let's go to questions.,quarter,Jeremy Barnum,CFO,4,Introduction,Q4_2024,2025-01-15
Thank you. Please stand by. Our first question comes from John McDonald with Truist Securities. You may proceed.,quarter,Operator,Host,4,Q and A,Q4_2024,2025-01-15
"Hi. Good morning. Jeremy, I wanted to ask about capital, and I know you get this question a lot about the kind of high-class dilemma of your growing capital base and your perspective of that as earnings in store. So, I guess, what's the framework for thinking about the opportunity cost of sitting on the growing base of capital and how high you might let that go versus your patience in waiting for more attractive deployment opportunities?",year,John McDonald,Analyst,4,Q and A,Q4_2024,2025-01-15
"Yeah. Good question, John, and welcome back, by the way.",quarter,Jeremy Barnum,CFO,4,Q and A,Q4_2024,2025-01-15
Thank you.,quarter,John McDonald,Analyst,4,Q and A,Q4_2024,2025-01-15
"Welcome back, John. Read your piece the other day. It took me quite a while, but it was good work.",quarter,Jamie Dimon,CEO,4,Q and A,Q4_2024,2025-01-15
Thanks.,quarter,John McDonald,Analyst,5,Q and A,Q4_2024,2025-01-15
"So, yeah, you've noted all the points that we always make so I won't repeat them. And I think the way we're thinking about it right now is that we feel very comfortable with the notion that it makes sense for us to have a nice store of extra capital in light of the current environment. We believe there's a good chance that there will be a moment where we get to deploy it at better levels essentially in whatever way than the current opportunities would suggest. And so that feels like a correct kind of strategic and financial decision for us. Having said that, having studied it quite extensively over the last six months and have all the debates that you would expect, we've concluded that we do have enough. We have enough excess. And given that, we would like to not have the excess grow from here.",year,Jeremy Barnum,CFO,5,Q and A,Q4_2024,2025-01-15
"So, when you think about the implications of that, given the amount of organic capital generation that we're producing, it means that unless we find in the near term opportunities for organic deployment or otherwise, it means more capital return through buybacks, all else being equal, in order to arrest the growth of the excess. And that is our current plan, although, I'll give the caveat that, as you know, is in our disclosure, which is we don't want to get in the business of guiding on buybacks, and we reserve the right to change the trajectory at any time for any reason, but that is our current thinking.",year,Jeremy Barnum,CFO,5,Q and A,Q4_2024,2025-01-15
"Okay. Thanks, Jeremy. And then just as a follow-up, when we think about the investment spend agenda this year, how does it differ from, say, last year or last couple of years across lines of business in this kind of certainty of return spectrum you've talked about? And then what kind of efficiencies are baked into the outlook as well? Thanks.",year,John McDonald,Analyst,5,Q and A,Q4_2024,2025-01-15
"Sure. The truth is – and I guess this is a good thing that the themes are remarkably consistent. So, we are seeing the results of our kind of high certainty investment choices across all the categories that you know very well and that we highlighted on the outlook page for expenses, and those continue to be the main areas of focus. The execution gets tweaked at the margin as we pursue different opportunities in the Commercial & Investment Bank. We continue drilling down and analyzing into the relative pockets of weakness that you might see if you go a level or two below the very significantly strong share positions that you see on an aggregate level. Daniel always talked about the reds and the ambers that are behind the greens, and that's embedded in the culture of the company. So we do that everywhere and continue analyzing and iterating, and we throw resources against that stuff as we do that. But, broadly, the themes are very consistent.",year,Jeremy Barnum,CFO,5,Q and A,Q4_2024,2025-01-15
"I think, in terms of efficiency, a couple of things to say, which you know well. One is, when we think about efficiency and how we generate it at this company, it's organic, it's BAU, it's evergreen; it happens every day in all the teams, everywhere. And so that is sort of part of the bottoms-up culture, and that remains the case.",year,Jeremy Barnum,CFO,5,Q and A,Q4_2024,2025-01-15
"We do have a few top-down areas of focus. I think if I go, for example, into technology for starters, we're putting a lot of effort into improving the sort of ability of our software engineers to be productive as they do development, and there's been a lot of focus on that – the development environment for them, in order to enable them to be more productive. And so all else equal, that generates a little bit of efficiency. We also have a lot of focus on the efficiency of our hardware utilization. And so that's embedded in there as well.",year,Jeremy Barnum,CFO,5,Q and A,Q4_2024,2025-01-15
"And another thing that's worth noting, you'll recall that, at Investor Day, I talked about how we had probably reached peak modernization spend. As Jamie always says, we're always modernizing. So, the fact that we've gotten to a peak and then it might come down a little bit from here still means we're going to be constantly modernizing. But, at the margin, that means that inside the tech teams, there's a little bit of capacity that gets freed up to focus on features and new product development and so on, which is also in some sense a form of efficiency.",year,Jeremy Barnum,CFO,5,Q and A,Q4_2024,2025-01-15
"Finally, though, what I would say is that if you look at the head count trajectory of the company over the last few years, we have grown a lot and it has been for very good reasons. And it has contributed quite a bit to our growth and to our ability to run the company efficiently.",year,Jeremy Barnum,CFO,6,Q and A,Q4_2024,2025-01-15
"But any time you have that quantum of headcount growth as well as that rate of headcount growth, you have to believe, all else equal, that some amount of inefficiency has been introduced. And so, this year, as we went through the budget cycle, we ask people, at the margin, to try to support the growth of the company while living within their means on the headcount front. So we're going to try to run things, with some important exceptions that I'll highlight in a second, on roughly flat head count and have that lead to people generating internal efficiencies as they get creative with their teams, and we consider more efficient ways of doing things. The obvious exceptions are the ongoing areas of high certainty investment and growth, so, obviously, branches and bankers and so on. And also, critical non-negotiable areas of risk and control like cyber or whatever independent risk management needs to ensure that we're running the company safely. So that's how we're thinking about efficiency in the current moment.",year,Jeremy Barnum,CFO,6,Q and A,Q4_2024,2025-01-15
Very helpful. Thank you.,quarter,John McDonald,Analyst,6,Q and A,Q4_2024,2025-01-15
Efficiently said.,quarter,Jamie Dimon,CEO,6,Q and A,Q4_2024,2025-01-15
"Thank you. Next, we will go to the line of Mike Mayo from Wells Fargo Securities. You may proceed.",quarter,Operator,Host,6,Q and A,Q4_2024,2025-01-15
"Hi. Simple and then more difficult, I guess. Jamie, who's your successor? And then the second question is, I know I asked the question at Investor Day, why not stay as CEO a little bit longer? I think what I'm hearing from investors now, it goes up and down, but I think investors would like you to stay. So, why say you're going to stay less than five years? You're finally getting what you wanted, 15 years, your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs, and it seems like you're finally getting what you've been playing for. So, why not stay around a bit longer if investors want you to do so? And what would you do otherwise anyway? You don't play golf. You aren't going to be Treasury Secretary. Seems like your work is your hobby, right? So how much longer would you stay around?",year,Mike Mayo,Analyst,6,Q and A,Q4_2024,2025-01-15
"I do love what I do. And answering the second question first, look, we're on a path. The path is not just about me, it's about the other senior people in the company. It's about the Board. If I'm here for several more years, and I may or may not be Chairman. That's going to be up to the Board. Does it really fit the new CEO and stuff like that? You're talking potentially four, five years or more. I'll be 69 in March. I think it's the rational thing to do. I've had a couple health problems, you know. I just think it makes a lot of sense, and so – and what was your first question again?",year,Jamie Dimon,CEO,6,Q and A,Q4_2024,2025-01-15
Who's your successor?,year,Mike Mayo,Analyst,7,Q and A,Q4_2024,2025-01-15
"Oh, yeah. This is an unfortunate thing for any big company like this where these people have to be in the spotlight all the time and always to-ing and fro-ing. We have several exceptional people. You guys know most of them. There's maybe one or two you don't know. The Board reviews and meets with them all the time. I think it's wonderful that Jenn Piepszak, who does not want to be the CEO, will be here as Chief Operating Officer and stay after that. So, obviously, she's going to work with those people which I think is great for a company, just having continuity of management and leadership, and will be one of those people. And obviously, we're not going to tell the press, but it's not determined yet. And of course, the last minute, a couple years from now people get sick, they change their mind, have family circumstances. So, even if you thought you knew today, you couldn't be completely sure.",year,Jamie Dimon,CEO,7,Q and A,Q4_2024,2025-01-15
"So, you'll stay around maybe for a few more years base case right now?",year,Mike Mayo,Analyst,7,Q and A,Q4_2024,2025-01-15
"Basic case, yeah.",year,Jamie Dimon,CEO,7,Q and A,Q4_2024,2025-01-15
All right. Thank you.,quarter,Mike Mayo,Analyst,7,Q and A,Q4_2024,2025-01-15
Thank you. Our next question comes from Jim Mitchell with Seaport Global Securities. You may proceed.,quarter,Operator,Host,7,Q and A,Q4_2024,2025-01-15
"Hey. Good morning. Maybe just on regulation, we have a new administration coming in. We have a new, soon-to-be, I guess, a new head of regulation at the Fed. So, maybe just talk about, again, what areas of the regulatory structure, if it were to change, would be most impactful for you. And is there any areas where you think capital requirements could actually go down? Or is this more of a story of requirements just simply stop going up? Thanks.",year,Jim Mitchell,Analyst,7,Q and A,Q4_2024,2025-01-15
"Hey, Jim. I mean, it's obviously something we're thinking about a lot. But I could go down some pretty deep rabbit holes speculating on all the different parts of the framework and how they could evolve, and I just don't really think that's productive right now. But let me make some attempt to answer your question. So, backing up a second, if you read Jamie's quotes, they're very consistent with what we've been saying as a company for a long time, which is that all we want is a coherent, rational, holistically-assessed regulatory framework that allows banks to do their job, supporting the economy, that isn't reflexively anti-bank, that doesn't default to the answer to every question being more of",year,Jeremy Barnum,CFO,7,Q and A,Q4_2024,2025-01-15
"everything, more capital, more liquidity, that uses data and that balances the obvious goal that we all share of a safe and sound banking system with actually recognizing that banks play a critical role in supporting growth, and the hope is that we get some of that.",year,Jeremy Barnum,CFO,8,Q and A,Q4_2024,2025-01-15
"And that also, while we're at it, some aspects of the supervisory framework get a little bit less bureaucratic and a little less adversarial and a little bit more substantive so that at the margin, management can focus its time on the things that matter the most. So, whether capital goes up, down, stays flat is really so complicated because it's not just Basel III Endgame, it's also a G-SIB, it's also a number of other factors. And that's why we keep hammering away on the importance of doing all of this holistically, properly with the right analysis. And if that takes time, so be it.",year,Jeremy Barnum,CFO,8,Q and A,Q4_2024,2025-01-15
"Can I just add, no that's great. Jeremy gave it all. Let me add three quick things. Liquidity is also equally important. There's been a lot of recognition that what counts as liquidity and discount windows and how LCR is done I think is very important. Second is competition. All these things should be done in light of looking at what kind of public markets you want, what kind of private markets you want, what do you want in the banking system, what you want out of the banking system. And the third is I think most people realize there is a huge need to take a step back and look at the Byzantine, Balkanized system we built which has negatives, and even the regulators will tell you that. So, at one point, just take a deep breath. As Jeremy said, let's do the right thing and continue to have the best financial system in the world.",year,Jamie Dimon,CEO,8,Q and A,Q4_2024,2025-01-15
"Yeah. No, that makes sense. And maybe just as a follow-up, just on loan growth. Have you – since the election, it seems like CEO confidence, business confidence has increased. So, are you starting to see any improvement in demand on lending? Just any thoughts there would be great.",year,Jim Mitchell,Analyst,8,Q and A,Q4_2024,2025-01-15
"Yeah, it's a good question. And I think given the significant improvement in business sentiment and the general optimism out there, you might have expected to see some pickup in loan growth. We are not really seeing that. I don't particularly think that's a negative. I think it's probably explained by a combination of wide-open capital markets, and so many of the larger corporates accessing the capital markets and healthy balance sheets in small businesses and maybe some residual caution. And maybe there are some pockets and some industries where some aspects of the policy uncertainty that we might be facing are making them a little bit more cautious than they otherwise would be about what they're executing in the near-term. But, we'll see what the new year brings as the current optimism starts getting tested with reality, one way or the other.",year,Jeremy Barnum,CFO,8,Q and A,Q4_2024,2025-01-15
"And maybe if it materializes with tangible improvements and things one way or the other, you'll actually see that come through C&I loan growth in particular.",year,Jeremy Barnum,CFO,8,Q and A,Q4_2024,2025-01-15
Okay. Great. Thanks.,quarter,Jim Mitchell,Analyst,8,Q and A,Q4_2024,2025-01-15
"Thank you. Next, we will go to the line of Erika Najarian from UBS. Your line is open.",quarter,Operator,Host,8,Q and A,Q4_2024,2025-01-15
"Yes. Hi, good morning. Wanted to follow up on the questions on capital and maybe ask about some of, Jeremy, the crosscurrents in terms of the denominator. So, if we look at the third quarter regulatory data for your G-SIB surcharge score, that would imply that your score would put you in a range of a 5% G-SIB. So, obviously, from what we understand, if you print that – somewhere near that score at the end of this year, then your G-SIB surcharge goes up by – to 5% or by 50 basis points two years and one day from now. At the same time, around the holidays, we did get the press release from both the Federal Reserve and the lawsuit from the banks. In terms of the transparency, it looks like the transparency is going to be focused on perhaps being improved as soon as this year's stress test.",both,Erika Najarian,Analyst,9,Q and A,Q4_2024,2025-01-15
"So, as we think about the definition of excess, right, because part of this is like 15.7% is clearly a huge number. So, as we think about your returns going forward, the definition of excess also continues to shift. So, how should we think about those crosscurrents in terms of two big components, clearly, one is your G-SIB surcharge and the other is your stress capital buffer?",year,Erika Najarian,Analyst,9,Q and A,Q4_2024,2025-01-15
"Right, Erika. Okay. You are tempting me with many rabbit holes that are very deep. But let's try and address this not too much great length. First of all, G-SIB. So, yes, it was a high print in the third quarter, but we had normal seasonality third quarter and fourth quarter. So, while our current view of G-SIB number is an estimate, we're quite confident that we wound up comfortably in the 5% bucket just as a result of normal seasonality. It was actually a relatively quiet December in terms of the types of year-end things that sometimes create pressures of various types. So that is more or less what you might have otherwise expected in terms of our typical seasonal patterns. So, not much to see there.",quarter,Jeremy Barnum,CFO,9,Q and A,Q4_2024,2025-01-15
"And the obvious point also being that even under the existing proposed G-SIB rule, which is obviously a little bit hung up, with the smaller buckets and some of the recalibration and so on, it's not even sort of obvious that it would have mattered one way or the other. But, anyway, for now, we're managing to the current rules, and normal seasonality took us back under 5%. Okay, you mentioned the lawsuit. I think the only thing to say about that is that we are happy to see the clear recognition on the part of the Fed that many of the things that we've been talking about for a long time in terms of transparency and volatility, and some of the non-substantive bureaucratic burden associated with the CCAR process needs improvement. So, that's great.",year,Jeremy Barnum,CFO,9,Q and A,Q4_2024,2025-01-15
"I think I won't speak for the industry bodies that were the actual litigants, but it seems to me, if you just read what they said publicly in their press releases, this is as much as anything about preserving rights in light of the statute of limitations deadlines that were coming up. So, let's just hope that we see some significant progress on that front.",year,Jeremy Barnum,CFO,9,Q and A,Q4_2024,2025-01-15
"And then, taking a step back, at a high level, what you're really asking me is, what is our core view about, and I think probably the best way to think about this is just through the lens of the numerator, actually. What is our core view about if you just, for the sake of argument, assume modest growth in the normalized amount of economic denominator, like actual need for capital organically, what will be the likely additional numerator that will be needed or not as a function of the environment.",year,Jeremy Barnum,CFO,9,Q and A,Q4_2024,2025-01-15
"And the way we're increasingly thinking about that is just doing different scenario analysis of like flat numerator, up 5% numerator, up 10% numerator, up 20% numerator. I guess there could be some versions of the world where the numerator's a little less. And then guessing about our central case and comparing our projected capital amount to that number to determine the excess. And as you point out, at 15.7%, and I think the actual quantum of the numerator is something like $275 billion, through pretty much any reasonable lens, it's a ton of excess, which is why we've concluded that it doesn't need to grow anymore.",year,Jeremy Barnum,CFO,9,Q and A,Q4_2024,2025-01-15
"And just a follow-up question – a follow-up to John's line of questioning. As a placeholder, as we think about what you said, trying to arrest the growth of CET1, for now, should we just assume that anything that you don't need for organic growth and your dividend obligations in terms of that 15.7% will be bought back by the company as we think about? I know you don't want to predict the buyback, but is that sort of just a placeholder for now as we think about what can return back to shareholders in the form of repurchase?",year,Erika Najarian,Analyst,9,Q and A,Q4_2024,2025-01-15
"Yeah. You've quoted our capital hierarchy, and your conclusion flows naturally from my statement that we do want to arrest the growth of the excess.",year,Jeremy Barnum,CFO,10,Q and A,Q4_2024,2025-01-15
"So, we are never going to tell the market what we're going to do. You all know that everybody is out there modeling these things, trading against these things. So, steady consistent buyers in the marketplace who are so predictable are making a mistake.",year,Jamie Dimon,CEO,10,Q and A,Q4_2024,2025-01-15
"Does that conclude your question, Erika?",quarter,Operator,Host,10,Q and A,Q4_2024,2025-01-15
Very good. We can go to the next question. Thanks. Yeah.,quarter,Jeremy Barnum,CFO,10,Q and A,Q4_2024,2025-01-15
Thank you. Our next question comes from Matt O'Connor with Deutsche Bank. Your line is open.,quarter,Operator,Host,10,Q and A,Q4_2024,2025-01-15
"Good morning. It seems like you guys have backed off the view that you're materially over-earning on net interest income. And is this all because of the higher rate environment that's expected now? Or is it also partly a different view on deposit pricing, specifically on the consumer side, which I think you had assumed it would reprice a bit more than we've seen?",year,Matt O'Connor,Analyst,10,Q and A,Q4_2024,2025-01-15
