text,fiscal_period_ref,page,section,reporting_period,date_of_presentation
"Modernizing Our Bank: Significantly expanded adoption of Gen AI tools, with 385K utilizations and ~220K automated code reviews.",quarter,5,Financial Results,Q1_2025,2025-04-15
Modernizing Our Bank: Automating high priority manual reconciliations to generate efficiencies and improve risk management.,quarter,5,Financial Results,Q1_2025,2025-04-15
Modernizing Our Bank: Using Gen AI to enhance detection of unauthorized trading activity to improve FX trade surveillance.,quarter,5,Financial Results,Q1_2025,2025-04-15
"Benefits of these initiatives include enhanced top-line revenue growth, improved operating efficiency, and reduced risk while improving safety and soundness.",quarter,5,Financial Results,Q1_2025,2025-04-15
"Revenues up 3% YoY, driven by growth in each business, largely offset by a decline in All Other. Excluding divestiture-related impacts, revenues were also up 3% YoY.",quarter,6,Financial Results,Q1_2025,2025-04-15
"NII up 4% YoY, driven by USPB, Markets, Wealth and Services, offset by declines in All Other and Banking.",quarter,6,Financial Results,Q1_2025,2025-04-15
"NIR up 1% YoY, driven by Markets, Banking and Wealth, offset by declines in All Other, USPB and Services.",quarter,6,Financial Results,Q1_2025,2025-04-15
"Expenses down 5% YoY, driven by a smaller FDIC special assessment, absence of a restructuring charge, and lower compensation. Excluding certain impacts, expenses were down 3% YoY.",quarter,6,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $2.7 billion, primarily from net credit losses in cards and a firmwide ACL build, reflecting macroeconomic uncertainty.",quarter,6,Financial Results,Q1_2025,2025-04-15
ROTCE was 9.1%.,quarter,6,Financial Results,Q1_2025,2025-04-15
1Q25 total expenses are down 5% YoY.,quarter,7,Financial Results,Q1_2025,2025-04-15
"Technology / communication expenses are up 6% YoY due to continued investments in transformation, safety & soundness.",quarter,7,Financial Results,Q1_2025,2025-04-15
"Other Expenses are down 10% YoY due to lower deposit insurance costs, including a lower FDIC special assessment, and legal-related charges, partially offset by higher professional fees.",quarter,7,Financial Results,Q1_2025,2025-04-15
"Compensation and benefits & restructuring expenses are down 6% YoY due to absence of restructuring, lower severance, productivity saves, and favorable FX impacts, partially offset by investments in transformation and technology.",quarter,7,Financial Results,Q1_2025,2025-04-15
Citi had nearly $23B in total reserves with a reserve-to-funded loans ratio of 2.7% as of March 31.,quarter,8,Financial Results,Q1_2025,2025-04-15
"Revenues up 3% YoY, driven by growth in TTS.",quarter,10,Financial Results,Q1_2025,2025-04-15
"NII up 5%, driven by higher deposit spreads, and an increase in deposit and loan balances.",quarter,10,Financial Results,Q1_2025,2025-04-15
"NIR down 4%, driven by a decline in Securities Services and higher revenue share and FX impact.",quarter,10,Financial Results,Q1_2025,2025-04-15
"Expenses down 3% YoY, largely driven by lower deposit insurance costs, severance and legal expenses.",quarter,10,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $51 million, primarily driven by a net ACL build of $45 million.",quarter,10,Financial Results,Q1_2025,2025-04-15
Net Income was $1.6 billion.,quarter,10,Financial Results,Q1_2025,2025-04-15
RoTCE was 26.2%.,quarter,10,Financial Results,Q1_2025,2025-04-15
"Revenues up 12% YoY, driven by growth in both Fixed Income markets and Equity markets.",quarter,11,Financial Results,Q1_2025,2025-04-15
"Fixed Income markets revenue was up 8% YoY, driven by strong performance in Rates and Currencies (up 9% YoY) and Spread Products / Other Fixed Income (up 7% YoY).",quarter,11,Financial Results,Q1_2025,2025-04-15
"Equity markets revenue was up 23% YoY, primarily driven by Equity Derivatives and momentum in Prime Services.",quarter,11,Financial Results,Q1_2025,2025-04-15
"Expenses up 2% YoY, driven by higher volume and other revenue-related expenses.",quarter,11,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $201 million, primarily related to Spread Products, a net ACL build due to uncertainty, and net credit losses.",quarter,11,Financial Results,Q1_2025,2025-04-15
Net Income was $1.8 billion.,quarter,11,Financial Results,Q1_2025,2025-04-15
RoTCE was 14.3%.,quarter,11,Financial Results,Q1_2025,2025-04-15
"Revenues up 12% YoY, driven by growth in Investment Banking and the impact of mark-to-market on loan hedges, offset by a decline in Corporate Lending ex-gain/(loss) on loan hedges.",quarter,12,Financial Results,Q1_2025,2025-04-15
"Investment Banking fees up 14%, with growth in Advisory partially offset by declines in DCM and ECM.",quarter,12,Financial Results,Q1_2025,2025-04-15
"Corporate Lending ex-gain/(loss) on loan hedges revenues down 1%, as increases in revenue share were offset by lower balances and higher prior year recoveries.",quarter,12,Financial Results,Q1_2025,2025-04-15
"Expenses down 12% YoY, driven by lower compensation from prior actions to right-size the workforce and expense base.",quarter,12,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $214 million, consisting of a net ACL build of $180 million and net credit losses of $34 million.",quarter,12,Financial Results,Q1_2025,2025-04-15
Net Income was $543 million.,quarter,12,Financial Results,Q1_2025,2025-04-15
RoTCE of 10.7%.,quarter,12,Financial Results,Q1_2025,2025-04-15
"Revenue up 24% YoY, driven by growth across Citigold, the Private Bank and Wealth at Work.",quarter,13,Financial Results,Q1_2025,2025-04-15
"NII up 30% YoY, driven by improved deposit spreads, partially offset by lower deposit balances.",quarter,13,Financial Results,Q1_2025,2025-04-15
"NIR up 16% YoY, primarily driven by higher investment fee revenues.",quarter,13,Financial Results,Q1_2025,2025-04-15
"Expenses were flat YoY, as benefits of prior actions to right-size the workforce were offset by higher revenue-related expenses and severance.",quarter,13,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $98 million, consisting of a net ACL build of $60 million and net credit losses of $38 million.",quarter,13,Financial Results,Q1_2025,2025-04-15
Net Income was $284 million.,quarter,13,Financial Results,Q1_2025,2025-04-15
RoTCE of 9.4%.,quarter,13,Financial Results,Q1_2025,2025-04-15
"Revenues up 2% YoY, driven by higher NII due to loan growth in Branded Cards and higher deposit spreads in Retail Banking, partially offset by lower NIR in Retail Services.",quarter,14,Financial Results,Q1_2025,2025-04-15
"Expenses were flat YoY, as continued productivity savings were offset by higher advertising and marketing and legal expenses.",quarter,14,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $1.8 billion, consisting of net credit losses of $2.0 billion, partially offset by a net ACL release of $172 million.",quarter,14,Financial Results,Q1_2025,2025-04-15
Net Income was $745 million.,quarter,14,Financial Results,Q1_2025,2025-04-15
RoTCE was 12.9%.,quarter,14,Financial Results,Q1_2025,2025-04-15
"Revenues down 39% YoY, driven by lower NII and mark-to-market valuation changes in Corporate/Other, as well as lower revenue from closed exits, wind-downs, and Mexican peso depreciation.",quarter,15,Financial Results,Q1_2025,2025-04-15
"All Other NIR down $431 million YoY, primarily driven by mark-to-market valuation changes and impacts of closed exits and wind-downs.",quarter,15,Financial Results,Q1_2025,2025-04-15
"Expenses down 17% YoY, driven by a smaller FDIC special assessment, absence of a restructuring charge, and lower expenses from wind-down and exit markets.",quarter,15,Financial Results,Q1_2025,2025-04-15
"Credit Costs were $359 million, consisting of net credit losses of $256 million driven by consumer loans in Mexico and an ACL build of $103 million.",quarter,15,Financial Results,Q1_2025,2025-04-15
Revenues guidance: ~$83.1-84.1 billion.,quarter,16,Outlook,Q1_2025,2025-04-15
NII ex-Markets guidance: up 2-3%.,quarter,16,Outlook,Q1_2025,2025-04-15
Expenses guidance: Slightly below $53.4 billion.,quarter,16,Outlook,Q1_2025,2025-04-15
"Cost of Credit guidance: Cards NCL rates around the top of the 2024 ranges for both businesses, with higher losses in 1H. ACL build will be a function of macroeconomic environment and business volumes.",quarter,16,Outlook,Q1_2025,2025-04-15
Capital guidance: Board of Directors authorized a $20 billion common share repurchase program in January.,quarter,16,Outlook,Q1_2025,2025-04-15
Capital guidance: Repurchased $1.75 billion of common shares in 1Q25; targeting a similar level of share repurchases in 2Q25.,quarter,16,Outlook,Q1_2025,2025-04-15
We remain committed to continuing to improve returns over time.,quarter,16,Outlook,Q1_2025,2025-04-15
Certain statements in this presentation are “forward-looking statements” within the meaning of the Private Securities Litigation Reform Act of 1995. These statements are based on management’s current expectations and are subject to uncertainty and changes in circumstances.,quarter,17,Footnotes,Q1_2025,2025-04-15
"Actual results and capital and other financial condition may differ materially from those included in these statements due to a variety of factors, including macroeconomic, geopolitical, and other challenges and uncertainties.",quarter,17,Footnotes,Q1_2025,2025-04-15
"Factors also consist of those contained in Citigroup’s filings with the U.S. Securities and Exchange Commission, including the “Risk Factors” section of Citigroup’s 2024 Form 10-K.",quarter,17,Footnotes,Q1_2025,2025-04-15
"Any forward-looking statements made by or on behalf of Citigroup speak only as to the date they are made, and Citi does not undertake to update forward-looking statements.",quarter,17,Footnotes,Q1_2025,2025-04-15
Total deposit Compound Annual Growth Rate (CAGR) is 4.2%.,quarter,21,Financial Results,Q1_2025,2025-04-15
Services deposit Compound Annual Growth Rate (CAGR) is 5.5%.,quarter,21,Financial Results,Q1_2025,2025-04-15
"Effective January 1, 2025, certain transaction processing fees paid by Citi, primarily to credit card networks, will be presented as a contra-revenue within Commissions and fees, reported in non-interest revenue. They were previously presented within Other operating expense.",quarter,22,Footnotes,Q1_2025,2025-04-15
Prior periods were conformed to reflect this change in presentation.,quarter,22,Footnotes,Q1_2025,2025-04-15
This presentation change does not impact Citi's net income.,quarter,22,Footnotes,Q1_2025,2025-04-15
ACL: Allowance for Credit Losses,quarter,29,Glossary,Q1_2025,2025-04-15
ACLL: Allowance for Credit Losses on Loans,quarter,29,Glossary,Q1_2025,2025-04-15
AUA: Assets Under Administration,quarter,29,Glossary,Q1_2025,2025-04-15
AUC: Assets Under Custody,quarter,29,Glossary,Q1_2025,2025-04-15
CET1: Common Equity Tier 1,quarter,29,Glossary,Q1_2025,2025-04-15
EBT: Earnings before Tax,quarter,29,Glossary,Q1_2025,2025-04-15
EPS: Earnings per Share,quarter,29,Glossary,Q1_2025,2025-04-15
NCL: Net Credit Loss,quarter,29,Glossary,Q1_2025,2025-04-15
NII: Net Interest Income,quarter,29,Glossary,Q1_2025,2025-04-15
NIR: Non-Interest Revenue,quarter,29,Glossary,Q1_2025,2025-04-15
RoTCE: Return on Average Tangible Common Equity,quarter,29,Glossary,Q1_2025,2025-04-15
TCE: Tangible Common Equity,quarter,29,Glossary,Q1_2025,2025-04-15
USPB: U.S. Personal Banking,quarter,29,Glossary,Q1_2025,2025-04-15
YoY: Year-Over-Year,quarter,29,Glossary,Q1_2025,2025-04-15
"Slide 2, Note 1: Represents consumer banking businesses and other businesses in All Other – Legacy Franchises that Citi has exited or is exiting across 14 markets in Asia, Europe, the Middle East and Mexico as part of Citi's strategic refresh.",quarter,30,Footnotes,Q1_2025,2025-04-15
"Slide 3, Note 1: Return on Tangible Common Equity (RoTCE) is a non-GAAP financial measure. RoTCE represents annualized net income available to common shareholders as a percentage of average TCE. For a reconciliation to reported results, please refer to Slide 23.",quarter,30,Footnotes,Q1_2025,2025-04-15
"Slide 3, Note 2: 1Q25 is preliminary. Citigroup's binding CET1 Capital ratios were derived under the U.S. Basel III Standardized Approach.",quarter,30,Footnotes,Q1_2025,2025-04-15
"Slide 4, Note 10: Net New Investment Assets (NNIA) represents investment asset inflows, including dividends, interest and distributions, less investment asset outflows. Excluded from the calculation are the impact of fees and commissions, market movement, internal transfers within Citi specific to systematic upgrades/downgrades with USPB, and any impact from strategic decisions by Citi to exit certain markets or services.",quarter,30,Footnotes,Q1_2025,2025-04-15
"Slide 6, Note 1: Effective January 1, 2025, certain transaction processing fees paid by Citi are presented as a contra-revenue within Commissions and fees, reported in non-interest revenue. Previously presented within Other operating expense.",quarter,30,Footnotes,Q1_2025,2025-04-15
