row_heading,row_number,preceding_quarter_trend_summary,year_on_year_quarter_trend_summary,current_quarter_value,preceding_quarter_value,prev_year_same_quarter_value,preceding_year_trend_summary,current_year_value,preceding_year_value,unit,page,section,reporting_period,date_of_presentation
Net Income,11,Increased by 90% from the preceding quarter.,Increased by 15% from the same quarter last year.,1494.0,,,,,,MM USD,12,Financial Results,Q1_2024,2024-04-12
Allocated Average TCE,1,Increased by 8% from the preceding quarter.,Increased by 8% from the same quarter last year.,25.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
RoTCE,2,,,24.1,,,,,,%,12,Financial Results,Q1_2024,2024-04-12
Efficiency Ratio,3,Decreased by 100 bps from the preceding quarter.,Increased by 100 bps from the same quarter last year.,56.0,,,,,,%,12,Financial Results,Q1_2024,2024-04-12
Average Loans,4,Decreased by 1% from the preceding quarter.,Increased by 4% from the same quarter last year.,82.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
EOP Loans,5,Decreased by 5% from the preceding quarter.,,81.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
Average Deposits,6,Increased by 1% from the preceding quarter.,Decreased by 3% from the same quarter last year.,808.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
EOP Deposits,7,Increased by 1% from the preceding quarter.,Decreased by 1% from the same quarter last year.,787.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
Treasury and Trade Solutions Average Loans,1,Decreased by 1% from the preceding quarter.,Increased by 4% from the same quarter last year.,81.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
Treasury and Trade Solutions Average Deposits,2,,Decreased by 3% from the same quarter last year.,684.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
Cross Border Transaction Value,3,Decreased by 9% from the preceding quarter.,Increased by 9% from the same quarter last year.,91.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
US Dollar Clearing Volume,4,Decreased by 1% from the preceding quarter.,Increased by 3% from the same quarter last year.,40.0,,,,,,MM #,12,Financial Results,Q1_2024,2024-04-12
Commercial Card Spend Volume,5,Increased by 1% from the preceding quarter.,Increased by 5% from the same quarter last year.,17.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
Securities Services Average Deposits,6,Increased by 2% from the preceding quarter.,Decreased by 1% from the same quarter last year.,124.0,,,,,,B USD,12,Financial Results,Q1_2024,2024-04-12
Preliminary AUC/AUA,7,Increased by 2% from the preceding quarter.,Increased by 11% from the same quarter last year.,24.0,,,,,,T USD,12,Financial Results,Q1_2024,2024-04-12
Rates and currencies,1,Increased by 61% from the preceding quarter.,Decreased by 21% from the same quarter last year.,2799.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Spread products / other fixed income,2,Increased by 62% from the preceding quarter.,Increased by 26% from the same quarter last year.,1352.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Fixed Income Markets,3,Increased by 62% from the preceding quarter.,Decreased by 10% from the same quarter last year.,4151.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Equity Markets,4,Increased by 50% from the preceding quarter.,Increased by 5% from the same quarter last year.,1227.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Total Revenues,5,Increased by 59% from the preceding quarter.,Decreased by 7% from the same quarter last year.,5378.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Expenses,6,Decreased by 2% from the preceding quarter.,Increased by 7% from the same quarter last year.,3380.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
NCLs,7,Change is not meaningful.,Change is not meaningful.,78.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
ACL Build (Release) and Other,8,Decreased by 32% from the preceding quarter.,Increased by 54% from the same quarter last year.,122.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Credit Costs,9,Decreased by 4% from the preceding quarter.,Change is not meaningful.,200.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
EBT,10,Change is not meaningful.,Decreased by 29% from the same quarter last year.,1798.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Net Income,11,Change is not meaningful.,Decreased by 25% from the same quarter last year.,1395.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Allocated Average TCE,1,Increased by 2% from the preceding quarter.,Increased by 2% from the same quarter last year.,54.0,,,,,,B USD,13,Financial Results,Q1_2024,2024-04-12
RoTCE,2,,,10.4,,,,,,%,13,Financial Results,Q1_2024,2024-04-12
Efficiency Ratio,3,Change is not meaningful.,Increased by 800 bps from the same quarter last year.,63.0,,,,,,%,13,Financial Results,Q1_2024,2024-04-12
Average Trading Account Assets,4,Increased by 4% from the preceding quarter.,Increased by 17% from the same quarter last year.,408.0,,,,,,B USD,13,Financial Results,Q1_2024,2024-04-12
Average Total Assets,5,Increased by 2% from the preceding quarter.,Increased by 4% from the same quarter last year.,1048.0,,,,,,B USD,13,Financial Results,Q1_2024,2024-04-12
Average Loans,6,Increased by 4% from the preceding quarter.,Increased by 8% from the same quarter last year.,120.0,,,,,,B USD,13,Financial Results,Q1_2024,2024-04-12
Average VaR ($ in MM)(99% confidence level),7,Increased by 11% from the preceding quarter.,Increased by 11% from the same quarter last year.,154.0,,,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Fixed Income Revenues,1,"Increased by 62% from 2,569MM in 4Q23.","Decreased by 10% from 4,623MM in 1Q23.",4151.0,2569.0,4623.0,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Equities Revenues,2,Increased by 50% from 819MM in 4Q23.,"Increased by 5% from 1,167MM in 1Q23.",1227.0,819.0,1167.0,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Total Markets Revenues,3,"Increased by 59% from 3,388MM in 4Q23.","Decreased by 7% from 5,790MM in 1Q23.",5378.0,3388.0,5790.0,,,,MM USD,13,Financial Results,Q1_2024,2024-04-12
Investment Banking,1,Increased by 36% from the preceding quarter.,Increased by 35% from the same quarter last year.,903.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Corporate Lending (ex-gain/(loss)),2,Change is not meaningful.,Increased by 34% from the same quarter last year.,915.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Gain/(loss) on loan hedges,3,Increased by 21% from the preceding quarter.,Increased by 48% from the same quarter last year.,-104.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Corporate Lending incl. gain/(loss),4,Increased by 180% from the preceding quarter.,Increased by 68% from the same quarter last year.,811.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Total Revenues,5,Increased by 80% from the preceding quarter.,Increased by 49% from the same quarter last year.,1714.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Expenses,6,Increased by 2% from the preceding quarter.,Decreased by 4% from the same quarter last year.,1184.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
NCLs,7,Decreased by 7% from the preceding quarter.,Change is not meaningful.,66.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
ACL Build (Release) and Other,8,Change is not meaningful.,Decreased by 44% from the same quarter last year.,-195.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Credit Costs,9,Change is not meaningful.,Decreased by 5% from the same quarter last year.,-129.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
EBT,10,Change is not meaningful.,Change is not meaningful.,659.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Net Income,11,Change is not meaningful.,Change is not meaningful.,536.0,,,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Investment Banking fees,1,Increased 38% from 706MM in 4Q23.,Increased 32% from 740MM in 1Q23.,977.0,706.0,740.0,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Advisory,2,Decreased 20% from 286MM in 4Q23.,Decreased 17% from 276MM in 1Q23.,230.0,286.0,276.0,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Equity Underwriting,3,Increased 55% from 110MM in 4Q23.,Increased 57% from 109MM in 1Q23.,171.0,110.0,109.0,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Debt Underwriting,4,Increased 86% from 310MM in 4Q23.,Increased 62% from 355MM in 1Q23.,576.0,310.0,355.0,,,,MM USD,14,Financial Results,Q1_2024,2024-04-12
Private Bank,1,Increased by 5% from 542MM in 4Q23.,Increased by 1% from 568MM in 1Q23.,571.0,542.0,568.0,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Wealth at Work,2,Decreased by 14% from 211MM in 4Q23.,Decreased by 6% from 193MM in 1Q23.,181.0,211.0,193.0,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Citigold,3,Increased by 3% from 918MM in 4Q23.,"Decreased by 6% from 1,005MM in 1Q23.",943.0,918.0,1005.0,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Total Revenues,4,"Increased by 1% from 1,671MM in 4Q23.","Decreased by 4% from 1,766MM in 1Q23.",1695.0,1671.0,1766.0,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Expenses,5,Increased by 1% from the preceding quarter.,Increased by 3% from the same quarter last year.,1668.0,,,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
NCLs,6,Decreased by 6% from the preceding quarter.,Increased by 45% from the same quarter last year.,29.0,,,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
ACL Build (Release) and Other,7,Change is not meaningful.,Change is not meaningful.,-199.0,,,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Credit Costs,8,Change is not meaningful.,Change is not meaningful.,-170.0,,,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
EBT,9,Change is not meaningful.,Decreased by 1% from the same quarter last year.,197.0,,,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Net Income,10,Change is not meaningful.,Decreased by 6% from the same quarter last year.,150.0,,,,,,MM USD,15,Financial Results,Q1_2024,2024-04-12
Allocated Average TCE,1,Decreased by 1% from the preceding quarter.,Decreased by 1% from the same quarter last year.,13.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
RoTCE,2,,,4.6,,,,,,%,15,Financial Results,Q1_2024,2024-04-12
Efficiency Ratio,3,Decreased by 100 bps from the preceding quarter.,Increased by 600 bps from the same quarter last year.,98.0,,,,,,%,15,Financial Results,Q1_2024,2024-04-12
Average Loans,4,Remained stable at 0% change from the preceding quarter.,Remained stable at 0% change from the same quarter last year.,150.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
EOP Loans,5,Decreased by 2% from the preceding quarter.,Decreased by 1% from the same quarter last year.,149.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
Average Deposits,6,Increased by 2% from the preceding quarter.,Decreased by 1% from the same quarter last year.,319.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
EOP Deposits,7,Remained stable at 0% change from the preceding quarter.,Remained stable at 0% change from the same quarter last year.,323.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
Estimated Client Investment Assets,8,Increased by 3% from the preceding quarter.,Increased by 12% from the same quarter last year.,515.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
Client Balances,9,Increased by 1% from the preceding quarter.,Increased by 6% from the same quarter last year.,987.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
Estimated Net New Assets,10,Change is not meaningful.,Change is not meaningful.,0.0,,,,,,B USD,15,Financial Results,Q1_2024,2024-04-12
Branded Cards,1,Increased by 1% from the preceding quarter.,Increased by 7% from the same quarter last year.,2640.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Retail Services,2,Increased by 16% from the preceding quarter.,Increased by 18% from the same quarter last year.,1900.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Retail Banking,3,Decreased by 7% from the preceding quarter.,Increased by 1% from the same quarter last year.,638.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Total Revenues,4,Increased by 5% from the preceding quarter.,Increased by 10% from the same quarter last year.,5178.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Expenses,5,Decreased by 3% from the preceding quarter.,,2519.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
NCLs,6,Increased by 17% from the preceding quarter.,Increased by 74% from the same quarter last year.,1864.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
ACL Build (Release) and Other,7,Decreased by 28% from the preceding quarter.,Decreased by 41% from the same quarter last year.,340.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Credit Costs,8,Increased by 6% from the preceding quarter.,Increased by 34% from the same quarter last year.,2204.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
EBT,9,Increased by 67% from the preceding quarter.,Decreased by 15% from the same quarter last year.,455.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Net Income,10,Increased by 73% from the preceding quarter.,Decreased by 14% from the same quarter last year.,347.0,,,,,,MM USD,16,Financial Results,Q1_2024,2024-04-12
Branded Cards Credit Card Spend Volume,1,Decreased by 7% from the preceding quarter.,Increased by 4% from the same quarter last year.,121.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Branded Cards Average Loans,2,Increased by 1% from the preceding quarter.,Increased by 11% from the same quarter last year.,108.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Branded Cards NCL Rate,3,Increased by 59 bps from the preceding quarter.,Increased by 147 bps from the same quarter last year.,3.65,,,,,,%,16,Financial Results,Q1_2024,2024-04-12
Retail Services Credit Card Spend Volume,4,Decreased by 23% from the preceding quarter.,Decreased by 4% from the same quarter last year.,20.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Retail Services Average Loans,5,,Increased by 6% from the same quarter last year.,52.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Retail Services NCL Rate,6,Increased by 88 bps from the preceding quarter.,Increased by 224 bps from the same quarter last year.,6.32,,,,,,%,16,Financial Results,Q1_2024,2024-04-12
Retail Banking EOP Digital Deposits,7,Increased by 1% from the preceding quarter.,Decreased by 1% from the same quarter last year.,28.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Retail Banking USPB Branches,8,,Decreased by 1% from the same quarter last year.,645.0,,,,,,#,16,Financial Results,Q1_2024,2024-04-12
Retail Banking Mortgage Originations,9,Increased by 11% from the preceding quarter.,Decreased by 6% from the same quarter last year.,3.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Retail Banking Average Mortgage Loans,10,Increased by 3% from the preceding quarter.,Increased by 18% from the same quarter last year.,40.0,,,,,,B USD,16,Financial Results,Q1_2024,2024-04-12
Legacy Franchises,1,Increased by 6% from the preceding quarter.,,1814.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
Corporate / Other,2,Increased by 76% from the preceding quarter.,Decreased by 30% from the same quarter last year.,571.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
Total Revenues,3,Increased by 17% from the preceding quarter.,Decreased by 9% from the same quarter last year.,2385.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
Expenses,4,Decreased by 40% from the preceding quarter.,Increased by 18% from the same quarter last year.,2668.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
NCLs,5,Increased by 6% from the preceding quarter.,Increased by 26% from the same quarter last year.,249.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
ACL Build (Release) and Other,6,Decreased by 129% from the preceding quarter.,Decreased by 126% from the same quarter last year.,-64.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
Credit Costs,7,Decreased by 60% from the preceding quarter.,Decreased by 59% from the same quarter last year.,185.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
EBT,8,Increased by 84% from the preceding quarter.,Change is not meaningful.,-468.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
Net Income,9,Increased by 80% from the preceding quarter.,Change is not meaningful.,-457.0,,,,,,MM USD,17,Financial Results,Q1_2024,2024-04-12
Closed Exit Markets,1,,,0.1,,,,,,B USD,17,Financial Results,Q1_2024,2024-04-12
Mexico Consumer / SBMM,2,,,1.6,,,,,,B USD,17,Financial Results,Q1_2024,2024-04-12
Wind-Downs / Sale / Other,3,,,0.1,,,,,,B USD,17,Financial Results,Q1_2024,2024-04-12
Legacy Franchises,4,,,1.8,,8.6,,,,B USD,17,Financial Results,Q1_2024,2024-04-12
Divestiture-related Impacts,5,,,0.0,,1.3,,,,B USD,17,Financial Results,Q1_2024,2024-04-12
Legacy Franchises ex-divestitures,6,,,1.8,,7.2,,,,B USD,17,Financial Results,Q1_2024,2024-04-12
Available Cash,1,,,198.0,,,,,,B USD,24,Financial Results,Q1_2024,2024-04-12
US Sovereign,2,,,190.0,,,,,,B USD,24,Financial Results,Q1_2024,2024-04-12
US Agency/Agency MBS,3,,,70.0,,,,,,B USD,24,Financial Results,Q1_2024,2024-04-12
Foreign Government Debt,4,,,97.0,,,,,,B USD,24,Financial Results,Q1_2024,2024-04-12
AFS Securities (Duration: ~2 Years),1,Decreased from $257B in 4Q23.,Increased from $240B in 1Q23.,255.0,257.0,240.0,,,,B USD,24,Financial Results,Q1_2024,2024-04-12
HTM Securities (Duration: ~3 Years),2,Decreased from 254B in 4Q23.,Decreased from 264B in 1Q23.,252.0,254.0,264.0,,,,B USD,24,Financial Results,Q1_2024,2024-04-12
Common Stockholders' Equity,1,,,188985.0,187853.0,188050.0,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Goodwill,2,,,20042.0,20098.0,19882.0,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
