text,fiscal_period_ref,page,section,reporting_period,date_of_presentation
"Corporate Lending (ex-gain/loss on loan hedges) revenues were up 5%, primarily driven by a smaller impact from currency devaluation in Argentina.",quarter,13,Financial Results,Q3_2024,2024-10-15
"Expenses were down 9% YoY, primarily driven by actions taken to right-size the expense base, resulting in positive operating leverage.",quarter,13,Financial Results,Q3_2024,2024-10-15
"Credit Costs were $177 million, driven by an ACL build of $141 million, primarily from changes in portfolio mix.",quarter,13,Financial Results,Q3_2024,2024-10-15
"Net Income was $238 million, up 53% YoY.",quarter,13,Financial Results,Q3_2024,2024-10-15
RoTCE of 4.3%; Year-to-date RoTCE of 7.2%.,quarter,13,Financial Results,Q3_2024,2024-10-15
"Revenues up 9% YoY, driven by a 15% increase in NIR from higher investment fee revenues and a 6% increase in NII from higher deposit volumes.",quarter,14,Financial Results,Q3_2024,2024-10-15
"The quarter saw estimated Net New Assets (NNA) of ~$9B, up 267% YoY, and Client Investment Assets of $580B, up 24% YoY.",quarter,14,Financial Results,Q3_2024,2024-10-15
"Expenses down 4% YoY, primarily driven by actions taken to right-size the expense base, resulting in positive operating leverage.",quarter,14,Financial Results,Q3_2024,2024-10-15
Credit Costs of $33 million were largely driven by net credit losses of $27 million.,quarter,14,Financial Results,Q3_2024,2024-10-15
"Net Income was $283 million, up 114% YoY.",quarter,14,Financial Results,Q3_2024,2024-10-15
RoTCE of 8.5%; Year-to-date RoTCE of 6.8%.,quarter,14,Financial Results,Q3_2024,2024-10-15
"Revenues up 3% YoY, driven by NII growth of 2% due to loan growth in cards and lower partner payments.",quarter,15,Financial Results,Q3_2024,2024-10-15
"Expenses down 1% YoY, driven by continued productivity savings, partially offset by higher volume-related expenses, resulting in positive operating leverage.",quarter,15,Financial Results,Q3_2024,2024-10-15
"Credit Costs were $1.9 billion, largely driven by net credit losses of $1.9 billion and an ACL build of approximately $45 million.",quarter,15,Financial Results,Q3_2024,2024-10-15
"Net Income was $522 million, down 31% YoY.",quarter,15,Financial Results,Q3_2024,2024-10-15
RoTCE of 8.2%; Year-to-date RoTCE of 5.2%.,quarter,15,Financial Results,Q3_2024,2024-10-15
"Revenues down 18% YoY, primarily driven by closed exits and wind-downs, as well as margin compression on mortgage securities in the investment portfolio.",quarter,16,Financial Results,Q3_2024,2024-10-15
"Expenses down 5% YoY, as the reduction from closed exits and wind-downs was partially offset by a legal reserve.",quarter,16,Financial Results,Q3_2024,2024-10-15
"Credit Costs were $289 million, largely driven by net credit losses and an ACL build in Mexico.",quarter,16,Financial Results,Q3_2024,2024-10-15
"Full year 2024 revenue guidance is ~$80-81 billion, driven by NIR growth from Services, Investment Banking, and Wealth, and lower partner payments in Retail Services.",quarter,17,Outlook,Q3_2024,2024-10-15
"Full year 2024 expense guidance is ~$53.5-53.8 billion (ex-FDIC/Civil Money Penalties), likely at the higher-end.",quarter,17,Outlook,Q3_2024,2024-10-15
Cost of Credit guidance for full year 2024 includes an average NCL rate of 3.50-4.00% for Branded Cards and 5.75-6.25% for Retail Services.,quarter,17,Outlook,Q3_2024,2024-10-15
Capital strategy involves determining the level of buybacks on a quarter-by-quarter basis.,quarter,17,Outlook,Q3_2024,2024-10-15
"Medium-term targets include a 4-5% revenue CAGR, an efficiency ratio of <60%, and continued capital benefits from exits and simplification.",quarter,17,Outlook,Q3_2024,2024-10-15
The company is committed to an 11-12% RoTCE Medium-Term Target.,quarter,17,Outlook,Q3_2024,2024-10-15
"This presentation contains ""forward-looking statements"" based on management's current expectations, which are subject to uncertainty and changes in circumstances.",quarter,18,Footnotes,Q3_2024,2024-10-15
"Actual results may differ materially due to various factors, including geopolitical and macroeconomic challenges, execution of strategic initiatives, legal and regulatory outcomes, and other risks detailed in Citigroup's SEC filings.",quarter,18,Footnotes,Q3_2024,2024-10-15
Citigroup does not undertake to update any forward-looking statements.,quarter,18,Footnotes,Q3_2024,2024-10-15
"Citi has operated in Argentina for over 100 years, serving approximately 1,300 clients, including 700 multinational clients, primarily in liquidity management, payments, and custody services.",quarter,21,Financial Results,Q3_2024,2024-10-15
"In 3Q24, Citibank Argentina sold its remaining position in BOPREAL bonds and returned approximately $0.2 billion of excess capital to its parent entity, reducing future FX devaluation risk.",quarter,21,Financial Results,Q3_2024,2024-10-15
"Citi's net investment in Argentina decreased to $1.3 billion, driven by capital repatriation exceeding income from operations.",quarter,21,Financial Results,Q3_2024,2024-10-15
"As of September 30, 2024, $0.9 billion of Citi's net investment was denominated in local currency, with approximately $0.3B of this exposure hedged.",quarter,21,Financial Results,Q3_2024,2024-10-15
"While YTD peso devaluation has been less significant than in 2023, there remains a potential risk for significant devaluation in 4Q24.",quarter,21,Financial Results,Q3_2024,2024-10-15
"Citi ended nearly all institutional banking services in Russia as of March 31, 2023, and has largely completed wind-downs of its consumer and local commercial banking businesses.",quarter,22,Financial Results,Q3_2024,2024-10-15
"Russia exposure increased by approximately $0.9 billion from the previous quarter to $9.1 billion as of September 30, 2024, primarily due to net increases in Russia unremittable corporate dividends.",quarter,22,Financial Results,Q3_2024,2024-10-15
"Of the $9.1 billion exposure, approximately $7.5 billion (82%) was unremittable corporate dividends.",quarter,22,Financial Results,Q3_2024,2024-10-15
"Net investment in the Russian entity increased by $0.1 billion during 3Q24 to $0.2 billion, driven by earnings on its local cash position.",quarter,22,Financial Results,Q3_2024,2024-10-15
"Citi has a cumulative translation adjustment (CTA) loss balance of approximately $1.6 billion related to its Russian subsidiary, which is recognizable in earnings only upon substantial liquidation or loss of control.",quarter,22,Financial Results,Q3_2024,2024-10-15
A loss of control of the entity would also result in recognizing a loss of $0.7 billion on intercompany liabilities.,quarter,22,Financial Results,Q3_2024,2024-10-15
Total average deposits have grown at a Compound Annual Growth Rate (CAGR) of 4.9%.,quarter,23,Financial Results,Q3_2024,2024-10-15
Services deposits have grown at a CAGR of 5.9%.,quarter,23,Financial Results,Q3_2024,2024-10-15
ACL: Allowance for Credit Losses,quarter,31,Glossary,Q3_2024,2024-10-15
CET1: Common Equity Tier 1,quarter,31,Glossary,Q3_2024,2024-10-15
EBT: Earnings before Tax,quarter,31,Glossary,Q3_2024,2024-10-15
EPS: Earnings per Share,quarter,31,Glossary,Q3_2024,2024-10-15
NII: Net Interest Income,quarter,31,Glossary,Q3_2024,2024-10-15
NIR: Non-Interest Revenue,quarter,31,Glossary,Q3_2024,2024-10-15
QoQ: Quarter-Over-Quarter,quarter,31,Glossary,Q3_2024,2024-10-15
RoTCE: Return on Average Tangible Common Equity,quarter,31,Glossary,Q3_2024,2024-10-15
TCE: Tangible Common Equity,quarter,31,Glossary,Q3_2024,2024-10-15
YoY: Year-Over-Year,quarter,31,Glossary,Q3_2024,2024-10-15
YTD: Year-to-date,quarter,31,Glossary,Q3_2024,2024-10-15
"Slide 2, Note 1: Represents consumer banking businesses across 14 markets in Asia, Europe, the Middle East and Mexico as part of Citi's strategic refresh.",quarter,32,Footnotes,Q3_2024,2024-10-15
"Slide 3, Note 1: Wallet share based on Dealogic data as of September 30, 2024; wallet share for Debt Capital Markets includes Leveraged Finance and Securitization.",quarter,32,Footnotes,Q3_2024,2024-10-15
"Slide 4, Note 1: RoTCE is a non-GAAP financial measure. For a reconciliation to reported results, please refer to Slide 25.",quarter,32,Footnotes,Q3_2024,2024-10-15
"Slide 4, Note 3: Tangible Book Value Per Share is a non-GAAP financial measure. For a reconciliation of this measure to reported results, please refer to Slide 25.",quarter,32,Footnotes,Q3_2024,2024-10-15
